,tweetnegative,keyphrases
12,ye and look whats happened since youve had them injuries gone from 2nd to 5th lad so clearly injuries have also affected our season fucking thick people from leicester mate just realised i didnt have to be quite so road ragey stuck in traffic 20 mins ago 1530 ko you are supporting a hopeless club bro next time meet leicester city for beef leicester city messed up no champions league for them u on the other hand forget you had salah mane firmino all pretty much fit for the whole season especially since the turn of the new year you keep blaming ur defence ur attack has been toothless as well u lost to fucking burnley fulham soton brighton leicester and everton this dan james stuff is agent talk in my opinion would be a really strange move,"[('champions league', 0.4043), ('leicester city', 0.432), ('leicester', 0.481), ('leicester mate', 0.5143), ('fucking burnley fulham soton brighton leicester', 0.5815)]"
13,liverpool crying about their injury list again absolutely bored if it dunked by leicester in the final getting destroyed by city in the cl final well today is a boring saturday villa have nothing to fight for one game means nothing meanwhile real madrid and psg would be regretting as bad as how its going to be for leicester city tomorrow three will not go into two as qualification goes right to the wire which club will be left disappointed their recruitment is world class i am scared now he called me a goat i didnt respond he called me ah shit we forgot to include the top 4 trophy honestly some rugby fans are so weird posh people also weird how when leicester city are doing well leicester tigers seem to go to shit,"[('leicester', 0.5171), ('liverpool', 0.5463), ('leicester tigers', 0.5482), ('leicester city tomorrow', 0.5653), ('boring saturday villa', 0.6129)]"
14,should be a points deduction fuck united lfc city out of the cl or el for next season and see how quick the broadcasters pull away because no one wants to see everton leicester west ham embarrass themselves in the cl they never earned the right to play in it so they want a bro arent you from leicester as well dont get this whole not supporting every team in your city thing leicester city always overprice their players if west ham want 90 million for rice then just pay that to leicester city instead for ndidi who is four times the player that declan rice is that s an absolute joke we should ask for 60 70 million for lingard then he s the only reason they re getting european football,"[('leicester', 0.3978), ('united', 0.3982), ('city thing leicester city', 0.4012), ('everton leicester west ham embarrass', 0.4548), ('points deduction fuck united lfc city', 0.6794)]"
15,disappointed to see the inevitable day of morgan amp fuchs departing clearly critical figures in the culture that has led to the success of this purple period two of the immortals praet looks ready to murder someone i see youre avoiding leicester city in the conversation everton gonna lose to city 59 p spurs gonna lose to leicester 59p damning statistics have emerged about leicesters top four pursuit and if it was tottenham they would be ripped apart so the chelsea fans who took a twitter hiatus after losing to leicester in the fa cup final are they going to deactivate reporter makes worrying chansiri update that will outrage sheff wed fans account is temporarily unavailable because it violates the twitter media policy learn more,"[('tottenham', 0.3796), ('leicester', 0.3953), ('morgan amp fuchs', 0.4063), ('twitter hiatus', 0.4089), ('chelsea fans', 0.438)]"
16,nobody wants to finish 7th and end up in this new european conference wooden spoon tournament i can see teams like spurs and everton trying to throw their games if west ham get ahead early and secure 6th place why would rodgers leave us for spurs going to lose their best player in the summer levy is a tosser and if anything they are a club going backwards why leave a club thats going places on and off the field lazy journalism and spurs wishful thinking if you ask me,"[('secure 6th place', 0.3356), ('6th place', 0.3424), ('everton', 0.3502), ('west ham', 0.3833), ('spurs', 0.4213)]"
17,thing is pipes after seeing brendan with top on the pitch after the final could you see him leaving not least the damage it would do to his reputation when it s currently so strong i think it would be irreparable damage in the eyes of the wider public not just fans so the chelsea fans who took a twitter hiatus after losing to leicester in the fa cup final are they going to deactivate their accounts if they fail to make top 4 amp lose to manchester city in the but wait first leicester city what business do they have in the champions league they couldn t score not calm at all chelsea or leicester city go lose today it makes things absolutely more difficult no doubt about it,"[('doubt', 0.3037), ('fa cup final', 0.3445), ('chelsea', 0.3682), ('champions league', 0.3722), ('chelsea fans', 0.4801)]"
18,but wait first leicester city what business do they have in the champions league they couldn t score a goal in the europa league against slavia prague in 180 mins of football they ve to go back there and fix it first that s where they belong for now they ain t winning much at united either based on your logic he be better off a sevilla city or leicester no they didn t you plum look at chelsea and leicester s in fact city s defence last season was abysmal,"[('chelsea', 0.511), ('leicester', 0.5279), ('first leicester city', 0.5317), ('leicester city', 0.5437), ('champions league', 0.5514)]"
19,my girlfriend told me they had scored and i was like really doesn t matter they ve scored way to early and will concede in a few minutes was a proper depressing told you so moment when it happened when kompany scored for city against leicester i already conceded defeat lol they are most at risk because villa are a dangerous outfit amp could at the very least get a draw from chelsea gov yakowa and gen azazi died in a helicopter crash kobe bryant and his daughter died in a helicopter crash the year 2020 a global pandemic what a topsy turvy world we live in it was really the lowest point for me,"[('risk', 0.2418), ('defeat lol', 0.2503), ('leicester', 0.3537), ('chelsea', 0.395), ('villa', 0.4999)]"
20,sh good signing on paper pellegrini was never right he finished a distant 4th with man city the year leicester won it with all the money at their disposal 80 mill on fa amp sh was a shocking waste of money imo not getting a keeper they wanted doesn t mean you get roberto leicester city werent lucky i dont want to staan argument history hasnt been too kind to them on this matchday in previous years unfortunately its leicester city its sad how leicester city went from fixtures in the top 4 all season to favorites to miss out on champions league football within the last two matches of the season yo spurs have leicester and everton have man city we could have a st totteringhams day and sneak into a terrible european competition,"[('champions league football', 0.4073), ('champions league', 0.4185), ('good signing', 0.449), ('year leicester', 0.4663), ('roberto leicester city', 0.4932)]"
21,hi jon just tried to book a covid vaccine im based in leicester city the most locked down place in the uk with indian variant concerns and not one appointment available in the local area for anyone definitely think this needs looking into please see below hes inconsistent throws himself on the floor all the time and complains hes not gonna get signed by city united liverpool chelsea maybe leicester arsenal or spurs everton but not for big money there is nothing fun about supporting leicester city either but each to their own the fact you even think you insult me by saying this is hilarious when you get so triggered over me laughing at you club,"[('indian variant concerns', 0.3164), ('liverpool', 0.3237), ('leicester city', 0.4117), ('leicester', 0.425), ('covid vaccine', 0.4441)]"
22,should manchester united and leicester city be held accountable for hate crime also palestinian flags all over west belfast you gonna go and take them down arrogance of leicester city has f kd them out of top 4 leicester city have worse players than united really they won the league with the likes of kante marhez vardy kasper morgan to mention a few and theyve lately won fa with vardy kasper ndindi sayuncu tielemans maddison ihenacho etc are these worse players leicester city won t allow him to get onto the scoresheet good player but not great at reading the room after boohoo s factory scandal in leicester at this point you gotta feel pity for leicester city,"[('united', 0.3899), ('leicester city', 0.4936), ('leicester', 0.4955), ('players leicester', 0.5282), ('worse players leicester city', 0.6631)]"
23,average points for top four over last 10 seasons has been 71 3 how is it unfortunate to not qualify with 69 if had 73 points and didn t qualify that would be unfortunate but they haven t even reached the average thats because the corrupt fa has had liverpool leicester city utd x chairman running the fa all won the league they are in charge of tefs drug dicipline var seriously not getting all the love for leicester broke ffp didn t get a punishment but they are a proper run club and morgan can fuck off as well stop the self deceit nearly i m chilled about tomorrow too whatever happens there s no way i m being even slightly pissed off with this season,"[('leicester city', 0.3085), ('liverpool', 0.3165), ('qualify', 0.3675), ('leicester', 0.3784), ('average points', 0.4351)]"
24,it s sad how leicester city stay on top for whole season and fail to qualify for ucl when the season end this has become a trend leicester city actually bottled this bullocks what do you expect city will win ucl final this year chelsea has zero mentality in final how on earth are there no leicester city players in pl team of the season the press doesnt stop talking about leicester this is getting out of our control breaking chelsea and leicester city have both been charged with a breach of fa rule e20 1 following their premier league fix apparently leicester city council rebuked him 20 years ago just the 750 year wait for an apology mind you the blood libel originated in norwich in 1144,"[('leicester city players', 0.5291), ('leicester city', 0.5339), ('leicester', 0.5474), ('trend leicester city', 0.5496), ('leicester city council', 0.5497)]"
25,i swear if both of them drop points and we then lose or draw to brighton i m going to lose it boko haram leader killed while the rest of the city dreams of post pandemic life sonia alverenga has barely slept a keita 60m ox 40m 100m quid wasted liverpool recruitment just as bad as ourselves nowhere near as good as leicester manchester city 100m quid on 2 players to just play awfully and 1 game a season he doesnt press most sir he just isnt good at retrieving balls or putting in a defensive shift and please dont make me pull up stats from his games against chelsea man city liverpool tothenham arsenal leicester etc leicester city owner died in a helicopter crash emiliano sala died in a plane crash i fear for leicester city,"[('city liverpool', 0.4832), ('liverpool', 0.4861), ('leicester', 0.4935), ('leicester manchester city', 0.5173), ('chelsea man city liverpool tothenham arsenal leicester', 0.5625)]"
26,leicester will miss out leicester city football club will not qualify i think leicester city will miss out ben chilwell doesnt give damn f ck about leicester city did a knee slide celebration in the fa cup only for the goal to be ruled out man is a proper chels cant believe we wanted regulion idiot timo werner wants to slap football refere for not allowing his goal against leicester city in premier league leicester city and ac milan just made this weekend tough on their supporters and all folks who have an agenda supporting them by messing up their penultimate games dunked by leicester getting destroyed by city in the cl final i dont see leicester city making ucl qualification leicester city missing out,"[('leicester city football club', 0.4787), ('premier league leicester city', 0.4923), ('league leicester', 0.5165), ('leicester city football', 0.5317), ('ucl qualification leicester city', 0.5932)]"
27,you think partey would eat most midfielder i see willock making shit of teams and top teams at that leicester spurs city liverpool sorry he didn t cost 50m so he can t be good i want to end my if we had that much trouble against aston villas midfield just imagine what we will look like against leicester citys midfield leicester city to miss out tell am about the leicester city owner way die for plane crash man united have not won a match since they played an embarrassingly weakened team against leicester city i agree with you but i still expect a huge amount of moaning about players not performing amp how we should be in the top three have to get used to it,"[('partey', 0.4081), ('liverpool', 0.4091), ('aston villas midfield', 0.4143), ('leicester city owner way', 0.4219), ('leicester citys midfield leicester city', 0.4919)]"
28,who s making money out of the corona virus and why did leicester city blow champions league qualification again cant blame cfc after that disrespect shown from leicester city player after the fa cup they won it via handball after a week that has seen yet more poor refereeing things really need to change but what and how leicester city forward kelechi iheanacho narrates the biggest regret in his football career the way they played against leicester city those boys arent ready to be thrown out of the ucl gonna miss this pair why is he costing more than the guy from lille leicester city wants to buy,"[('champions league', 0.4791), ('leicester', 0.5), ('city blow champions league qualification', 0.5016), ('leicester city', 0.5064), ('leicester city player', 0.572)]"
29,correct leicester city won the fa cup and also the league years ago with worse players than man utd he s not good enough no matter the players what manutd get he still doesn t have a system of play he would still be nonsense just like lampard if you come here to only suck off iheanacho then pls stop involving yourself with leicester city no shit mate my point wasn t praising liverpool as a club it was to say that there is a club which does not have the financial power of city or chelsea and still won the biggest trophies just a year or two ago what you on about leicester being financial cheats manchester city have never won the ucl and they are playing chelsea in the final,"[('leicester city', 0.4871), ('leicester', 0.4929), ('man utd', 0.4976), ('correct leicester city', 0.5443), ('financial cheats manchester city', 0.5542)]"
30,chelsea fc and leicester city fc have both been charged with a breach of fa rule e20 1 following their premier league fixture on tuesday 18 may 2021 a statement from the fa read on thursday 200 and still cant shoot will miss out of top four evans ruled out with foot injury you have to feel sorry for leicester predicts another near miss for leicester and brendan rodgers in their search for football spurs are finished if harry keane leaves liverpool dont deserve top four please take a look at all the crap going on at oldham over the last 3 years and sign the petition asking the owner to put the club up for sale its also a great read you wont believe some of it,"[('liverpool', 0.445), ('premier league fixture', 0.446), ('premier league', 0.4783), ('chelsea fc', 0.4836), ('fa rule e20', 0.5059)]"
31,what we don t want is for the door to open for us and for us not to walk through it if you look at tactical aspects city were incredibly vulnerable to fast counter attacking teams last year united wolves chelsea they conceded a shedload of big chances and lost a lot of games that way they repeated in gw2 vs leicester this year pre dias then it stopped my issue is that were not second because we play good but because the other teams are having a shit season and feeling impact of covid next season chelsea liverpool city leicester tottenham is shite are gonna be much better what we wouldnt want is the door to have opened for us and us not being able to walk through missed the kp lets fucking av it,"[('city leicester', 0.4229), ('season chelsea', 0.4587), ('last year united wolves chelsea', 0.4602), ('next season chelsea', 0.473), ('covid next season chelsea liverpool city leicester tottenham', 0.5169)]"
32,arsenal are set to miss out on ryan bertrand as leicester city are reportedly in the advanced stages of secur this is what i dont like same way you all have enough enthusiasm that you will win the fa cup against leicester calm down and collect your beating when you meet man city dont be in a hurry big leicester city injury blow confirmed by brendan rodgers ahead of tottenham clash jonny evans will miss out once again for leicester city on sunday smoked by leicester in the final getting destroyed by city in the cl final spurs lose to leicester lincoln have the best away record in the league but also the ugliest fans so i can see them struggling at handsome sunderland tomorow,"[('tottenham', 0.4467), ('leicester', 0.4599), ('hurry big leicester city injury blow', 0.4743), ('leicester calm', 0.4754), ('arsenal', 0.5728)]"
33,problems at leicester are upsetting the big5 1 amp aren t a self entitled club we simply don t have the budget of the big clubs amp shouldn t be there we have another another trophy bettered our pts total from the previous season yet again nothing like failures man how are leicester city already closing all their deals and here we are just getting linked with players so frustrating soumare is almost done now this guy if leicester get soumare shouldnt we try to get ndidi for all you chelsea fans you do not have the right to say barca is finished just worry about your own stuff you lost a final to arsenal and leicester and are about to get humbled by city that s 3 finals in a row,"[('barca', 0.3801), ('chelsea', 0.3855), ('leicester city', 0.4093), ('leicester', 0.4351), ('chelsea fans', 0.4522)]"
34,ahahahaha this dumb fuck forgot he lost to leicester city in quarterfinal 3 1 29 fouls committed ultimately we weren t good enough on tuesday not anyone s fault we go again on sunday and we never stop backing the lads the leicester mercury front page the whole city knows about elbit uav tactical systems and opposes a factory making drones for israel on their doorstep which murders palestinians living under occupation thanks to activists on the roof now on day 3 still seeing negativity for perez miss on tues 1 fofana shouldn t have given away the penalty it s not just his fault we lost that game,"[('leicester', 0.3297), ('perez', 0.3539), ('fouls', 0.3796), ('perez miss', 0.3884), ('penalty', 0.4651)]"
35,and there ll be fans moaning on sunday if we finish 5th they don t know how good they ve got it if they missed some of the 80 s amp 90 s we had to endure hopefully now will have time to get plantar fasciitis under control can be debilitating amp hard to get rid of evans will not recover from a persistent foot problem in time for the final game everybody else is available that was in the squad on tuesday justin and barnes are out while there was no update offered on the fitness of under who has been struggling with a hip issue you overrate leicester too much theyre not man city why are you arsed about net spend do you work in accounts at anfield,"[('final game everybody', 0.2885), ('anfield', 0.3272), ('evans', 0.3313), ('barnes', 0.3422), ('leicester', 0.4637)]"
36,u can write our past but u can never narrate our future we lost against leicester in the fa cup final that was our past we were mocked all over man city is next and is our future no one can narrate chelsea is going for the gold let s be clear whoever this chas banks is he doesn t represent the fan s opinion yes the ultimate goal is a 50 1 structure over a different billionaire that doesn t care but we would 100 prefer a leicester city type billionaire than the neglectful apathetic glazers even leicester city is letting off old luggages and deadwoods one lane blocked due to a breakdown into the city approach with care and expect some delays chelsea doesnt derseve top4 they have been poor leicester city should get a top4 finish,"[('leicester', 0.4717), ('poor leicester city', 0.4964), ('delays chelsea', 0.5043), ('chelsea', 0.5307), ('narrate chelsea', 0.5989)]"
37,sad to see retire and and leaving spurs would never win a trophy hold your horses whoever is trying to bash leicester city thats sad you having to give up your season tickets was one of the reasons we left living in jersey was to be able to buy season tickets and see leicester city more arsenal and leicester took your fa cups youre losing to city in the champions league and you might not get champions league football thats no way to describe leicester city centre club i will never like arsenal fc i know im biased but i just cant see it what a left foot what a servant for what a wand of a left foot knew it was coming but gutted to see and leaving absolute heroes at,"[('leicester city', 0.4601), ('arsenal', 0.4864), ('leicester', 0.4872), ('champions league', 0.494), ('champions league football', 0.4997)]"
38,good morning youtube if i dont get back my channel am going to vent how the hell can my football content be deceptive and a channel such as epl analysis used my video arsenal vs leicester city 3 1 post match analysis and got 38k views from it isnt that reused on another note i ve seen ayoze amp madderz get a lot of flack lately ayoze always gives 100 and without madderz early season form we d be nowhere near top 4 football fans are so fickle let s make sure we all get behind the lads sunday 110 i know i will yeah our owners have just decided to throw the towel in after the fa cup and let the manager leave and 5 first team starters i do worry about the iq of your employees,"[('good morning youtube', 0.3177), ('football fans', 0.3179), ('channel', 0.3389), ('video arsenal', 0.4093), ('football content', 0.4247)]"
39,the high street in leicester will never be the same again wow never understood the signing at the time as we already had matt mills st ledger amp sol bamba boy how wrong was i dont put words in my mouth son all the goals we conceded prior to that period of time like conceding 5 to leicester where dias wasnt even a man city player or conceding 3 goals back to back after title was secured with garcia tax doesnt correlate one bit to dias and his impact on city this season leicester don t have the history and revenue of these big clubs this summer will be losing 3 players with a combined 24 years of foxes service,"[('man city player', 0.3352), ('signing', 0.3824), ('leicester', 0.5552), ('leicester don', 0.579), ('season leicester don', 0.6455)]"
40,just did a covid test as 6 days after the cup final and all negative after all the people i licked and hugged open the stadiums fully boris dear do you see your mates you cant even dare to go and meet leicester city waste of eagle he hates forest no puede tener haters my only regret leicester city star kelechi iheanacho why does he talk about it like poor old plucky newcastle have managed a 4th season my anger stops at the fa whose been run by leicester liverpool city utd all won the league this is a governing body who hide drug cheats cover up the slime trail they oversea var corrupt pick refs corrupt allow energy boosting to win cups break records sounds so wrong reading that because you d never expect it hats off to him,"[('poor old plucky newcastle', 0.3995), ('leicester liverpool city utd', 0.4021), ('leicester', 0.4062), ('liverpool', 0.4168), ('leicester liverpool', 0.42)]"
41,always a hero sad to see more of the class of 2016 leaving immortals to a man why tf do leicester city have better scouts than us lack of funds from central government too late for leicester city it looks and feels horrendous what a servant having been in yesterday i found it to be one hell of a mess digging up roads again could this not have been done in lockdown when most shops etc were shut city council are crap 12 chel shit eater epl kelechi iheanacho reveals biggest regret both united and city started off poorly but yeah go on bruno doesnt perform in big games fans furious at how much liverpool are charging for 2021 22 childs shi what s even worse is how many of them would stafor city united liverpool chelsea or even leicester,"[('liverpool', 0.5051), ('leicester', 0.5392), ('leicester city', 0.542), ('city united liverpool chelsea', 0.5442), ('much liverpool', 0.5822)]"
42,fa cup lost to leicester womens ucl lost to barca women male ucl will lose to city and hence finally chelshit will go trophyless leicester city council are looking at doing something similar to a long closed 2015 golf course sickening we deserve both barrels for missing champions league this season its embarrassing and spursy any one of leicester chelsea and liverpool will miss champions league next season chelsea will fuck up against villa and finish 5th chelsea will fuck up against man city breaking news antonio rudiger has revealed why he pushed ricardo of leicester city he called me a goat i didnt respond he couldnt take it as the last day of this season is nearby who dont deserve a spot vote and retweet dear leicester city must not win,"[('next season chelsea', 0.5432), ('dear leicester city', 0.5491), ('leicester city council', 0.5553), ('champions league', 0.5688), ('trophyless leicester city council', 0.5961)]"
43,being a fan it s the second half of this tweet that scares me more but maybe distracted by his future spurs disillusion plus hes not scored v any of the current top six since oct exactly the point a team that daniel amarteys leicester city beat last week you pple shd continue to fraud we wai the problem with that is they are not playing against leicester its man city drink amp mental health issues fucking concentrate on the pitch too bothered about celebrity spurs to lose to leicester if i went into coma in january after leicester city game and i woke up today only to find out we are in the ucl final i will b only timo werner is underperforming against his xg more than jamie vardy this season contract lies amp putting family first,"[('leicester city game', 0.4404), ('leicester', 0.46), ('spurs', 0.4635), ('celebrity spurs', 0.4668), ('daniel amarteys leicester city', 0.4819)]"
44,life changing injury and it s long term stigma man city chelsea leicester and even liverpool have not finished top six for 2 3 decades it s because we are classed as overachievers the media are so fixated on and biased towards the so called top six fly under the radar charges city with misconduct after brawl if i went into coma in january after leicester city game and i woke up today only to find out we are in the ucl final i will be shocked again and hope at the time it wont be a second coma the leicester city defenders were rude but chelsea defense was rudiger chelsea and leicester city charged by football association over mass brawl between players in tuesdays clash at stamford bridge,"[('chelsea', 0.4651), ('city chelsea', 0.482), ('leicester city defenders', 0.4821), ('man city chelsea', 0.5019), ('long term stigma man city chelsea leicester', 0.6085)]"
45,if had been in top 4 all last season amp fell out then did it again we would rip them apa leicester city also need that game to qualify for europe so it will be difficult i think leicester city is going to miss a top four spot because i dont see them winning against tottenham we played city west ham leicester liverpool spurs chelsea even ur shitty team lmao just personally cannot see buendia going to arsenal maybe someone like liverpool city united leicester maybe one or two others but arsenal have dropped so far down don t think they are going to achieve much anytime soon he will probably go back abroad if anywhere,"[('leicester city', 0.4224), ('liverpool city united leicester', 0.4251), ('city west ham leicester liverpool', 0.4284), ('apa leicester city', 0.4307), ('leicester', 0.4428)]"
46,leicester city football club deserve eternal punishment for their fans singing over andrea bocellis rendition of nessun dorma one million point deduction execution of lead goalscorer etc that time london city council tried to disguise the fuck boris graffiti a valiant effort thomas tuchel has revealed that kai havertz missed chelsea fc s 2 1 win over leicester city on tuesday night due to a minor hamstring issue chelsea fc and leicester city fc have both been charged with a breach of fa rule e20 1 following their premier league f chelsea and leicester have been indicted by the football association following the mass brawl that broke out between the players towards jokes naija,"[('chelsea', 0.4196), ('chelsea fc', 0.4444), ('leicester city fc', 0.466), ('leicester city football club', 0.4783), ('leicester city football', 0.4815)]"
47,really disappointing news jos fontes bought us ricardo maddison soyuncu and fought against us signing p rez he lined up tapsoba and trincao when he was at braga but they were blocked i wish him well and thank him for my sevilla ticket arsenal are jus slow reactive and the board dont give a shit breaking news chelsea and leicester city have both been charged with a breach of fa rule e20 1 both clubs failed to en man said milan 1st game and instanbul with his chest lmaoo and leicester ru talking the fa cup that s deans fault yikes also you mention instanbul twice david played the 2nd game and city in the efl man just listed games he conceded in lmaoo man city have never won the ucl and they are playing chelsea in the final,"[('leicester', 0.4042), ('chelsea', 0.4284), ('leicester ru', 0.4304), ('sevilla ticket arsenal', 0.4589), ('shit breaking news chelsea', 0.4798)]"
48,two months ago you had no right to finish 4th because of poor form for everton spurs west ham recently arsenal leicester recently you have and fair play but i remember liverpool fans moaning city blamed injuries last year this year your doing it any chance of a reply i only ask as leicester city are my next call and really don t want to do that neither does my daughter lie lie as you supported leicester city last weekend it would only be fair to suppovillarreal next week anyways i will taunt you after their victory on wednesday yellow submarines all the way pro palestinian activists have occupied and shut down an israeli owned weapons manufacturing plant in the city of leicester,"[('liverpool fans', 0.4326), ('liverpool', 0.4631), ('leicester city', 0.4815), ('arsenal leicester', 0.4824), ('leicester', 0.5114)]"
