,tweetpositive,keyphrases
10,wow thank you family well on the way to 1000 followers now mot now let s finish this season with another 3 points in some ways i am glad i am sitting in a different seat tomorrow if i had been in my normal seat without the usual regulars around it would seem stark the match day experience is so much more than simply seeing play roll on full normality just started that leeds united doc n im hooked in 5 mins can i raise a glass to my team for a absolutely unreal season back in the premier league were we belong thank you for the good times and ups and downs,"[('united', 0.3461), ('premier league', 0.3978), ('match day experience', 0.3989), ('leeds', 0.4387), ('leeds united', 0.4916)]"
11,a different culture a different language but the passion of the fans comes from the heart and newells have at least two things in common passionate suppoand bielsa love him no bullshit ive got newells stuff now oh heck you lot a mad im super thankful to you all stunning goal sees second team book place at championship playoff final his work rate and his ability to score goals is something to look up to straight away his son is playing reasonably well for leeds united this season though so please be gentle on his lordship please subscribe to my youtube channel if you like it plenty more on the way including songs for bamford meslier and kalvin phillips chris melling walking out to marching on together is so good,"[('newells stuff', 0.3751), ('united', 0.3843), ('newells', 0.3861), ('leeds', 0.3981), ('leeds united', 0.4688)]"
12,we are slowly getting there with our leeds united beer mat collection we are looking to complete this set over the next w amazing work for 2 amazing players pablo h jordi alba juan mata david villa david silva class is permanent and he chose leeds thank you for everything adios el mago reliably brilliant and brilliantly reliable what a day of football this is fans make a massive difference can t wait for tomorrow fairplay this is quite nice from matt grimes ive enjoyed every nutmeg precise pass goal and even more so promotion winning goal that pablo has given us the man has oozed class from the very beginning really sad hes leaving but very happy for the good times he gave us love a bielsa burnout farewell maestro and thank you who loves a bouncy castle,"[('villa', 0.3947), ('united', 0.4117), ('leeds', 0.5136), ('leeds united', 0.5767), ('leeds united beer mat collection', 0.6008)]"
13,to anyone who has the privilege of being at the west brom game tomorrow give these players the send off they deserve what they did in getting us up to the premier league can never be forgotten the man at the top deserves credit inspired by amp celebrating a managerial legend as a 17 year old i fell in love with a little ginger bloke too this day in 2006 watford beat leeds united in the championship play off final your memories of a great day the only consolation partey has is that there is a chance he will get la liga medal for playing thrice for athletico before j just trying to be relevant and supportive,"[('premier league', 0.3939), ('west brom game', 0.4139), ('deserves', 0.4236), ('leeds united', 0.4321), ('west brom game tomorrow', 0.4699)]"
14,absolutely fantastic dont know how you make these but dont stop how blessed weve been to have pablo amp bera swansea goal does me every time manchester can rave about the summerbee and best but let us sing the praises of the lads we love the best jermaine beckford has always known leeds united would succeed in the premier league this season we are training with marcelo and the first team and when you are around better players you become a better player the only consolation partey has is that there is a chance he will get la liga medal for playing thrice for athletico before joining arsenal,"[('swansea goal', 0.4652), ('beckford', 0.4724), ('leeds united', 0.5075), ('pablo amp bera swansea goal', 0.519), ('best jermaine beckford', 0.5234)]"
15,big plusses with bamford he s been absolutely terrific to lead the line do so much work when the other team s got the ball and still have the ability to score run the width of the 18 yard box and take knocks i like him madrid and zidane gave it their best barcelona na werey team theyre just another leeds united without messi tomorrow is the last game of the 20 21 premiership football season and if i could i would on my bended knees beg senor marcelo bielsa to stay with the proudest loudest and best football club in the cosmos leeds united marching on together the swansea goal aside pablos early goal against west brom at home will always be one of my favourite moments,"[('leeds united marching', 0.3831), ('best football club', 0.3913), ('leeds united', 0.4263), ('messi tomorrow', 0.4349), ('swansea goal', 0.4768)]"
16,this is amazing great work again lewis your skills editing are superb megs for days this is perhaps the first time im genuinely dabbling in tactics fe fan i d love some followers just beautiful stuff cheerio pablo wasnt pretty at all but leeds get the job done spoiled the party and turned the home fans delighted for berardi to make last night had us all yearning for sunday and what promises to be a homecoming the premier leagues form side deserves with loads of good stuff in this mornings press conference vast majority of it in here fellow fans i need your help vote lineman if you are a fan of good beer ill be sure to get a photo holding that golden glass in the brewery with the best jersey in the world on help please,"[('lineman', 0.3745), ('premier leagues', 0.3968), ('leeds', 0.4188), ('beautiful stuff cheerio pablo', 0.4297), ('berardi', 0.4626)]"
17,gathering memories and dedications to hernandez and berardi here already some beauts being dug out the memory bank these are the best picks you can make regardless of price looked who we just bumped into my boy told him he was a legend such a nice guy all the best for the future thanks for everything you have done for this club you have made my boys day congrats and good luck from an admiring fan the phenomenal story continues i won t be at the game tomorrow and i have no right to be i ve not had a season ticket for a few years now but fans that are going we trust you to give pablo and bera a great send off show them why we are the best fans in the world,"[('bera', 0.3391), ('best picks', 0.3695), ('pablo', 0.3985), ('hernandez', 0.5122), ('berardi', 0.5422)]"
18,farewell to pablo and bera here s the best compilation of nutmegs and two footed tackles you ll ever see it s been a great few weeks win for leeds united yesterday so here s some kit to celebrate that have a happy sunday everyone and anyone supping pre match in the holbeck tomorrow can admire some of the photos kindly donated by justin on the eve of fans returning home and hopefully the beginning of football normality i would like to acknowledge some p liam bridcutt alehad a decent game for imps had potential at im sure bielsa could have made him worldly hes old school leeds united the same philosophy as hunter and i love it,"[('bielsa', 0.3766), ('leeds', 0.396), ('pablo', 0.3964), ('leeds united', 0.4589), ('leeds united yesterday', 0.4965)]"
19,while we are on the subject i am also so happy that got out of d3 by coming 2nd never wanted d3 title on our honours board isn t life wonderful my brother is an incredibly talented tattoo isn t that specialises in realism and portraits so which do i get fans what a fantastic result for st johnstone great to see good luck for tonight good luck wuth your future pablo will always be in our hearts and remembered by all leeds united supporters my newly discovered planet would be named bielsaworld in honour of the leeds united head coach whose achievements at leeds have been beyond our greatest hopes and expectations england winning 2 1 in an entertaining game danny mills starting amp paul robinson coming off the bench love this well done joe,"[('leeds', 0.4205), ('st johnstone', 0.4309), ('leeds united head coach', 0.465), ('leeds united', 0.4896), ('leeds united supporters', 0.5014)]"
20,meet the new leeds united new directors looking to take the club on another level first clean sheet ever a win amp 2 draws mega happy with that amp wasnt played off the park in any of the games what makes you most proud of supporting leeds united united in respect united in love united in the fact we are and will always be brothers and sisters one team berardi is now a legend alioski is great from a leeds united fan joe well done mate fully deserved you put a smile on our faces everyday missed out on the paris 75 ballot but lucky this time so get to see in the for first time in 16 years but emotion overload preparing to say goodbye to pablo amp berra farewell el mago my hero,"[('new leeds', 0.5163), ('leeds united fan joe', 0.5523), ('leeds united', 0.5723), ('leeds united united', 0.5791), ('leeds united fan', 0.5797)]"
21,i think leeds need to make charlie wyke a top signing this window looks a good player john sheridan celebrated his 3rd cap for ireland with his first international goal as jack charltons boys beat poland in dublin their last warm up friendly before the european championships adventure of 1988 it s sunday leeds united are playing and ash is enjoying her alcoholic beverages for the last game of the season its easy to see why joe gelhardt has been impressed after an astonishing season from patrick bamford our thanks and wishing you all the best for the future mar pablo and the family always paof leeds united now m o t cant help but admire king pat a great idea tune in and donate if you can a very classy player and arguably their,"[('charlie wyke', 0.4388), ('leeds', 0.4742), ('sunday leeds united', 0.502), ('leeds united', 0.5252), ('paof leeds united', 0.5279)]"
22,steve s musical renditions are a lot of fun this one maybe less fun but close to the family watching the sunderland game and realised how far we have come since bielsa has blessed our lives with his magic i don t say it lightly but he really is one of the most incredible managers ever we all love leeds pablo hernandez deserves a statue for what he s done for leeds united can we get it done its not the most positive last year but i leave leeds united thinking of the best moments and now try to enjoy this lets hope leicester city can do a favour,"[('leeds united', 0.4068), ('musical renditions', 0.422), ('leeds pablo', 0.4315), ('love leeds', 0.4599), ('leeds pablo hernandez', 0.4725)]"
23,just watching take us home for the 124682673 time ready for the last game of this wonderful season sad not to get a ticket but looking forward to august when were there with the lads the crowd those people around us and with my son a true footballing legend amp 1 of the true greats to play for the mighty leeds united thanks for the memories pablo its not the most positive last year but i leave leeds united thinking of the best moments and now try to enjoy this last game cannot wait to see pablo stawith raphinha pogba is so clear put mctominay in a leeds southampton palace midfield and he ll look good cos that s his level cant wait for koch llorente rodrigo and raphina to experience a full elland road next season,"[('leeds', 0.4889), ('mighty leeds', 0.5307), ('leeds southampton palace midfield', 0.5413), ('leeds southampton', 0.5557), ('leeds united', 0.5669)]"
24,when you get it at leeds there s something special about it it s great to see these players get the credit they des shefield wednesday is bigger than stoke also leeds united last shift of the week woosah 2 days off amp get to watch the wba game with a tinny or two n chill deserved earned amp needed sunday is the day all leeds fans unite and praise our players manager god and all back room staff 1st season premier done a real legend basic look at his numbers on fbref pretty impressive pros ideal fit for the deep lying 8 not too many around available with a very high ceiling if all goes well only 24 sky just said thomas frank is a genuinely likeable character,"[('back room staff 1st season premier', 0.3527), ('stoke', 0.3831), ('leeds', 0.4893), ('leeds united', 0.5349), ('leeds fans', 0.5423)]"
25,an exciting 1st half as england secured another home internationals win by beating wooden spooners at wembley 1968 i m so f g happy forever grateful for all pablo hernandez has done for our club really proud to see the podcast feature in another article from i have had so much great feedback from welcome the newest member of the house bielsa by name i cannot wait for tomorrow with our fans in the stands its going to be magical by far the loudest most passionate fans youll see the people that i have spoke to have said he s the best young spanish player on the ball that they have seen since pablo hernandez who is leaving at the end of this season the best news,"[('passionate fans', 0.3642), ('best young spanish player', 0.4363), ('hernandez', 0.46), ('exciting 1st half', 0.4867), ('pablo hernandez', 0.4871)]"
26,what a season our keepers have had youve done a great job with our lads marcos give yourself a pat on the back me and the three teens will be loud and proud a rather magnificent new arrival david batty vs sunderland at elland road in april 2002 oh batts cantona was better dennis great player luxury player cantona winning and driving average leeds and united teams to titles i don t know ofc of any plans but would it be great that pablo and berra staand sub on 85 minutes to an ovation and player guard of honour walking off and remember the good times 64 hornsby is almost in for his hattrick but the keeper does well to clear the danger a look ahead to leeds united v west brom,"[('sunderland', 0.412), ('united teams', 0.4267), ('keeper', 0.4339), ('leeds united', 0.4544), ('keepers', 0.4975)]"
27,if this is the future direction of branding then i am fully onboard with the appended logotype for on and offline media purposes the lettering would look marvellous on the back of training attire too just not kits hope the 23 s are at the game tomorrow to parade their trophy phillips of leeds united is a very good option yves bissouma is also very good mel rees pops up constantly on my twitter feed he was in goal v leeds in that crazy game that preceded us winning the league in 92 had some mad goals put past him that day rip sir i still have my leeds united friends and meeting marcelo the coaching staff and players was another added link to the the line up we want to see at elland road,"[('leeds', 0.4037), ('leeds united friends', 0.4585), ('logotype', 0.4677), ('leeds united', 0.4725), ('branding', 0.4887)]"
28,great piece in the times by about the impact stuadallas has had on first season back in the premier league puts forward a strong case for the cookstown cafu to have won fwa footballer of the year award after a solid stato the second period manford are level as david hornsby slots beyond the keeper from close range with berardi leaving this question is very fitting on the eve of fans returning home and hopefully the beginning of football normality i would like to acknowledge some people who helped me create the book united revoluci n born out of the lockdown in 2020 thank you especially those who bought a copy amazing how enjoyable the playoffs are when we re not involved in them zero panic or anxiety thanks for the memories pablo what a game,"[('berardi', 0.3808), ('premier league', 0.4425), ('second period manford', 0.444), ('united revoluci', 0.4582), ('book united revoluci', 0.5121)]"
29,always loved the playoffs when we arent involved this is one of the most entertaining games i ve watched all season bar any leeds united have played in this would be a nice little final day boost well done toren may god make him a leeds united player one day i love watching the championship play offs when we aren t in them two reasons that stand out right away grazie 28 gracias 19 it s been a pleasure man those guys at have some awesome new stuff for fans proud to have been paof this amazing journey by from to such a humble guy with character and a work ethic second to none appreciates performance improvement that brings,"[('entertaining games', 0.3696), ('united player', 0.3837), ('leeds', 0.4499), ('leeds united player', 0.4681), ('leeds united', 0.5256)]"
30,take each day as it comes never ever give up you are paof the leeds united family so you are never alone stay strong we are all here with you xxx and we celebrate i still have my leeds united friends and meeting marcelo the coaching staff and players was another added link to the club again it applied to other teams too but at leeds especially the public helps the achievement the leeds supporters add something to help the team jack harrison is looking every inch a top tier the premier league player and the data proves it leeds united football club raised an interesting talking point after listening to our latest episode we love you legend always leeds,"[('leeds united', 0.5841), ('leeds united family', 0.6042), ('leeds united football club', 0.6098), ('leeds united friends', 0.6505), ('leeds supporters', 0.6516)]"
31,great article dallas is the runaway pots for most leeds fans and that s testament to bielsa s world class coaching harry kane is about to hand leeds united a huge transfer window boost place is 229 woodhouse ln leeds united kingdom time 7 30pm for new music of ultra winner music wonderful music 2021 of ultra one of the best managers around those of you who are off to church tomorrow give this man the roar he deserves i know you will how andrea radrizzani has put leeds united in excellent shape david prutton stuadallas versatility and reliability are the qualities that help leeds united maintain its top flight status this sea one of the saviours of leeds united thank you pablo thanks for the memories lads,"[('united', 0.4), ('ln leeds united kingdom time', 0.4789), ('leeds', 0.548), ('leeds fans', 0.571), ('leeds united', 0.6153)]"
32,when you get it at leeds there s something special about it it s great to see these players get the credit they deserve leeds united fans retweet this amp follow everybody who retweets this to gain even more followers including me this is the nicest thing ive ever read from a leeds united wag its been a pleasure watching your family grow and supporting pablo sad it has to come to an end but so grateful we got to love you as paof our lufc family good luck with baba cant wait to see you soon icymi it has worked out really well for me and winning on saturday would really tick that box one of the best players in the premier league this year former leeds united defender raves about whites season and key man,"[('united defender', 0.4347), ('united fans', 0.4673), ('leeds', 0.4929), ('leeds united', 0.5617), ('leeds united fans', 0.6356)]"
33,bielsa the structure of this organisation this team is a place of work where any manager would like to be even the best managers in the world beautiful but still waiting to see goal montage of beras greatest goals something else that i noticed is that six of his eight goals this season were scored against sides in the top six which suggests that he is fully capable of playing against elite opposition despite costing 1 75m the most important player in our recent history thanks for following us on twitter check out our facebook page to stay up to date with all things leeds united thank you el mago at least i can have a drink with pablo any time,"[('greatest goals something', 0.4036), ('greatest goals', 0.4051), ('goals', 0.4092), ('leeds united', 0.4584), ('bielsa', 0.5484)]"
34,have produced this superb print of pablo hernandezs goal against swansea last season a great way to remember el mago and available in a choice of kits order via the following link lovely balanced and thoughtful piece james the discourse around bielsa is normally so one dimensional getting players to believe that no matter their ability they can become the protagonists against any opponent is his gift to football smash it next season too good for championship check out our latest article where we celebrate gaetano berardi as he announces his exit from elland road 3 pablo hernandez moments that will live long in the memory at leeds united goodbye so long and thanks for all the fish forever going to be a legend kanes future can benefit in the transfer market,"[('bielsa', 0.4779), ('hernandez', 0.4862), ('pablo hernandez', 0.4871), ('pablo hernandezs goal', 0.5235), ('pablo hernandez moments', 0.5357)]"
35,the end of an era berardi gave his all for the club top bloke goodly knights sirs pablo and gaetano for their valor from the fans we bestow our highest honours and bid them adieu im not crying u are absolute legend and will never be forgotten for everything he has done for our club this is terrific good work leeds united have already secured a top half finish but could end their debut premier league campaign as high as seventh if results fall their way on sunday to play for our club is special but to buy into it means more thanks for your heart desire fortitude in tough times but most of all we thank you for the memories amp delivering us back where we belong leeds is your magic coat amp suit of armour we salute you,"[('leeds', 0.432), ('premier league', 0.4404), ('leeds united', 0.4981), ('era berardi', 0.5182), ('berardi', 0.5234)]"
36,small in stature with magic in his feet natural talent and the heaof a lion who almost single handily dragged us into the epl pablo you will always be in our hearts and written in leeds history thank you for everything good luck to you and your family give a follow and check out our collection of iconic images on the website if a picture summed up a player in one frame this might be it we wish berra well hope to see the great man on sunday i feel like ive spent the morning chopping onions leeds has always been a family and all of you will always be a paof it im not sure we can say thank you enough for those five years,"[('pablo', 0.325), ('epl pablo', 0.3855), ('onions leeds', 0.4244), ('leeds', 0.501), ('leeds history', 0.5811)]"
37,wish you all the best mate leeds couldn t of asked for a better fan pablo hernandez has been nothing shoof phenomenal in his time at leeds united following the announcement that he will depaat the seasons end it felt fitting to take a look at his time in west yorkshire give us a shout we can help if you are a leeds united fan on twitter you gain followers just for supporting the best team in the land youre forever our heroes watch some of the goals back from this season last night some absolute beauties i m glad there s no thing as assist of the season as that s damn near impossible,"[('leeds united', 0.4784), ('hernandez', 0.4815), ('pablo hernandez', 0.4903), ('leeds united fan', 0.5757), ('better fan pablo hernandez', 0.6055)]"
38,add to that the most away wins by any newly promoted team in premier league history and most goals scored by a newly promoted side in a 38 game season proud a great piece for a great player woke up in my hotel room looked out to this beauty peeping through the trees not long now excited much rts much appreciated the clubs most important signing and greatest player in nearly two decades by some distance the best ive ever seen at er fitting that he got the goal that sealed promotion forever a legend give it to pablo,"[('premier league', 0.4121), ('pablo', 0.4308), ('premier league history', 0.441), ('important signing', 0.461), ('greatest player', 0.5133)]"
39,for many years we had players that didnt connect to fanbase the fact berardi released his open letter via a fanzine amp pablos wife issued a letter to fans tells us we have a club to be proud of hopefully our future stars have their same qualities off the pitch and on tomorrow the 2020 2021 premier league ends and i did not want to fail to mention that only leeds and leicester can exhibit love efficiency and solid union in fans teams manager president murderball amp training intensity creating the fittest team in the premier league with in honour of pablo thanks to 19 20 this is what i want to hear at elland road tomorrow give them a massive send off thank you pablo,"[('premier league', 0.3691), ('berardi', 0.4134), ('fact berardi', 0.4149), ('fanbase', 0.4239), ('fanzine amp pablos wife', 0.4664)]"
40,i hope hes correct 2 0 would suit me fine although more goals are always welcome plus much much more i had my doubts at the staa few bloopers here and there but hes improved massively last few months and i think if we can put a beef on him he will be a great keeper shotstopping is fantastic just needs to be stronger in the air 5m absolute bargain i m looking forward to next season already will hopefully return to normality united should be challenging city liverpool amp chelsea at the top the likes of everton spurs arsenal leicester westham leeds amp villa should be challenging for the top four bring it on,"[('arsenal leicester westham', 0.3221), ('liverpool', 0.3227), ('city liverpool', 0.326), ('villa', 0.3355), ('great keeper', 0.3369)]"
41,fantastic season at the back i think he will eventually be making way for striujk or koch in the defence great captain getting the lads promoted but he knows and we know we will need to keep strengthening to challenge higher in the league leeds united legend absolutely gutted one of the best i ve seen being a leeds fan needs the send off he deserves on sunday gutted i missed out on a ticket what a photo this is the family is growing first year scholar joe snowdon was awarded goal of the season for this stunning volley against sunderland in the huge congratulations joe its not about kiko though im not a fan ill sing it whichever way but itd be fitting for the longest serving player along with the best player pre this season to enjoy this,"[('united legend', 0.3813), ('leeds united', 0.4141), ('kiko', 0.4152), ('leeds fan', 0.4716), ('leeds united legend', 0.5176)]"
42,good luck guys absolute genius of a footballer one of the best i ve had the privilege of watching play the beautiful game will forever be a leeds united legend thank you pablo welcome to leeds united hernandez leaves we get a lovely little montage of delightful nutmegs goals assists and general wizardry bit of dust in my eye what a player what a privilege to have him at our club and what an impact a leeds legend el mago pablo henandez some sterling stuff amp witty one liners from angus as ever first year scholar joe snowdon was awarded players player of the season after his fantastic first year with the club graceful inspirational el mago,"[('hernandez', 0.5161), ('leeds united hernandez leaves', 0.528), ('leeds legend', 0.5421), ('leeds united legend', 0.5817), ('leeds legend el mago pablo henandez', 0.67)]"
43,pablo hernandez changed everything watching had become toxic but he arrived to bring us joy and a swagger that had been lost i cant imagine him anywhere other than elland road luckily he will never leave our hearts good lad rebuild come back up respect we will miss you gaetano berardi thankyou for your time at our club and for wearing our shirt all best wishes to you and your family goodluck for the future xxx a few words from last night s stream on pablo hernandez his impact at and how much i enjoyed watching him a lovely message from a woman and family who sacrificed so much to allow us to do so much your family have a permanent place in the rich tapestry of this club we are so proud we shout it out loud,"[('berardi', 0.3557), ('gaetano berardi', 0.4382), ('pablo', 0.4411), ('hernandez', 0.5366), ('pablo hernandez', 0.5763)]"
44,leeds united supporters club would like to thank gaetano berardi and pablo hernandez for their massive contributions to leeds the most influential seasons a player has had at our club in the same ways i consider beckford a legend time place player good luck in the next phase of your lives i hope you will be as blessed in the future as we have been over the last 5 years having you in our family legends are never forgotten at pablo has cemented his place as a leeds legend hell always be one of my favourite players he was the first player my son idolised it was always hernandez on the back of our shirts your family will always be paof the leeds united family what a player,"[('leeds united family', 0.5157), ('gaetano berardi', 0.5181), ('leeds legend hell', 0.5197), ('leeds legend', 0.5332), ('leeds united supporters', 0.5741)]"
45,its been a pleasure to be paof this club the history of this club ill never forget this club or these fans gutted there isn t a 12 30 kick off today the last 2 saturdays have been fantastic have a great day everyone and hopefully it stays dry they no longer grimace in faux sympathy i like that love you amp will miss you special legend thankyou for your time at our club amp for wearing our shirt all best wishes to you and your family for the future goodluck with your new baby thankyou for taking us back home i m fortunate enough to be going tomorrow shall be thinking of all our fans local or far away when i am there and i hope we do you all proud,"[('great day everyone', 0.3033), ('great day', 0.3039), ('fans', 0.3561), ('club', 0.4704), ('club amp', 0.5034)]"
46,just 25 days until the 2021 22 premier league fixtures are released i cant wait leeds make the most sprints the most high intensity runs and are the quickest in the pl as per da absolutely brilliant send off this would be 90 minutes of this please to those lucky enough to be there tomorrow jack harrison has been the in form man for recently but he is enjoying a great season overall john giles delivers justice for and proper football men all over the world thank you el magico pablo deserves a statue i get it other players did well for us in the past but what he did fit us is something that for me deserves a statue allow the younger generation to see a statue and say i saw him play i saw pablos magic,"[('leeds', 0.3754), ('premier league', 0.3936), ('tomorrow jack harrison', 0.4063), ('premier league fixtures', 0.4242), ('fixtures', 0.4459)]"
47,a great gift for leeds united fans patrick bamford is a far more influential player than fran beltr n and we celebrate first season in 16 years back in with a special 24 page supplement free inside rising star joe gelhardt on playing at elland road believing in manager marcelo bielsa and what it took to win the under 23s championship marcelo bielsa will be looking to add another accolade with a victory over this weekend it was a night to remember for pablo goood morning lufc family i m on 450 followers would love to get to 500 before the end of the season tomorrow can you help me mot congrats doc aside from your f ball allegiances you re heading in the right direction,"[('leeds united', 0.4502), ('bamford', 0.483), ('patrick bamford', 0.4913), ('leeds united fans', 0.5265), ('leeds united fans patrick bamford', 0.6725)]"
48,happy 30th birthday to ex leeds united loan player kyle bartley have a great day kyle all best wishes to you xx and another fan good luck jeremy what a superb listen a mix of quality guests led by josh covering a wide range of leeds united subjects you have done phil proud in his enforced absence and victor to come next week such an humble person tomorrow s going to be emotional whether you re one of the lucky few in the stadium watching from the sofa or in the pub there literally won t be a dry eye anywhere as we bid fond farewell to two modern day legends pablo amp bera thank you both for the memories club legend and i won t hear anyone say otherwise thank you pablo thank you for everything,"[('great day kyle', 0.418), ('30th birthday', 0.4497), ('ex leeds united loan player kyle bartley', 0.5201), ('happy 30th birthday', 0.5364), ('happy 30th', 0.5377)]"
49,he speaks so well for a young lad glad he seems willing to be patient because i really want him to be a success with us think he could be a special player just watched this again take us home leeds united check it out now on prime video thank you pablo and berra you are true legends of scored the only goals of his career for us 2 when gave me the incredible opportunity to write a section of his official history of leeds united book back in great video emotions everywhere without a doubt pablo hernandez is most influential signing in our recent history and got us back in the premier league thank you el mago good luck for the future and as someone who loves watching spanish football ill be following his club cd castellon,"[('pablo', 0.3703), ('leeds united book', 0.3845), ('hernandez', 0.4426), ('pablo hernandez', 0.4917), ('doubt pablo hernandez', 0.4918)]"
