,tweetnegative,keyphrases
10,do liverpool football club as a whole just lack any common sense we gave them the shirts as an opportunity to stand against the esl they declined and showed their interests lie in favour of those who line their pockets and not to stand against the esl end of extraordinary statistics from leeds united and look at wolves a pretty disappointing figure for nunos side so jordan henderson thinks leeds united crossed the line with our anti super league t shirts i wont tell mr henderson what even didn t spend 4 years in l1 it s an awful long way back when you become paof the furniture can t get a ticket for tomorrow so nipped to er for my second vaccine instead not the response sky were expecting all fans pissing themselves,"[('esl', 0.3815), ('football club', 0.4202), ('leeds united', 0.4295), ('liverpool', 0.4409), ('liverpool football club', 0.4679)]"
11,what a knobhead jordan henderson is pass it on disrespectful nah that was liverpool disrespecting the premier league football league and all the teams in it i never ever want to see associated with playoffs ever again ive seen lose 3 po finals amp go out of pos at sf stage this from one of the most arrogant of players in the pl is laughable having satan amp penfold in charge amp a horrendous player recruitment amp manager policy hindered also how dumb is thinking it s an attack on the players when it was clearly at the owners stop being a princess and a victim and understand the wider issue here absolute idiot the angry elf will be fuming,"[('jordan henderson', 0.3677), ('po finals amp', 0.3738), ('horrendous player recruitment amp manager policy', 0.3818), ('liverpool', 0.3889), ('knobhead jordan henderson', 0.4141)]"
12,remember this from a quarter of a century ago well it has been revealed that alex ferguson lied about the effoleve bloody hell how big are these villarreal players so jordan henderson thinks leeds united crossed the line with our anti super league t shirts i wont tell mr henderson what i think of the time he wore a t shidefending the racist behaviour of a teammate jordan henderson club captain of a club that tried to inflict the disgusting breakaway european super league on football but he s not happy with us i think we have the moral high ground on this one one thing is sure you wont be taking our players again damn the playoffs i don t even care about the result and i still feel sick,"[('henderson', 0.3595), ('mr henderson', 0.3607), ('leeds', 0.3801), ('teammate jordan henderson club captain', 0.4015), ('leeds united', 0.463)]"
13,hey we re leeds united we don t give a fuck seem to remember we got chased out of first pub by the landlord cos eric said he wanted to bang his wife or daughter amp make leeds united babies the fucking lunatic video drunk ross barkley booted out of bar after row with diners went to school with this lad a huge fan tragic loss 3 reasons why leeds united s 2019 signing looks a real steal as 15 3m valuation emerges henderson says leeds were disrespectful honest over owners fsg liverpool captain jordan henderson has criticised leeds united after their players wore champions league earn it t shirts against jurgen klopp s side last month,"[('lad', 0.3946), ('united', 0.4122), ('owners fsg liverpool captain jordan henderson', 0.4394), ('leeds', 0.5237), ('leeds united', 0.589)]"
14,there is also a tinge of jealousy many fans on social media say they wish their team had the same manager player relationship amp the board amp owners always side before self total commitment from leeds united only 1 united ever way i don t even want him at united kalvin philip of leeds is better but in england they don t respect technical players henderson slams leeds for disrespectful gesture towards liverpool players mirror jordan henderson is not impressed with leeds united its a lack of understanding jermaine beckford on pre season leeds united belief and bielsa burnout myth the t shirts i felt were disrespectful the players hadnt done anything it wasnt disrespectful leeds wanted you to wear them to show you were against it but you lot took it as an insult prick,"[('pre season leeds', 0.4206), ('jealousy', 0.4387), ('leeds united', 0.4403), ('liverpool players mirror jordan henderson', 0.5218), ('disrespectful leeds', 0.6352)]"
15,were disrespectful in their spearhead approach to protest against the greedy 6 which his club happened to be paof clowns the lot of them no more so than klopp if a frenchman goes on about seagulls trawlers and sardines he s called a philosopher i d just be called a shoscottish bum talking crap leeds united do not give a fuck what jordan henderson thinks gaetano berardis dog picks up its own shit because gaetano berardi doesnt take shit from anyone musetti has a shit ponytail looks like a hipster who plays for leeds united proper wanker cons seems a pretty daft guy could be trouble also find his passing a bit dainty its a sad goodbye he got punished last time he did that oh hang on though he was playing for then,"[('leeds', 0.3812), ('gaetano berardi', 0.4052), ('leeds united', 0.4113), ('leeds united proper wanker cons', 0.4987), ('crap leeds', 0.5334)]"
16,don t like frank don t mind brentford buzzing for pontus the damned united based on the true story of brian clough managing leeds united the club he hates the most johnny giles played as ireland lost in a friendly in vienna 1966 austria scoring a late winner neither nation had qualified for the upcoming world cup in england eire having lost a play off match against spain in paris not the mans fave venue it turned out jansson gets booked for being a shithouse standard love the playoffs when are not involved fast forward a little leeds united punished wigan sheff wed bury wrexham bolton many many more tell me why you should be treated any differently now the rest is up for debate as they re all quite shit,"[('brentford', 0.4314), ('damned united', 0.4354), ('little leeds united', 0.4355), ('leeds united', 0.4525), ('brian clough managing leeds', 0.5587)]"
17,this is not a valid match ticket anyone know what this means ahead of sundays game i dont wanna travel 150 miles for my ticket not to work its written in small print on the back side wtf are you on about why you keep using leeds united football club handle for this we don t give a s t somebody may prove me wrong but sure we dont celebrate a sending off as outrageously as this gaetano berardi can piss his name in concrete in 2018 he had to issue a statement asking companies to stop sending him their products in order to test their indestructibility having been both overwhelmed with the amount of requests and also extremely frustrated that nothing ever lived up to the claims,"[('leeds united', 0.4297), ('leeds united football club', 0.443), ('ticket', 0.4557), ('match ticket', 0.5778), ('valid match ticket anyone', 0.6115)]"
18,i can t understand fans loathing of thomas franks i am sure he is a nice guy when he isn t being such a massive dickhead dont like buzzy bees tinpit fans who for some reason think they had a rivalry with tinpot arrogant coach dirty cheating players the epitome of shit ground shit fans disrespectful jordan henderson slams leeds united i disagree it is not disrespectful to point out that buying an elite place is wrong but it was disrespectful of the six teams who signed for the super league towards the remaining pl teams thomas frank is such an idiot come on bournemouth this is making me miss the play offs,"[('shit fans', 0.3509), ('arrogant coach', 0.3708), ('shit ground shit fans disrespectful jordan henderson slams', 0.4384), ('thomas franks', 0.4812), ('pl teams thomas frank', 0.4895)]"
19,yep watching brentford v bournemouth and ive realised why out dont like thomas frank guy is a weapon tapping his watch all time showing it to 4th official mmm didnt they waste time at fewzseason ago i remember a dead ball kick nearly taking 1min30 to take weve been robbed of seeing some seriously great moments live this year heres my attempt to narrow them down to a top 5 leeds and albion fans united in our dislike of him last season cant stand that arrogant prick thomas frank please do not associate us to harry kane he is not joining us at leeds united i never want to hear leeds united are open defensively ever again this is comically bad,"[('bournemouth', 0.3546), ('leeds', 0.3931), ('leeds united', 0.4586), ('albion fans', 0.4686), ('arrogant prick thomas frank', 0.4994)]"
20,watching this play off semi final you can see why bielsa got rid of pontus constantly wanting to get himself involved in needless stuff bet he ends up getting sent off jordan henderson has criticised leeds united in the new york times and slams them as disrespectful these headlines are more like it not all that second team nonsense black eyes open wounds injuries 100 blood sweat and tears given to the club 10 minutes into the championship play off game all i can say is thank fuck we re not in them anyone else only watching this brentford game to see pontus sulking again on the pitch after they lose get these jokers beaten woody,"[('second team nonsense', 0.3369), ('brentford', 0.3625), ('bielsa', 0.3894), ('brentford game', 0.4109), ('pontus', 0.5019)]"
21,10 still no real chance at goal here as neither side have had a real shot at goal both sides hoping the other makes the first mistake even dick turpin wore a mask 10 for parking robbers 3 reasons why marcelo bielsa has made the wrong call with leeds united duo in wake of burnley win this probably has to be the worst and overused take ever if sheffield united won 6 of their games theyd be safe if we beat sheff utd wba everton arsenal leeds wed be way closer to city reporter makes worrying chansiri update that will outrage sheff wed fans sad to see berra leave fav photo is the look have hell he gave dean smith after the farsical brentford game if looks could kill,"[('wrong call', 0.4021), ('leeds united duo', 0.4108), ('sheff utd', 0.4149), ('sheffield united', 0.4195), ('sheff utd wba everton arsenal', 0.4567)]"
22,just been given a 7 day facebook ban for posting youre an embarrassment to leeds united and everything it stands for hope the club responds to an overtly racist comment facebook is weird currently editing requested video and it s actually rude just how many careers pablo has ended had some fucking weird dreams about pablo hernandez last night including one where i was walking around castellon like this pablo hernandez was a prophet without a god he had come to try to show the way forward but had no one to give him a mess we re barmy i miss elland road so much time for your weekly reminder that it s now only 4 weeks till you all wake up with hangovers and block my ass the morning after england have lost to scotland at wembley,"[('leeds', 0.3773), ('pablo hernandez', 0.3951), ('leeds united', 0.4113), ('racist comment facebook', 0.4272), ('day facebook ban', 0.4845)]"
23,pablo and berardi with their behaviour have left their mark not just on the pitch pundit if kyle bartley is in the squad birthday boy bartley looking to score from set pieces against his former club who are the worst at defending them in the pl build up and academy anger too soon too soon also i see im at least 23hrs late for this idea being floated subway england meatballs or steak sandwich myself and ate there was sick all night this morning got diarheahea yesterday straight after eating there food poisoning leeds are a myth bielsa is a myth looks like noa lang is as bad of a person as he is an actor he s been caught doing a horrible anti semitic chant with brugge fans,"[('berardi', 0.3691), ('kyle bartley', 0.3759), ('pitch pundit', 0.3956), ('myth bielsa', 0.405), ('bielsa', 0.4235)]"
24,in the worst premier league in history thats why liverpool won it joking aside everyone said leeds would burn out by xmas fact is they have got better an stronger if you think leeds will do a sheffield united your deluded we bought raphinha while they bought brewster i will be sad to see pablo go but if ever a player screamed leeds united its this guy the university of leeds on thursday made the decision to divest from three companies which were found to be complicit in th always lost for words when i see this guy the university of leeds on thursday made the decision to divest from three companies which were found to be complicit in the violation of palestinian human rights airbus united technologies and keyence corporation a fourth company hsbc,"[('liverpool', 0.4792), ('sheffield united', 0.4889), ('leeds', 0.4971), ('worst premier league', 0.5418), ('leeds united', 0.5783)]"
25,remember this from a quarter of a century ago well it has been revealed that alex ferguson lied about the effolevels of leeds united players to secure this interview cantona was in england for 6 seasons he won the league 5 times 4 united 1 leeds the only time he didnt was when he got banned for kicking that idiot refused to join the sick note six despite genuine injury you know the day will be a struggle when your kids don t put the electric toothbrush on charge over night amp you have to do it manually 1st meeting at the hawthorns since the 2 0 of 82 leeds fans set fire to a shed before ko,"[('leeds', 0.51), ('united leeds', 0.5341), ('leeds united', 0.5411), ('leeds fans', 0.5567), ('leeds united players', 0.5642)]"
26,i have said several times he should never play for us again after various red cards especially in the play offs but man i m an idiot spot on a true gent so sad to see him and pablo leave grown adults crying over players leaving leeds united honestly youll never see me do that it would not have been fair marcelo bielsa on return of 8 000 leeds united fans for premier league finale this is ridiculous look where leeds are lol if i m this emotional about bera and pablo leaving i don t even want to think about how much of a mess i will be when bielsa leaves gonna fill my shoes with concrete and throw myself straight into the north sea tbh,"[('bielsa', 0.3293), ('united fans', 0.3596), ('leeds united fans', 0.4103), ('marcelo bielsa', 0.436), ('fair marcelo bielsa', 0.4972)]"
27,when elland road is full i want the pablo hernandez chant sang week in week out like radebe this man at times used all his energy and dragged us up fucking hero im not proud of my sports history i chased trophies when i should have loved my team i m in pieces pablo still can t write about pablo take 2 the story of derby county the biggest joke in english football no wonder we burnt out and got relegated was numb when we got relegated from the premier league so heartbroken against watford i didnt speak for 3 days numb on relegation again doncaster awful today just feels worse having two players who knew what it meant to play for leeds leave us,"[('leeds', 0.3618), ('premier league', 0.381), ('pablo hernandez', 0.3981), ('pablo', 0.4072), ('pablo hernandez chant', 0.5305)]"
28,watching this back it almost seems unfair to the rest of the champ that we had hernandez he was a cheat code we had no right to watch a player like that at leeds lazy lazy lazy journalism fee has been set at 10mil all season who rights this bollocks as bad as the sun i sure am gonna miss this leeds united legend underrated goal this spent the last 15 hours crying there how s everyone else s day been time line full of berardi and pablo highlights and i cant stop beefing hes been an instrumental pain fixing the club what he said constantly quality in amongst some shit years crap teams leeds legend,"[('leeds lazy lazy', 0.3689), ('leeds united', 0.3755), ('hernandez', 0.4426), ('leeds legend', 0.4689), ('leeds united legend underrated goal', 0.5557)]"
29,is there a way to rewatch the barnsley game at home from last season i can t remember the last time i was that nervous im going to miss this guy what a legend reminds me of kisnorbo always got blood on his face with a bandage round his head youll be missed other half doesnt understand why im so upset about hernandez and beradi leaving thats a valid reason to call the wedding off right hate to see players diving but if every player isnt doing the ayling flop in the box on sunday so bera can score ill be fekking fuming,"[('players diving', 0.2659), ('bera', 0.2808), ('last season', 0.2851), ('barnsley', 0.3576), ('barnsley game', 0.4782)]"
30,seeing pablo berardi amp even alioski among others was rough going but more so seeing footage of norman hunter kalvin s nan amp particularly rob price talking about not wanting to transmit covid to family members unbeknownst that he d soon lose both parents to the virus berardi got leeds he just fucking got it john charles 5th wales cap was as disappointing as the previous game a week before 1 6 defeat in france as the dragons lost 2 5 in yugoslavia 1953 the man had started up front but no goals for the gentle giant i don t even think this man realises what he s done he was everything when we had nothing he s my pablo to my dads strachen,"[('norman', 0.3009), ('pablo', 0.3453), ('john charles 5th wales cap', 0.3802), ('berardi', 0.4775), ('pablo berardi amp', 0.5096)]"
31,yes his dad ex leeds united swansea chesterfield wales uefa pro licence holder and goalkeeping coach im im telling you you talking crap he made a mistake so sorry about that next to patrick bamford harry wilson looks very average gonna miss this man your spelling is terrible let me help you leeds united some of these are criminal will be missed by us but not by the opposition literally bled for leeds side before self every game absolutely he literally dragged us up didn t it the mad thing is how we ve coped without his this season he plays for a rival club i do not care about that did i just miss out on ah was busy crying over pablo and berra leaving this pass was ridiculous btw,"[('leeds united', 0.3584), ('united swansea chesterfield wales uefa', 0.3852), ('leeds side', 0.3981), ('bamford harry wilson', 0.407), ('ex leeds', 0.4301)]"
32,fair enough we lied i think we were in shock how in the name of fuck do they think they ll get him so your team don t work nearly as hard that s not leeds united s fault good luck breaking your premier league pts record sunday 2 seasons ago in final game lots of fans were deriding him for his red card though imo it wasnt justified as he got fouled 3 times prior to card every time i get it together today they do this to me pabloooo ffs crying again the berra amp pablo did finished me off i already cant take this obviously it was only a preseason match against an a league side but pablo s winner against western sydney wanderers bloody hell this feels weird but its not sustainable,"[('premier league', 0.3451), ('leeds', 0.3621), ('red card', 0.3702), ('leeds united', 0.4535), ('leeds united fault', 0.4737)]"
33,im truly going to miss this man great day shite match the haters will still hate just broke the news to my 5 year old that pablo and gaetano are leaving leeds at the end of the season there are a lot of tears at the minute just not emotionally strong enough to come to terms with pablo hernandez s impending departure from leeds united after a week that has seen yet more poor refereeing things really need to change but what and how must have been a knife to your heart as any fan would be tempted to remind you amp land in your feed to attack the latest itn news and run through a 2 0 home loss to in front of the returning st marys faithful,"[('poor refereeing things', 0.3942), ('poor refereeing', 0.395), ('leeds', 0.406), ('hernandez', 0.4194), ('leeds united', 0.4531)]"
34,that matty taylor and his perfectly straight nose is a right prick it ll be justice if he suffers on the day berra has announced he s leaving the club whoever says that it s just lazy punditry fuck all this batter west brom on sun and place higher than 10th then you can all wank y sens silly with all this lovey dovey shite over some championship has beens cooper and hopefully bamford can do one n all on and on the leeds united manager hasn t yet learnt how to speak english crazy as bat shit wouldn t change anything about him he s leeds losing one legend in a day is bad losing two is just careless,"[('bamford', 0.3649), ('matty taylor', 0.3702), ('leeds', 0.4264), ('leeds united', 0.433), ('leeds united manager hasn', 0.4879)]"
35,its been a while since a leeds legend left us on good terms losing 2 in a day has been hard to handle im so gonna miss watching pablo ohhh god i m not ready for change i m just not built for it ffs hernandez 19 will be a shithat kids are still buying many years from now it s the one lads it s the one that totally fucks me up please don t remind me a dreadful day watched years of real shite players who didn t get but these two latest would be an absolute disaster pundit drops claim on possible hammer blow for leeds,"[('shite players', 0.3305), ('one lads', 0.3397), ('hernandez', 0.3785), ('leeds', 0.4384), ('leeds legend', 0.5068)]"
36,very disappointed that nothing was said during your sposegment about the passing of len badger who was a true sheffield united legend surely merited a mention above a leeds united player being released seem to remember the leeds fans were less than generous in 1971 when the king scored and robbed them of being champions grown assed man blubbing coz he flicked instagram on to see all the players tributes to pablo and berra pathetic i was not ready for this if hernandez on 50k a week with promotion then that is 2 4 million in wages for the year for a 34 year old player that hardy got used because greedy owner gave him a 2 year deal that is the soof incompetent owner we have here 60m debts love see where rest goes fish tanks,"[('sheffield united', 0.3978), ('leeds united', 0.4288), ('leeds fans', 0.4784), ('leeds united player', 0.4834), ('true sheffield united legend', 0.4888)]"
37,this is up there with yeboha volley and beckfords goal against scum lost my mind in the stand watching this arsenal fan calling united small kid we even ended your invincible run shut up and pray you dont finish behind a newly promoted team this year furious leeds fans went on a rampage at the hawthorns west brom suffer potentially huge blow ahead of trip to leeds united i m gonna fucking miss pablo hernandez i mean at least it s a modern take on a classic logo it s not something like leeds united or the la chargers where they put out a logo so bad and different and a rip off in the case of the latter they had to backtrack,"[('leeds', 0.4369), ('furious leeds fans', 0.5108), ('leeds united', 0.5348), ('leeds fans', 0.5741), ('beckfords goal', 0.6031)]"
38,i ve been more or less holding it together since the news broke but then bera s letter to amp now this have broken me ive genuinely just been crying all day going through my twitter feed i dont think im ready for pablo to leave what a player bright light when the club was a joke without pablo hernandez would be languishing in the championship and be the butt of every pundit this is frankly outrageous not having a ticket on sunday is just 10x worse now i can see it now every leeds fan calling in sick on monday due to the genuine heartbreak of pablo and berardi leaving the struggle will be real,"[('berardi', 0.3573), ('hernandez', 0.3636), ('leeds fan', 0.3762), ('pablo', 0.3986), ('pablo hernandez', 0.4105)]"
39,my mate got married that day i missed the match remember being really annoyed with him getting married on that particular day amp giving me a guilt trip about missing his big day don t think i ve ever thanked him for missing that shitshow match not wedding for fucks sake man i was just starting to get myself together reports on the misuse of social media by police officers how the few show themselves unfit to serve fuck cancer mate you keep yer chin up hope those lily whites get you a result this weekend youve either searched for leeds united or got notifications on to come across this bit tinpot i ll still never understand how he was able to pull that shot off from that position with such a lack of a run up the spanish wizard,"[('mate', 0.3013), ('leeds united', 0.3182), ('match', 0.3191), ('fuck cancer mate', 0.3274), ('leeds', 0.3523)]"
40,dont read this then listen to the hernandez interview theres no way back too much crying on twitter for my liking soft sods even the weather is sad that pablo and berra are leaving all the people that praise this in a fake season for mid table needs to realise how much of impact it is going have on the players for next season with the euros for most next to no rest in the summer total disaster next season burn out will be massive not good 4 you watch please take a look at all the crap going on at oldham over the last 3 years and sign the petition asking the owner to put the club up for sale its also a great read you wont believe some of it i m going to miss this man,"[('oldham', 0.2979), ('fake season', 0.345), ('next season', 0.3481), ('hernandez', 0.3841), ('hernandez interview', 0.3872)]"
41,sad to see them go will be forever leeds he spent over 100m in one season at the highest for a team to come up from the championship and spent 15m on a player in the championship wage bill is over 70m set to go up what are you on about how do you get paid to write about football writing garbage like that so sad 2 legends set to leave neither will ever have to pay for a beer in leeds ever again forever paof our great history it fucking better do i knew it was coming but nevertheless its a devastating day to lose 2 magnificent players for our football club please dave tragically lost his life yesterday his son is fighting for his life to all the leeds united family pleas burn out laughable,"[('wage', 0.329), ('leeds', 0.4045), ('championship wage bill', 0.4267), ('leeds united', 0.4509), ('leeds united family pleas', 0.5212)]"
42,watching leeds united lose a moment in time when i felt weak and powerless to do anything to this very day wish i had done something other than silent not sure what but i wish id done something its just a bit of dust in my eye a crazy and dangerous obsession well now i am fckn crying and i bet you are too cant bring myself to watch this just yet can anyone remember when we lost 3 0 to crawley and we all had a meltdown doesn t even feel like the same season just get me back in elland road so sad to be missing this sunday west brom dealt major blow ahead of leeds united clash as sam allardyce faces late check,"[('sunday west brom', 0.3424), ('crawley', 0.3665), ('leeds', 0.4723), ('leeds united', 0.5115), ('leeds united clash', 0.575)]"
43,hernandez is leaving the week i was made redundant i dragged myself to this game despite being depressed 17 seconds in pablo did this and it just meant fucking everything that noise thank you pablo our magician knew it was coming but still really gutted hes leaving almost irreplaceable is el mago raphinha alone is at least 60m you dont know leeds hates united or think its a joke el mago replacement will be very tough amp most likely very expensive unless orta can work his magic west brom dealt major injury blow ahead of sundays clash against leeds united at elland road ahh the unmistakable smell of deluded spurs fans 2nd po leg sheepshagers sent off but that was after being fouled 3 times amp ref allowing shocking officiating he amp got no advantage,"[('major injury blow', 0.3604), ('leeds united', 0.4009), ('el mago', 0.4103), ('hernandez', 0.4852), ('joke el mago replacement', 0.4871)]"
44,twitter aint very fun today is it bad spurs united assets captaincy mendy shaw has underperformed his underlying numbers only time he hauled was against city on my bench will never work sacked by christmas goosebumps shivers still can t believe bills run while i hate this argument because its dumb i would counter that the four players we invested in to make up most of this figure have played together in the same match for a sum total of around 20 mins this season seeing how much leeds runs sprints compared to peers in graph form blew my mind can anyone think of an example of a pro sports team being such a strategic and spiritual outlier when it came to running bonkers sad to see them go such a pity they couldnt have played more this season,"[('pro sports team', 0.3203), ('leeds', 0.3216), ('sprints', 0.3344), ('spurs', 0.4303), ('united assets captaincy mendy shaw', 0.4558)]"
45,there s a lot of poor teams in the premiership at the moment just read berardi s open letter i think i m going to miss him more than i thought shit s getting totes emosh knowing pablo and berardi won t be here next season has put lead in my stomach i don t think it s possible to sum up the importance of pablo hernandez to this club in the years he s been here how do you explain something like that to someone who wasn t there,"[('pablo', 0.3487), ('poor teams', 0.3868), ('hernandez', 0.4955), ('pablo hernandez', 0.5159), ('berardi', 0.5202)]"
46,berardi n hernandez cost the club a fortune they should have gone last season rubbish like that n spending 300k on pitch is why clubs got 60 million worth of debts due to the greedy owner that man gave a 34 year old a two half year contract leaking how many more this is a true dark side scrub cap am i the only parent taking his child on sunday that didnt realize were not allowed to sit together in the stands the clubs pablo highlights montage is going to bring a serious amount of tears to people s eyes isn t it can we do something skipper my heais hurting impossible not to have a tear in your eye reading this from the lion,"[('half year contract', 0.3234), ('club', 0.3253), ('last season rubbish', 0.3477), ('berardi', 0.4181), ('hernandez', 0.5174)]"
47,i think leeds united i just showing the premier league how unfit the other teams are this is ridiculous we don t want any of the world s best managers pablo and berra are leaving and i m not sure what to do with myself smain name but complete neanderthal when it comes to footballing parlance visit london birmingham manchester leeds liverpool there are most certainly ghettos in the united kingdom tell me you don t have a clue about football without telling me you don t have a clue about football bielsas style wont work in the premier league shows the absolutely bonkers numbers behind fitness and style the last 12 teams to beat leeds united have failed to win the following match honest the tingles and the feeling watching this hits me hard man pascal struijk is snubbed,"[('united', 0.4388), ('liverpool', 0.4842), ('leeds', 0.4911), ('premier league', 0.5096), ('leeds united', 0.5812)]"
48,same date 2003 a brutal reminder of what a mess our club had been taken in to the fish were hardly the problem thanks to perilous pete until you ve been relegated twice lost players lost status lost points lost hope lost your marbles and then slowly rebuilt from the ground up with the help of certain players who now hold an affinity with club and fans you ll be ignorant to what we feel after his debut gaetano berardi annouced hes leaving today and every fan is gutted never forget absolute rascal leeds united are a different kind of animal if you don t rate us it s because you re jealous of us that s what i call a shi the only shame about this is it that it won t be in front of a full house,"[('united', 0.3713), ('debut gaetano berardi', 0.4059), ('leeds', 0.4777), ('absolute rascal leeds', 0.5146), ('leeds united', 0.5211)]"
49,its just not fair whatsoever two icons who wore the badge with pride and experienced a lot of the bullshit the fucking god of this shit gaetano fucking berardi on a lighter note this is unbelievable deary me sunday is approaching far too soon carrying too many injury risks thesedays i feel hardly figured at all in the for this season good player but too much of a gambel in a 46 season this is so bad what i do find surprising is we has an incredible result vs leeds perhaps we should call that a freak result or is it as usual chris sutton showing he knows absolutely fuck all about bielsa i m going to be an emotional wreck on sunday really not surprised will miss both of them like hell,"[('many injury risks thesedays', 0.3328), ('gaetano', 0.3822), ('usual chris sutton', 0.4214), ('berardi', 0.4692), ('shit gaetano fucking berardi', 0.6469)]"
