,tweetnegative,keyphrases
10,i ve turned down two jobs since i ve been here never says a word does he i didn t know chelsea were a relegation threatened team called west brom or a el level team called everton bad news to chelsea fans as the blues have a setback against aston villa on sunday 1994 european cup winners you pothead aston villa is shit i only speak when i mean it i know all the history you dont have to teach me go teach ur urself rashica didn t fancy the move to as he didn t want to be in a relegation battle fines the other premier league clubs including my club aston villa are such chicken s ts there should be a total transfer ban for 21 22 season amp huge budget restrictions for 22 23,"[('chelsea fans', 0.4159), ('aston villa', 0.4189), ('club aston villa', 0.4209), ('chelsea', 0.4273), ('total transfer ban', 0.4704)]"
11,so we wait a year or so for a game and my son ends up dislocating his knee the day before the game so he s going to have to miss it gutted for him doesn t cover it lost to these teams at home also how is she qualified for such a high level role on a new team she has no familiarity with nwsl she just retired in 2019 as a player and has only 1 year of team management experience with mediocre aston villa and that tenure wasn t great finally realised why i have felt so flat about football this season its the fans it hadnt resonated until i just having watched the play off semi final reminded me of our semi final and then thinking of the holte end on sunday,"[('aston', 0.3113), ('holte', 0.3572), ('holte end', 0.3789), ('aston villa', 0.4288), ('mediocre aston villa', 0.4646)]"
12,what is this guy smoking i ve somehow only just realised that are relying on southampton to beat west ham tomorrow to even stand a chance of getting and even then it means beating leicester too the aston villa game really did end our season cant believe aston villa that appeared better off than arsenal at the beginning of the season is now 2 steps below arsenal ironic how milot rashica didnt want to join aston villa in the summer because he didnt want to be in another relegation battle now hes back in another bundesliga relegation battle and he cant even get a place in the starting 11 football without fans is nothing jack grealish needs to move on from aston villa the only problem is i don t know where aston villa wont stand a chance,"[('southampton', 0.4223), ('villa game', 0.4462), ('villa', 0.4464), ('aston villa game', 0.5039), ('aston villa', 0.5058)]"
13,from the bench is aston villa to everton that would be very stupid playing for aston villa shouldn t make his price any lower wtf am i seeing hahah dalian atkinson died in august 2016 aged 48 on the fifth day of the trial of two police officers accused of unlawfu i swear down if i hear anyone whinge or moan at the game tomorrow i ll spray alcogel in their eyes i want man city 1 6 vibes non stop singing despite having 4 possession well see about that asking the arsenal to beat brighton at home on the final day which we havent done for almost four years and in a season when weve lost at home to leicester aston villa burnley amp wolves hmmm we have nothing to play for sunday elmo deserves a send off,"[('aston villa burnley amp wolves', 0.4677), ('leicester aston villa', 0.4966), ('aston villa burnley', 0.4976), ('aston villa', 0.4985), ('aston villa shouldn', 0.6256)]"
14,rashica took the fattest l of not joining aston villa because he didnt want another relegation fight we will be left behind with a tactically useless manager who doesnt know when to make subs or cant change a game and we get dean fucking smith playing for aston villa and being priced that high is ridiculous oh no the aston villa assistant won t take the spurs job gutted new episode tells me what happened after the game why fans are so distant from the club how we get it back amp who needs to leave so what your saying is his desire to leave basically means the team cant beat aston villa and leicester and its all kanes fault they dont like us we dont care,"[('relegation', 0.3659), ('relegation fight', 0.366), ('villa', 0.373), ('aston villa', 0.4104), ('aston villa assistant', 0.4256)]"
15,when our competition have 15 players that cost more than our record signing we have a lot of catching up to do priced out of a move just like jack grealish by aston villa i just hope our board doesnt turn this into a transfer saga now why would we sign him hes flopped at aston villa and chelsea why wouldnt he at everton they will not be fans for us story on barkley in the sun one paragraph talks about a source saying it was embarrassing young fans look up him as a role model how many young kids were in the hotel at the time how many have seen their own folks drunk arsenal fans are just desperate its hilarious see the mighty arsenal beg for a little old aston villa player lol,"[('barkley', 0.3719), ('drunk arsenal fans', 0.381), ('little old aston villa player', 0.4174), ('aston villa player', 0.4422), ('signing', 0.4689)]"
16,john terry mocks tottenham fans by holding aloft an imaginary trophy via liverpool was beaten 7 2 or 1 by aston villa with all their regulars injuries is paof the game klop should just dust himself off and prepare for next season a lacklustre season for steven has obviously lost a whole deal of confidence and other than against aston villa has been terrible in front of goal reporter makes worrying chansiri update that will outrage sheff wed fans account is temporarily unavailable because it violates the twitter media policy learn more the idea of grealish moving to arsenal is so nonsensical if he moves he s going to a top 4 side where he can win trophies arsenal can t offer that or anything remotely similar,"[('arsenal', 0.4473), ('trophies arsenal', 0.4948), ('tottenham fans', 0.5183), ('mocks tottenham', 0.5716), ('john terry mocks tottenham fans', 0.6767)]"
17,pc benjamin monk murdered former aston villa striker shooting him with a taser stun gun for 33 seconds agreed should i now point out how bad aston villas defence was last season they nearly relegated what the fuck i can thrash premier league aston villa but can t beat peterborough who are 20th fuck me these lot are delusional it won t be easy however recent encounters at villa park have been fiery after 5 red cards in the last 5 encounters there it makes things absolutely more difficult no doubt about it i miss villa park so much hate small small abeg lfc will have had an awful season finishing 2 points behind a resurgent man utd,"[('former aston villa', 0.5033), ('aston villa', 0.513), ('premier league aston villa', 0.5298), ('league aston villa', 0.5301), ('bad aston villas defence', 0.5547)]"
18,blackburn league cup semi the night where it all just hit me walked up the stairs into the holte saw the flags and just started crying had no idea why couldn t explain it old man just said this is it reece this is what i ve been talking about this is the villa aston villa h it started the awful nov dec run lost 3 0 and were completely overrun by them a thorough thrashing the ross barkley experiment finally blew up and ended in london last thursday how the hell guys like him are even allowed to speak trash like this on television why is mings in the england setup when he doesn t play for us we miss him when he plays sell him,"[('league cup', 0.3747), ('villa', 0.4298), ('villa aston villa', 0.4758), ('aston villa', 0.4791), ('blackburn league cup', 0.5304)]"
19,aaaaaaand there goes the myth that grealish lacks pace 33 km h average top speed pass maps of some of the worst arsenal matches this season i heard that charlie chaplin is now cancelled for thinking aston villa was a hotel i hope we close out that aston villa game early enough i dont want any w h l the worst owners in premier league history really have a look at some teams who were there at the sta leeds forest wednesday ask a few newcastle fans or aston villa not everyone has a magic money tree to compete with chelski and city loss coming against man shitty gashford shouldn t even be mentioned in the same bracket as jack,"[('worst arsenal matches', 0.4643), ('man shitty gashford shouldn', 0.4667), ('newcastle fans', 0.4721), ('premier league', 0.4917), ('aston villa', 0.4962)]"
20,very unlikely to happy however i d like him down the villa although his attitude in games does put me off a little aston villa havent won their final league game in any of the last nine seasons this time next week i ll be worried about facing man city how am i feeling just as nervous about aston villa tomorrow the unpredictability of chelsea is too much klopp wouldnt have won the title they had the injury crisis i think lost it because their will was broken and their confidence destroyed when hammered their full strenght team 7 2 villa park,"[('chelsea', 0.3487), ('little aston villa', 0.3852), ('aston villa', 0.4063), ('villa', 0.4066), ('aston villa tomorrow', 0.4855)]"
21,we re making out that barkley is drinkwater personally wouldn t sign him permanently but by no means was he a bad signing but the villa fans who bang on about mental health and not talking shit about our players are the ones slagging him off the director posted a picture belittling a disabled member of the aston villa foundation was reported to both avfc and the foundation but nothing was done if we cant beat aston villa away then we should forget the champions league final imagine the nerve of saying he feels disrespected after charging 60 for aston villa the shit show that entire day was,"[('aston villa', 0.4143), ('villa', 0.4189), ('bad signing', 0.4514), ('barkley', 0.492), ('villa fans', 0.4948)]"
22,please make sure chelsea collect their p ssed up tantrum throwing brat on their way out of villa park tomorrow he even manages to flail his arms about when drinking it would seem as usual proving they are clueless how can not be on this list oh thats right doesnt play for one of your favourite clubs even goal keepers launch counter attacks youre not aware well we dont even have a goalkeeper too i can t believe hause jumped on mic and this is all he had was painful to watch guy couldn t find a pocket in his trousers what might have been nilis broke his leg two weeks later and it ended his footballing career aston villa manager chatting shit oga o thomas tuchel fears that aston villa s supporters would work against chelsea,"[('villa', 0.4677), ('chelsea', 0.4719), ('aston villa', 0.4779), ('footballing career aston villa manager', 0.4833), ('sure chelsea', 0.4887)]"
23,i cant comprehend this dream how could aston villa be leading us 2 1 at 78min after had led through goal watkins and one other player scored for villa meanwhile i m gonna be watching us lose out on buendia to aston villa norwich were bums compared to aston villa lmao i just realized that in my disgust over the match i never did an aston villa recap it wouldve just been the clip of kane failing to disguise his emotion post match followed by a string of crying emojis england star ross barkley kicked out of london bar following drunken row with diners and staff he s soooooo slow on the ball he was one of the reasons we couldn t get anything moving against aston villa harry maguire will likely miss the final against villarreal says the gaffer,"[('aston villa harry maguire', 0.4564), ('aston villa norwich', 0.5294), ('aston villa', 0.543), ('aston villa lmao', 0.594), ('aston villa recap', 0.6214)]"
24,villa fans defending barkley is beyond me he looked alright when he had jack to hide behind but when times got tough and jack wasnt there he didnt want to be there a passenger when he should of been a leader not fit to wear the shi kills me because he got injured 2 3 months before i watched my first ever game at vp in december 2000 tottenham fans clash with stewards inside stadium after aston villa defeat aston villa beat them 7 2 with their full squad fuck outta here why do you care you suppoaston villa besides aston villas match that guy has rarely had awful games bro its hard for him to play well if the rest of the team is shitty and besides theres also fatigue,"[('villa defeat', 0.4736), ('aston villa', 0.4847), ('barkley', 0.4868), ('aston villa defeat', 0.4924), ('villa fans', 0.5607)]"
25,hoooooooooooowwwwwwlllliiiiiiiiinnnnngggggggg man this fucking fan base have a word ffs i m dying he s gonna look an absolute wet sponge at games with this on what a loser your clubs just shit mate solihull moors will smash aston villa any fucking day this fan base is the most delusional set of fans i have ever seen what complete toss pots now utterly deluded watching crap like holding and xhaka every week thinking they can attract world class players let jovacic play it and he the final he should be rested regardless of his fitness if we can t beat aston villa without kante they should sell the useless cows what the fuck are these idiots on there s more chance of me signing for arsenal than grealish just ruin aston villa,"[('arsenal', 0.396), ('villa', 0.4442), ('shit mate solihull moors', 0.4582), ('aston villa', 0.4687), ('ruin aston villa', 0.5476)]"
26,aston villa are too but watch them turn over a club that spends millions on sacking managers and trying to buy silverware quick reminder that you dont need to lay into the lad clearly got some issues going on just because it didnt work out with us doesnt mean you have to be a prick about it he was never going to play for us regardless you think an aston villa reject at 27 turning 28 will ever have a future at chelsea lmaoooo our wingers are by far our weakest area last season they were useless and this season apafrom jack they have been awful unfortunately i have no faith smith can spot a good wide player he signed trezeguet kept ghaizi and signed traore,"[('wingers', 0.4034), ('chelsea', 0.4511), ('aston', 0.4685), ('villa', 0.5051), ('aston villa', 0.5992)]"
27,why are people suddenly shitting themselves that grealish is gonna leave this summer what s been said fuck the pundits fuck sky were aston villa without us they would be nothing utfv after the disappointing performance last time out dean smith and his team will have been looking to respond of course im biased everyone is and that aston villa game obviously it was a horrible performance but it was also really unlucky four deflected goals is ridiculous and i dont think that loss made a difference that was at the staof the season we were top until after christmas it was shocking that he could behave in this way in public aston villas bid for benito carbone has fallen through sources say his contract demands were unreasonable,"[('aston', 0.3432), ('villa', 0.3666), ('villa game', 0.3939), ('aston villa', 0.4185), ('aston villa game', 0.4403)]"
28,if we had that much trouble against aston villas midfield just imagine what we will look like against leicester citys midfield andy wearing black tonight to mourn the loss of carla ward to aston villa and not united aston villa will go hell for leather to beat chelsea via it s safe to say watkins and have missed us just as much as weve missed them aston villa will go hell for leather to beat chelsea he s got like 4 years left on his contract i don t understand why people think he has to join a new club this summer with chinese owners and a kid that cost loads of dough shit in attack and shit at the back cant catch the villa,"[('aston villas', 0.4541), ('aston villa', 0.4949), ('united aston villa', 0.5124), ('aston villas midfield', 0.5376), ('leicester citys midfield andy', 0.5411)]"
29,after a week that has seen yet more poor refereeing things really need to change but what and how you lot are bent we will regret keeping smith who is extremely limited as a manager howe would take us on or gerrard it s funny how last season the sponsor of the women s team their director was reported to aston villa for sexist and discriminational posts on social but absolutely nothing was done evidence can be supplied if needs be my bad aston villa kkkkkkk tottenham 1 2 aston villa reguilons horror own goal and watkins strike dents europa league hopes playing offline on fifa 21 is even harder than that of 20 turn on those advance setting and aston villa could trash you 3 goals in first half while youre using man city,"[('refereeing', 0.4394), ('aston villa', 0.469), ('bad aston villa kkkkkkk tottenham', 0.4921), ('poor refereeing things', 0.522), ('bad aston villa', 0.5256)]"
30,so chelsea will lost to aston villa and leicester will spurs so easily you must be delusional tuchel villa fans give chelsea disadvantage in top four race villa fans will be madly disappointed in this transfer window thats why we arent getting anywhere with tammy i always have reservations about a player who cant get a staunder so many different managers cant deny he was good for us but that was the championship moving watkins to accommodate him would be stupid what a pair of cock wombles we shouldnt have a manager who just relys on one footballer and is absolutely lost without him whilst we are stuck with a manager who relys on one player yall like to be victims so bad chelsea is never an underdog against aston villa,"[('chelsea', 0.531), ('tuchel villa fans', 0.5532), ('bad chelsea', 0.5608), ('delusional tuchel villa fans', 0.606), ('chelsea disadvantage', 0.6252)]"
31,he cant be for real didnt they have actual fans at their actual stadium last actual tuesday he did clarify we would prefer their points and thats true but hes still full of actual shit aston villa h amp liverpool h man city carabao cup can t look into it because of runarsson tax celtic must be laughing at aston villa and their reported david turnbull valuation 67 hail hail big shithouse of a cdm can t think who i dont understand the lineup bro i know chelsea is playing aston villa scum still in the mud that 7 2 loss from aston villa when we lost 7 2 to aston villa aston villa 7 2 loss it broke me,"[('villa aston villa', 0.4556), ('liverpool', 0.4697), ('aston villa', 0.4781), ('aston villa scum', 0.481), ('shit aston villa', 0.5406)]"
32,when mourinho told them the truth they hated him for it spurs losing 2 1 when jose beat aston villa away 2 0 with a se but youve begged leicester to beat chelsea at the bridge and now you begging aston villa when will u stop begging lool worrying thought that we were linked with nuno weeks ago in that bizarre article hoping there is nothing in it at our end if we are at competition with aston villa then we have lost we aint progressive or froward enough the dinosaurs on aston villa facebook pages are unreal a clear reason why no one takes villa facebook seriously giving watkins slander whats his agenda is he bitter because he was sacked,"[('chelsea', 0.3621), ('villa', 0.3725), ('aston villa facebook pages', 0.4143), ('aston villa', 0.4493), ('mourinho', 0.453)]"
33,this pic from the capitol insurrection is pure madness and on a side note does aston villa know where john terry was during the winter break this season please take a look at all the crap going on at oldham over the last 3 years and sign the petition asking the owner to put the club up for sale its also a great read you wont believe some of it whatever happened to the wolves fan who kept singing that silly song about us 9th in the league balling for conference league with aston villa and they still want the smoke insufferable bunch throwback to the time aston villa manager wanted to electrocute referees by their balls if they make more than 3 mistakes in aston villa cant be a treat to chelsea ask why,"[('oldham', 0.4624), ('villa', 0.4835), ('time aston villa manager', 0.4996), ('time aston villa', 0.5043), ('aston villa', 0.5381)]"
34,manager of the season pep guardiola tuchel hasnt been here long enough where are all the mind the gap wolves fans this year been awfully quiet zero truth in this buendia deal it will not happen sorry guys you couldn t afford his contract and arsenal are miles away from winning anything happy at a club that s on the up you know you know don t attack me doing this to gauge opinion dont pretend utd would have won a european cup between 85 and 90 cos you were turd then lets be honest without ferguson bullying referees youre just aston villa of the north must be laughing at aston villa and their reported david turnbull valuation latest big problem for villa pundit reacts as pl giants line up huge bid,"[('villa', 0.4077), ('aston villa', 0.4325), ('tuchel', 0.4618), ('guardiola tuchel', 0.4665), ('villa pundit reacts', 0.484)]"
35,no if kovacic and jorginho arent good enough in a midfield against aston villa then we dont deserve champions league the problem is we have a worse defensive record despite all the defensive signings we made weve got a pivot that wouldnt even stafor aston villa and weve got 0 rw why is awb and shaw our outlets when we build from back we cant even control a one nil lewd against fulham back at vp on sunday monday alexa play that fucking tune skysports tuchel villa fans give chelsea disadvantage in top four race thomas tuchel says the presence of home supporters at villa park for the first time in over a year on sunday could leave chelsea at a disadvantage in the race for the top four its platinum grade cognitive dissonance at work,"[('aston villa', 0.4566), ('champions league', 0.4611), ('villa fans', 0.5263), ('tuchel villa fans', 0.5712), ('chelsea disadvantage', 0.5864)]"
36,its what happens when the entire football world are pissing themselves laughing at arsenal for the self delusional jack would even contemplate a move there surely he must enter spurs consideration i have a sense this move will end badly for wolves similar to aston villa and martin oneill tottenham john terry ruthlessly mocks spurs fans by holding aloft an imaginary trophy its either please sign him this is why well sign him talks are underway or you know what hes actually shit theres absolutely no middle ground from an fan that is a foolish move big sam inbound,"[('terry', 0.3687), ('spurs fans', 0.4311), ('martin oneill tottenham john terry', 0.4601), ('tottenham john terry', 0.465), ('spurs consideration', 0.5169)]"
37,nothing rival fans of lfc won t think just cause of their hatred for the club many thought lfc was going to successfully defend the title amp they could ve but for the injuries so seeing everton amp aston villa at the beginning of the season in that form they were having ballgasm he wouldve be class absolute goal machine real shame with the injury aston villa too especially after they humiliated at villa park wouldnt like this harry kane interview with gnev if i was a spurs fan i can see sky sports man utd gary neville and jacks agent collectively trying to get grealish on this the overlap bredan rogders of liescester i am afraid,"[('injury aston villa', 0.4422), ('everton', 0.4436), ('aston villa', 0.4536), ('everton amp aston villa', 0.4714), ('sky sports man utd gary neville', 0.4813)]"
38,you actively put out edgy opinions for like with little to no logic joe gomez is the most overrated cb ever because he lost 7 2 to aston villa and makes the odd mistake the last clip always blows my mind that the ground was half empty whilst 6 0 down to man city at home in about the 90th minute this club we must not be stupid here if we seriously want grealish we should be contacting aston villa right about now i will be pissed if we miss the opportunity we stole your best keeper done the double over you and you rep our captain don t chat about small clubs your finished as a top club god forbid if we don t beat aston villa it s gonna be painful 0 3 aston villa calamitous performance,"[('gomez', 0.4244), ('villa', 0.4359), ('logic joe gomez', 0.4366), ('aston villa', 0.477), ('overrated cb', 0.5493)]"
39,i would like a ferrari but i can t afford one that doesn t mean i have to embarrass myself by running down it s fuel efficiency or it s issues with humps in the road unless says it its utter rubbish fact absolutely 100 he s rubbish even if anyone could afford him don t buy him he s terrible promise shows how much attention the rest of this nonsense tweet is worth it s only aston villa on sunday and i m already scared fucking hell pls win this and the dingles go back to being in our shadow for another 40 years like the rest of them form is temporary class is permanent are you really this fucking thick the tweet was clearly made after you beat arse,"[('villa', 0.309), ('nonsense tweet', 0.3407), ('aston', 0.4205), ('aston villa', 0.427), ('ferrari', 0.5378)]"
40,so over on its full of nuno to villa gossip i sincerely hope its not true this season has proved hes no upgrade on smith now fuck off you utterly thick villa twat when did i say they are in the top 6 they are above you though you thick thick thick brummy twat leicester away was definitely on him the tactics that game were horrendous regardless of result and what about games like west ham the aston villa double or that nov dec run which not because of vvd and its because the whole team us bas adrian was the worst vs brighton dias as the individual who literally got bullied ner ner ner more nuno lmaoooooo well wolves are well and truly fucked now dingles for the drop spurs could do a lot worse in appointing nuno,"[('nuno lmaoooooo', 0.3852), ('twat leicester', 0.397), ('villa', 0.405), ('aston villa', 0.4156), ('thick villa twat', 0.4249)]"
41,maguire has been injured since the win over aston villa earlier this month aston villa will go hell for leather to beat chelsea says smith u didn t answer my question this is what s wrong with u ft people no rebuttal for u to worth 100 mil u have to do something remarkable he s been injured for half of the season he s not playing in europe aston villa ain t in europe position his stats ain t that good leicester to trash spurs 69 chelsea may even fail to qualify for the ucl aston villa is a very dangerous team to play arsenal couldnt afford nor do they deserve such a player,"[('aston villa ain', 0.4239), ('good leicester', 0.4275), ('europe aston villa ain', 0.4464), ('ucl aston villa', 0.4809), ('maguire', 0.5503)]"
42,i dont think well buy jack this summer just because of the 3 positions we need to strengthen and i have feeling aston villa might be party poopers fuckin hell ive read it all this country aston villa friendly shelbourne at tranmere cos you werent allowed to go to dublin manchester worst night since the blitz glasgow worst violence in 20 years i really miss out effortless our business used to be shameful images emerge from aston villa game could aston villa cause an upset on the weekend we got spanked 7 2 by aston villa aston villa sadly the only elephant in the room is how much of an irrelevance arsenal have become jack grealish is of no concern of yours,"[('villa aston villa', 0.5234), ('aston villa aston villa', 0.5262), ('feeling aston villa', 0.5494), ('aston villa', 0.5516), ('country aston villa friendly', 0.5847)]"
43,aston villa 95th minute kane is crossing a ball into the box he should be the one in the fking box theres just a massive disconnect between whats happening on the pitch off the pitch and with the management my twitter feed is basically just everyone taking the piss out of delusional arsenal plastics skysports smith injuries stopped villa seeing best of barkley dean smith believes injury robbed aston villa of the chance to see the best of on loan ross barkley instead were building around ollie watkins no shit once again there is no way tammy would want to come back to play second fiddle which is exactly the role hed be playing manager of the season bald fraud wow no tammy interest according to the live chat,"[('kane', 0.4379), ('loan ross barkley', 0.4543), ('villa', 0.4914), ('aston villa', 0.5405), ('aston villa 95th minute kane', 0.5898)]"
44,smith injuries stopped villa seeing best of barkley dean smith believes injury robbed aston villa of the chance to see the best of on loan ross barkley we as italians are not allowed to buy everton and aston villa jerseys kai unfortunately got injured a little bit at wembley said tuchel he felt his hamstring slightly aston villa is too small now were disappointed we wont finish in a european place aston villa failed to agree personal terms with berbatov game that rattled me the most was wolves away cos we actually played well until the fucking red oh that s very bad we have a lot of friends in aston villa including john terry please give us the 3 points spurs 1 2 aston villa ryan mason bitterly disappointed after villa defeat,"[('aston villa ryan mason', 0.5094), ('smith injuries', 0.5138), ('villa defeat', 0.523), ('aston villa', 0.5261), ('hamstring slightly aston villa', 0.6055)]"
45,christ and i thought we had it bad when we lost under amour and ended up with krappa moment of the season liverpool lost 7 to aston villa the way aston villa can be stubborn and a frustrating team to face sometimes i can t wait for sunday s meltdown if we can t beat aston villa with our squad to qualify for ucl then we don t deserve to be there stop acting like aston villa are prime barcelona ffs latest shameful images emerge from aston villa game fuck it everyone else is doing one of course i watched it you were awful got battered disrespected aston villa with that high line of yours and paid the price moment of the season liverpool destroyed 7 2 by aston villa,"[('liverpool', 0.4792), ('aston villa', 0.4962), ('way aston villa', 0.5217), ('aston villa game', 0.5254), ('season liverpool', 0.5677)]"
46,mauricio pochettino continues to make tottenhams decision to sack him look very foolish you will be denied entry to the stadium if this has not been completed ive never had any animosity towards villa its just and i hate to use the phrase bants unlike the shit your going to be beat on sunday as well if we can not even get 3 points from aston villa let harry go and move to a club with potential of winning trophy s 1xbet did the same for my bro in tottenham vs aston villa match this week he has ever since withdraw his money and delete the apps instantly most of the bookies are cheating aston villa also had 2 days rest so that means nothing,"[('mauricio pochettino', 0.4573), ('aston villa', 0.4769), ('villa match', 0.4801), ('villa', 0.4908), ('tottenhams decision', 0.5223)]"
47,barkley hasn t done enough but agree the injury didn t help too inconsistent and unmotivated to make an impact week in week out and that is surprising because he s at a major crossroads in his career if and i d suggest we re not unless it s a trivial fee where next just another 3 0 pounding of aston villa will help reset their wayward brains from hating on chelsea fc no but because your white blood cells can t fix everything if it was up to you white blood cells would fix fucking world hunger the economy and play up front for aston villa absolute non starter best joke i ve heard in a while never happening celtic fans not impressed by 7m transfer tale,"[('aston villa', 0.4194), ('celtic fans', 0.4284), ('aston villa absolute', 0.4539), ('barkley', 0.4844), ('barkley hasn', 0.5102)]"
