,tweetnegative,keyphrases
16,also to see montreal have fans in their stadium and come off lockdown is just reaaaaaaaallly embarrassing for the city of toronto get your shit together man peps tactical switch before the game massively backfired too chelsea won the ucl trophy against manchester city but it s manchester united fans who are sad eii soo manchester city fans end in tears leave these kids man not worth your time he must be sobbing in some corner now after losing cl tonight oh also two useless club in manchester such a shame for man city said naecunt we don t care fuck man city we don t care about city small club no fans no history same sentence man city fans are c nts i dont care about sports either,"[('united fans', 0.5802), ('manchester united fans', 0.5828), ('man city fans', 0.612), ('manchester city fans', 0.6403), ('sad eii soo manchester city fans', 0.6605)]"
17,so a black innocent woman gets shot in the head by a black man and the people in this city is blaming her i m so done with y all y all really filthy ashit ur rly dumb man go learn what single handedly he cant only show up in the semi finals and then u say single handedly even if u take out all his goals in the semi finals it will be 1 1 and city advance by away goals go learn when single handedly mean i hate man utd city thats whyyyyyyy 3 how man city have not sacked this bum is crazy if manchester council had any dignity they d bulldoze that aguero mural now embarrassment to the city,"[('man city', 0.3739), ('man utd', 0.3764), ('black innocent woman', 0.3962), ('manchester council', 0.4115), ('man utd city', 0.429)]"
18,fc barcelona like aymeric laporte a lot and the player is not happy with the amount of minutes he is playing at manch the highest level of ridiculousness is comparing football fans to bbn stans all i ve ever known is this team man it s my life without city i would ve probably commit already this loss has take a toll on me im so depressed man i wanna kms i dey cry for bathroom man city don break my hea he could ve won but his tendency to overthink cost him on this no dm starting cost them and a majority of man city fans say it was a crappy lineup he would ve been cemented as the goat manager and joined the club of 3 cl too sad day for him and man city fans,"[('man city don', 0.4079), ('barcelona', 0.4369), ('city fans', 0.457), ('fc barcelona', 0.4886), ('man city fans', 0.5316)]"
19,useless club no one outside of their own fans will ever care about manchester city and that s the reality no one can win the champs league with man city money can t buy success saaan epileptic john scott wrench 25 died after sleeping rough outside marks amp spencer in manchester city centre i hate that shade of blue also man city has half my name in it manchester a city of chokers the huge pressure of coming on to replace a thiago silva in a ucl final when man city are throwing everything at you,"[('man city', 0.5153), ('manchester', 0.5319), ('manchester city centre', 0.552), ('useless club', 0.6063), ('manchester city', 0.6083)]"
20,and to all liverpool fans that have nothing else to do than to come to a man city player account i m also sorry for you but for the wrong reasons pathetic go celebrate your titles or try to find a partner drink a beer with a friend read a book so many options group stage sevilla s gonna whoop their ass sf mtsww chelsea can t even stand madrid sef final man city will trash them county lines operator raheem sterling played in the champions league final and failed chelsea dont have experience porto porto isnt good enough pep guardiola might never win the as a manchester city coach this was that one opportunity and he missed it sergio aguero in tears as legendary man city career ends with champions league final loss to chelsea,"[('man city player', 0.493), ('champions league', 0.495), ('man city career', 0.4971), ('liverpool', 0.5206), ('liverpool fans', 0.5258)]"
21,properly drowning my sorrows after that man city loss earlier like i always say fuck man city not one man city player would make an all time manchester 11 ffs man u got complacent and got defeated by villareal daniel levy got stupid and sacked mourinho a week to a final deep down i feel like manchester city knew they were gonna lose it was so sad man city failed to save the world from noise pollution in manchester everyone want man city to loose but i dont understand africans fans want chelsea to loose whats wrong with africans so yall supported manchester city tonight not because you guys like manchester city or pep guardiola but because of the hate,"[('africans fans', 0.4921), ('sad man city', 0.4984), ('fuck man city', 0.518), ('manchester city tonight', 0.537), ('man city loss', 0.5589)]"
22,that s one of the worst i ve seen manchester city play in recent years that wasn t the city team that won the league i don t know what happened it pep changed things too much but that was a completely different side everything they ve done all season went out the window sterling shouldn t play manchester city again read my tweet again ive no love for chelsea or manchester city the man who ended man citys dreams manchester city even jesus couldnt save you if man city was the team that won tonight all dis rubbish blame will def be on chelsea man city lost and yall already blaming the manager and stuffs na wa for una game has ended lets move on please serial failure at man city,"[('manchester city', 0.56), ('play manchester city', 0.5987), ('chelsea man city', 0.6341), ('manchester city play', 0.6509), ('man citys dreams manchester city', 0.6686)]"
23,fuck man city pep needs to hurry up and leave them so we can breath again what a sad time for manchester as a city the liverpool vs spurs final clouded my judgement on all english finals because the manchester united vs chelsea 2008 this surely is meant to be about the best team not about the best story this is a sports programme let s analyse spo to have liverpool 2020 and man city 2018 in the bottom half makes a mockery of the show like this format but sometimes the opinions on it are fucking awful i had a 50k bet with a guy immediately i saw d line up i withdrew immediately i no be man city fan i go con blow 50k into thin air god forbid,"[('city pep', 0.5169), ('fuck man city', 0.526), ('man city fan', 0.5426), ('man city pep', 0.5958), ('fuck man city pep', 0.6534)]"
24,man city fans that lost no even cry reach you if chelsea defeats manchester city tonight call me a bastard is the most pettiest person ive come in contact with how can you now like my comment predicting a win for man city mr bayo said he was gonnna do giveaway that s if man city won but they fvcked up too bad thanks for the motivation you re a real one sir man city will never win the champions league even arsenal beat chelsea man shutup you made 2 duas and each one caused man us loss and city s loss ik you be saying to allah you to cause us pin manchester city wanted to stop kante but didn t find a way i know my goat,"[('city fans', 0.5175), ('chelsea man', 0.5468), ('arsenal beat chelsea man shutup', 0.5729), ('manchester city tonight', 0.5842), ('man city fans', 0.6329)]"
25,first united on wednesday and now city today manchester is truly the city of losers manchester city and united fans right now it doesn t matter at the end of the day we re all going to die anyway blue don t mind those clowns nothing to do with chelsea hate fair play pal man i wanted man city to win i am in deep sad that s my opinion i expect controversy to occur but man utd liverpool city is legit just an accident waiting to happen that was such a pathetic and predictable output by man city today aguero wanted to win this cup as a farewell to manchester city but shit happens foden how pep guardiola made man city failed to win the champions league man city lost,"[('man city today', 0.5575), ('champions league man city', 0.5906), ('city today manchester', 0.6151), ('man utd liverpool city', 0.6357), ('losers manchester city', 0.6805)]"
26,so did spurs man city will never be european giant ever pep guardiola hasnt won the champions league in 10 years arrogant pep guardiola dubbed a disgrace for costing man city first ever champions league trophy vs chelsea pep made huge mistake tonight starting without a striker when you have 2 strikers on the bench if he doesn t apologize for his mistake then he should go as much as like him man city isn t barcelona he doesn t have messi and the 2 midfield great it is time to leave some players like jesus sterling and chancello they are poor and manchester city is bigge yeah but a liverpool fan once threw a bottle at the city bus so man city are not as good as they think,"[('manchester city', 0.4199), ('chelsea pep', 0.4671), ('champions league', 0.4694), ('pep guardiola', 0.4695), ('arrogant pep guardiola', 0.6073)]"
27,honestly if man city loses again because of you were gonna have some words pep in the champions league for man city has failed bcos he has spent much on players than any manager yet he is not winning it he is overrated manager after the help of barcelona players helped him for 10yrs now no cl trophy 83 year old man dies in saket fire man i m living in the wrong city fam been on this app for how many fucking hours haven t seen one city fan question ederson on the goal we conceded there was only one fucking goal in it and you guys still don t listen to me man ffs manchester city will forever be in the shadow of manchester united,"[('city fan', 0.465), ('manchester united', 0.4695), ('pep', 0.472), ('manchester city', 0.4979), ('man ffs manchester city', 0.6078)]"
28,man city has lost the champions league final cuz of pep hatred to the players how can he bench city number 10 captain even rodrigo but am not a city fan but he should change his tactics and follow english football then he will win champions league psg amp man city are false images wallahi hits and misses guardiola guilty of over thinking pep guardiola overthinking and oversabi cost manchester city the game if chelsea decided to play attacking football against man city chelsea would ve gotten destroyed sometimes you need to win ugly,"[('pep guardiola overthinking', 0.4925), ('champions league', 0.5091), ('champions league final', 0.5208), ('champions league psg amp man city', 0.5778), ('man city chelsea', 0.5939)]"
29,ngl i give you shit for the man city stuff but you were unfortunate tonight you came so close so many times and kdbs injury was so unfortunate and killed your teams motivation you guys fought so much harder to get here too youll get another chance i know it wouldnt even call this a review its just madness man city and chelsea spend 100mil every window yet im supposed to believe a super league is a bad idea very disappointed that we didn t see man city lift the champions league trophy tonight not cause i wanted them to win but cause i didn t want chelsea to win city stank the place out best team in the world i remember when hardly anyone had the energy to bother hating manchester city,"[('man city stuff', 0.4434), ('manchester city', 0.447), ('madness man city', 0.4503), ('man city', 0.4549), ('champions league trophy tonight', 0.4855)]"
30,the last 8 teams to make their debut in a ucl final have all lost man duped of rs 40k in vasna if manchester city don t win this match i might go into coma man city lost the ucl final to chelsea those 2 never helped man city they just fashion players today he has been exposed i am so indifferent about this not supporting chelsea nor manchester city su kashe kan su we will just wai laughing at man city is a waste of laughs they have no fans chelsea won the champions league guardiola has to the baldest fraud lmaoo lmao man i think everyone who bet got hoed because nobody expected 1 0 man city went out there and choked superhead style,"[('chelsea', 0.4511), ('manchester city', 0.4517), ('manchester city su kashe kan su', 0.4582), ('manchester city don', 0.4611), ('fans chelsea', 0.5127)]"
31,in 2012 man utd lost to a spanish club in europa league man utd lost to a spanish club in 2021 man city be normal middle team with useless over hyped coach was really hoping man city would win the champions league final gutted for them only silver lining is it pisses off noel gallagher king of the hangers on kickstarted the man city project by giving them half of our starting xi gave chelsea ashley cole in return for our worst captain of all time whats happing to football after rashford was racially abused during the week after united lost reports now say black man city players have been racially abused on line why do these morons do this when their team gets beat,"[('champions league', 0.3896), ('black man city players', 0.4405), ('man city players', 0.4701), ('man utd', 0.4999), ('europa league man utd', 0.5236)]"
32,hold up my drilla man city lost in the final and i ve now for crippling sadness man city pound for pound an absolute joke if you gave a championship manager the same budget he would do as well overated tuchel seriously fucking shut down all of the huge clubs in europe fucking unreal man city more like man shitty one city to losers manchester waking up to hear chelsea won the champions league turns out i dislike man city just that little less than i dislike chelsea blue could never be my colour history repeated itself,"[('man city', 0.4269), ('championship manager', 0.4489), ('chelsea', 0.4512), ('champions league', 0.475), ('crippling sadness man city pound', 0.5753)]"
33,lotta big accounts try to pretend to be sound and a nice guy well im just myself ye sometimes im a cnt especially with my words if you dont like me jog on ps manchester city football club can suck my dck pep guardiola is the most overrated football manager oat manchester city lost champions league manchester city fans are just 15 in number we can cope with them but chelsea fans won t let us rest chale cmon citeh and how he has to spend dozens and still not be able to win the cl for the clowns that still think city deserved more than they got chelsea under performed their xg in the final coincidentally man city had their smallest xg all through the season in this same final,"[('champions league manchester city', 0.5151), ('chelsea fans', 0.5224), ('manchester city fans', 0.595), ('overrated football manager oat manchester city', 0.6076), ('champions league manchester city fans', 0.6253)]"
34,what are you talking man what then makes makes the quadruple everyone was saying they city could win think before writing rubbish for the sake of writing pls a nice lady complimented my hoodie today and not even 20 minutes later a creepy middle aged man corners me and uses it as an excuse to do so i fucking hate this city city of manchester down bad this week fr fr manchester city s manager the defining tactical brain of his age picked a team that malfunctioned and looked muddled days after a calgary man was arrested and charged in what police are calling a hate crime a group of concerned citizens is gathering in suppoof the victim and calling for a change in behaviour in the city,"[('city', 0.4068), ('city city', 0.4245), ('manchester', 0.4747), ('manchester city manager', 0.4975), ('manchester city', 0.546)]"
35,my son supports man city as a wednesday fan it is hard to take at times but he still doesnt believe me when i say i know how he feels after tonights result he doesnt believe we were ever good enough to be in a final manchester city lost but the pain is going straight to united please kindly inform pep his tactics were wrong not starting with a striker cost man city the match even chelsea played with 2 upfront only when the situation was getting out of there hands he decided to bring in strikers and then removed the 2 creative players in midfield the guy is mocking man city not chelsea jor cuz man city couldn t win the champions league after winning the premier league pagos paypal bs man city will never win anything in europe,"[('premier league pagos paypal bs man city', 0.4723), ('manchester city', 0.4767), ('man city couldn', 0.4833), ('final manchester city', 0.5159), ('striker cost man city', 0.5547)]"
36,we dont care about chelsea man city lost this game it s going to get much worse before it gets better owners need to spend big cash and an experienced manager needs to be in charge until that happens arsenal are years behind chelsea and man city no one spared a thought for us when we lost to real madrid in a really bad way they all supported manchester city not because they like manchester city or pep guardiola but because they hate chelsea to be fair man city were poor both manchester clubs had too many huge money players who left their shooting boots in their respective dressing rooms man city become the fifth team to lose in their first final of the champions league man city doesnt have a nigerian in their squad no wonder they lost,"[('chelsea', 0.5477), ('champions league man city', 0.5834), ('hate chelsea', 0.5908), ('chelsea man', 0.6007), ('chelsea man city', 0.66)]"
37,manchester city council will have been planning events for two parades and an all manchester super cup final what a shame hey i would if i knew man city would disappoint this much i am pretty sure a man city fan messed with my accommodation circuit breaker as my main lights dont work in my flat this shit has happened before bunch of weirdos and it was the moment we won as well wait man city lost manchester city are still considerably less successful than spurs in europe night night pep is a fraud whose entire career achievements rest on the genius of lionel messi and the deep pockets of the man city owners nothing but a bald headed chequebook moyes with good fashion sense,"[('manchester', 0.5348), ('man city', 0.5651), ('man city fan', 0.5932), ('manchester city', 0.6006), ('manchester city council', 0.652)]"
38,chelsea and man city do an annoying thing where they buy players and hire coaches i like yet they lost even u charles predicted man city to beat chelsea stop disgusting common to beat chelsea and carry cup man city couldnt do that e pain me ooo e choke manchester city could never man citys twitter handle followed by champions of europe savage its like adding more fuel to fire how guardiola failed city and brought spectacular champions league failure on himself please sack that bald fraud you guys used to sack other coaches that fail to give you the ucl why cant you sack pep guardiola and give him back to us zero pity for man city manchester city shouldnt even bother to show up next season if they dont sign haland,"[('chelsea', 0.4627), ('city manchester city', 0.4631), ('man city manchester', 0.5029), ('man city manchester city', 0.5125), ('spectacular champions league failure', 0.5164)]"
39,mate newcastle united haven t won a major honour in 52 years i bet some of our fanbase are scared they will die before they see us lift a trophy that s rock bottom your owner will spend and man city will go again next season literally no bitch has made me feel the way manchester city just made me feel like man city defender zinchenko slaughtered for horror defending in build up to havertz opener manchester city are losing faith depending on jesus now una no even let us talk manchester city s kevin de bruyne in tears after horrific eye injury in champions league final vs chelsea 2012 united finished second and won fuck all 2021 united finished second and won fuck all again history repeating itself,"[('champions league final', 0.4437), ('newcastle', 0.4719), ('way manchester city', 0.473), ('havertz opener manchester city', 0.4998), ('mate newcastle united haven', 0.6062)]"
40,lmaoo half of the fam are arguing being salty idk abt chelsea and manchester city while the other half are being salty abt mcc oof man do i hate it when people keep saying yuno sy is so innocent and naive lmao find another person in the city that most gangs will protect and give infos to if asked supporting this club is bonkers its a your country pull out responsability of making final in ur ground youve came 2 mine country not respecting at all our sanitary laws no masks gathering as pandemic doesnt exists our police efforts is taking the risk amp we will i feel bad for aguero man even though i definitely wouldnt want him to score respect for the man city legend,"[('manchester city', 0.334), ('chelsea', 0.3816), ('aguero', 0.3894), ('aguero man', 0.4735), ('salty idk abt chelsea', 0.5945)]"
41,i really do feel for man city fans to lose their first champions league final and a legend in sergio aguero on the same night is tough biggest bottlers in football history man i m crine my city get you out yo body i know man city fans will come here and give excuses like fernandinho didn t start rodri didn t play n even to the extent that they will say kdb didn t play full 90mins none of city s old guard have won the cl ag ero david silva yaya tour fernandinho and kompany at least chelsea s spine of the 00 s won the cl in 2012 city are so pathetic man mahrez sterling bullied all night not strong enough against top opposition man city tippi tappi not good enough,"[('champions league final', 0.4438), ('top opposition man city tippi tappi', 0.4645), ('city fans', 0.581), ('pathetic man mahrez sterling', 0.6052), ('man city fans', 0.6487)]"
42,pep guardiola mocked by rival fans for kissing runners up medal after man city s loss to chelsea in champions league final sorry manchester city with all due respect move along man city you will never win ucl pep is the most arrogant man to ever liveth i promise never to praise or defend this man again i hate man city comme a c est clair wasnt expecting the chelsea press but was expecting them to play deep and on the counter 3 defeats from 4 against an average man united side and getting beat in the fa cup semi shows that we cant play such a high line against these teams love pep but so frustrating at times,"[('average man united side', 0.454), ('man united', 0.4889), ('pep', 0.5451), ('ucl pep', 0.5658), ('pep guardiola', 0.5915)]"
43,man city fans were thinking just because we beat them twice in a row there is no chance the bald fraud would be beaten thrice in a row our defeat against villa only added to that manchester cant seem to take a european w for some reason city or united whats going on man i m not even a man city supporter manchester city blew it at the final of cl congratulations chelsea no but why are barca fans so hu i was gobsmacked when i woke up this morning to read this headline bus was parked and man city looked bad this was a case of a man very publicly mugging himself man city crying hell yeah exactly like lower league opposition does while you beat them 6 0 on those early afternoon kickoff while breaching fairplay rules,"[('barca fans', 0.5383), ('city supporter', 0.545), ('man city fans', 0.6239), ('man city supporter manchester city', 0.6554), ('man city supporter', 0.6609)]"
44,na to play man city chelsea on this xbox then flog city wetin no good cos that 1 nil no for me at all i m seeing hella man u and liverpool fans mock city for losing tonight you man couldn t even stay in the competition to reach the final dfkm ngl you other city need to pattern your fan bases footballs football but round here in birmingham the fans know the racist thing won t wash man fi get punch up for dem tings pep guarfiola is responsible for this man city defeat always trying to prove he is a genius and shooting his own team in the foot this is not the first time his desastreus tactics have cost his teams trophies awful performance wow that was not my result i thought man city was a sert,"[('liverpool fans', 0.432), ('chelsea', 0.4453), ('liverpool', 0.4596), ('man city', 0.4807), ('man city chelsea', 0.6168)]"
45,the last 8 teams to make their ucl final debut have all lost man city owner after pep guardiola lost the after spending billions of his money on transfers no wayyyyyyy kante rattled this man city admini soooo to the core vaccination of dead man staffer sacked first it was manchester united and now manchester city two most useless te his champions league record since he joined bayern have been suspect always fucked his own winning formula for opponents that are below his teams superiority manchester city is officially the worst club in the history of soccer life goes on even as man city f cked up man city were never favorite imo manchester city their best players and still got beaten feel so sorry for the st owners who hoped we were playing man city amp liverpool next season,"[('manchester united', 0.5412), ('man city owner', 0.545), ('manchester city', 0.5458), ('teams superiority manchester city', 0.5512), ('favorite imo manchester city', 0.5854)]"
46,man might leave city this summer cause he was frustrated and isnt treated well there prediction gone wrong what went wrong for manchester city the city of manchester is united in sorrow the noise pollution tonight is sponsored by pep guardiola of manchester city tonight proved that the we don t care about city phrase is the biggest myth known to man i dont think pep got things right tonight at all i thought his team selection was a bit mad and i think tuchel knew just what to do but i also dont know or think this is necessarily why man city couldnt win the game just a reminder that in only 4 months in charge thomas tuchel s chelsea have ruined man city s quadruple hope and treble hopes,"[('chelsea', 0.4124), ('tuchel', 0.413), ('man city', 0.4662), ('manchester city', 0.4987), ('manchester city tonight', 0.5468)]"
47,so chelsea fans are even broke people despite winning the against manchester city they cant even do ordinary giveaways for their enemies na so so kwarshiokor cow dem dey carry upandan they ended up failing just like they did in europa dfkm ucl done manchester city lost cannot believe tonight it was all about bottle and man city had noneeeeeeeeeeeeee so yall supported manchester city tonight not because you guys like manchester city or pep guardiola but because of the hate for chelsea god shame una las las sha his bayern semi losses were criminal his city losses terrorism manchester city players they are all useless champions league final kevin de bruyne is left in tears after being forced off injured for man city man citys champions league dream dies as pep guardiola has one last tinker,"[('useless champions league', 0.4593), ('chelsea', 0.4771), ('manchester city tonight', 0.503), ('city losses terrorism manchester city players', 0.5461), ('chelsea fans', 0.5819)]"
48,the last 8 teams to make their debuts have all lost i swear manchester city have the most ungrateful fans in the world can the game be canceled i don t want any of chelsea or manchester city to win the way man city fans are crying and hiding ryt now its the hope that kills dont really care i am not a manchester city fan i was just surprised how united fans are so shameless you brought bad luck on man city this your tweet always backfires i love him buh man is stupid am not a fan anymore since you like acting smathen looking dumb at the end of the day well screw me gently with a chainsaw the miser dropped 50 million praise jesus,"[('united fans', 0.5604), ('swear manchester city', 0.5654), ('way man city fans', 0.5954), ('man city fans', 0.6171), ('manchester city fan', 0.632)]"
