,tweetpositive,keyphrases
10,agreed and it might just happen hes consistently won man of the match in the last 3 champions league matches including this final vs city to use your terminology tuchel constipated man city well done keeping peps mob to virtually nothing on target is a massive tactics win i really do commend the effothomas tuchel has done with chelsea was in a difficult position to regroup that team when he joined they they champions full respect to him and chelsea more happy man city fans are crying coz they still haven t won a champions league oil city fc true but we still rocking with man city over here timo werner is so good he beat man city with just his pace 3 times in different competitions no goals needed from him,"[('man city fans', 0.3517), ('champions league', 0.3671), ('effothomas tuchel', 0.48), ('terminology tuchel', 0.4924), ('tuchel', 0.542)]"
11,you did a good job man city but go on chelsea manchester united liverpool chelsea city then arsenal ur 5th biggest now chelsea are champions of europe yes that is an easy one yes we will chelsea boss thomas tuchel is very confident ahead of the champions league fi just reminder that aston villa and nottingham forest are still a bigger club than manchester city bernard he s undeniably a great coach and motivator and we are in no way qualified to judge the man but i askedbefore he took over city has he proven that he s the greatest he took over franks barca team that had unbelievable talent and roy hodgeson would have been successful,"[('chelsea', 0.4701), ('liverpool chelsea', 0.5024), ('chelsea city', 0.5177), ('chelsea manchester united liverpool chelsea city', 0.5356), ('chelsea boss thomas tuchel', 0.6032)]"
12,he deserves a million likes for his class performance against what has been a dominant city side this season n golo kante you are a man this guy will be spoken about as one of the greatest players weve seen in the premier league jamie carragher continues to be blown away by the chelsea midfielder kai havertzs first half goal has won the champions league for chelsea in porto and prolonged manchester citys quest for e hes going to man city and win it for them even a man city fans celebrates with us kante was so good he man city look like man united trying to breakdown villarreal out of ideas no where to go and reduced to hoofing in crosses jorgihno made the right decision to join chelsea over manchester city,"[('man city fans', 0.4669), ('chelsea midfielder kai havertzs', 0.4958), ('premier league jamie carragher', 0.5041), ('us kante', 0.509), ('kante', 0.5396)]"
13,tough night for so called manchester united fans who supported manchester city you lot deserved it nottingham forest of the championship are a much bigger club than manchester city always great to see man city take a harsh l too like you say w united coming back stronger is what matters city in the cl are progressing better from pep s first year it s only a matter of when for city in the near future whether if it s pep or a successor and it is all joy for the chelsea fans chelsea win their second champions league and thomas tuchel beats manchester city three times in six weeks join us for they played well nullified man city,"[('fans chelsea', 0.5534), ('manchester city', 0.5542), ('manchester united', 0.5662), ('united fans', 0.5925), ('manchester united fans', 0.6531)]"
14,captain christian pulisic became the first american male to play in and win a after chelseas 1 0 win over man city on saturday with the win chelsea becomes lmaooooooo i love how manchester city admin admitted this im so happy cause manchester city lost kante has to go down as one of best in hsi position he can actually help arsenal to get top 7 and help psg or man city to a ucl trophy cuz thats just kante congrats you won runner up too but my family apparently doesnt like man city so i am happy ruben dias totally deserves the pfa poty for the massive impact he s made on manchester city today we re likely to witness manchester city win a treble and we re still content and relatively happy with the progr,"[('win chelsea', 0.4937), ('kante congrats', 0.5151), ('manchester city today', 0.5291), ('manchester city win', 0.5479), ('happy cause manchester city', 0.6328)]"
15,reece james 21 years old chelsea through amp through starts in a champions league final help keeps a clean sheet vs manchester city and becomes a champion even their managers best pe teachers you could ask for over confident and amazing bottlers congrats man city won man city sha una well done o hoping all my man city mutuals are doing well take care lads rio ferdinand loved what he saw from the immense chelsea star chelsea are winners of the champions league for the second time pr xima jornada wants to wish good luck to r ben dias jo o cancelo and bernardo silva tonight for the uefa c man city really did good this season tho props to chelsea the best oil money club ever man city psg would never,"[('manchester city', 0.5067), ('chelsea', 0.5464), ('old chelsea', 0.5598), ('care lads rio ferdinand', 0.5667), ('immense chelsea star chelsea', 0.5842)]"
16,fans of sekondi takoradi ghana celebrating the win against man city the only reason arsenal fans and tottenham fans supported manchester city tonight london is forever blue chelsea is the worlds best team and today cements the fact manchester city no reach qf porto aren t small boys they ll definitely win chelsea pulisic is bigger than manchester city i want you guys to go to the playoffs man lol your city needs a playoff run despite everything i love you i love you manchester city i wouldn t change you for anything congratulations to manchester city i could get busy by the time they win the most valuable player ever il est petit il mang leo messi man city ngolo kante,"[('fact manchester city', 0.5038), ('arsenal fans', 0.5389), ('manchester city tonight london', 0.541), ('win chelsea', 0.5564), ('tottenham fans', 0.6075)]"
17,tuchel has won it with chelsea now the trending goes like this guadiola man city final 2020 vs i dont know anyway congrats to chelsea that s how it feels to be champions of europe xxxx manchester city 0 1 chelsea city showed courage in champions league final guardiola still major achievement for city man nobody ever win their first cl final before big step for them manchester city are winning the quadruple 2021 22 last time chelsea won the cl their opponent won the year after lol wouldnt be surprised if man city win next year liverpool 2019 win the ucl congratulations to manchester city on reaching one sixth of the ucl finals cristiano ronaldo reached,"[('time chelsea', 0.4708), ('man city win', 0.4937), ('manchester city chelsea', 0.5039), ('last time chelsea', 0.5151), ('champions league final', 0.5481)]"
18,yeah in wes brown s 22 year career he achieved more than manchester united have in the last 5 years and manchester city have in the last 141 years combined in both cases the manchester team was the pregame favorite the prem is the most exciting league by a mile we expect more in tonights match thats good to hear man and yes manchester city will come back next season to try win it finally today a london club brentford has won the championship playoffs think about this question and answer it honestly does really watch that game tonight and think he has to go to man city he suits us more we also become the best team in the world if he joins he managed the best bayern munich team and,"[('man city', 0.4336), ('manchester', 0.4416), ('manchester team', 0.4722), ('manchester united', 0.4893), ('manchester city', 0.5025)]"
19,man city coming back stronger next season hats off pep and man city players this season claude mak l l it doesnt matter that the favourite is manchester city i think chelsea have the capacity to win this tro thousands of chelsea fans flood the streets of west london to celebrate as the blues beat man city in the final best manchester city goal this season is kevin de bruyne the best soccer player in the world chelsea beat man city again and are the champions of europe kai havertzs goal in the first half was the difference as chelsea earned a deserved victory over manchester city chelsea didn t win man city chelsea won the world what a feeling man i love this city but damn y all be doing the most,"[('man city players', 0.5268), ('final best manchester city goal', 0.5512), ('manchester city chelsea', 0.5937), ('win man city', 0.6031), ('man city chelsea', 0.6806)]"
20,chelsea beat manchester city to win champions league for the second time in history chelsea have secured their second champions league congratulations chelsea fc juara champions league 2020 2021 as a man u fan happy chelsea won and not man city they have better individual players whereas chelsea have coach that is tactically better than man citys coach man city had the greatest champions league season in their entire life and they still came second its too funny a lot of people mocking guardiola but hes done a fabulous job at manchester city this season this current team is no longer at the level of the centurions but he still almost win them the treble 2nd team bayern munich easy league with amazing players,"[('happy chelsea', 0.5374), ('greatest champions league season', 0.5523), ('chelsea beat', 0.5826), ('second champions league', 0.6032), ('congratulations chelsea', 0.6039)]"
21,chelsea won the champions league for the second time as a kai havertz goal secured a tense 1 0 victory over manchester cit we re going to beat manchester city in the champions league final this was probably the easiest chance he had at winning one at man city sterling and mendy are two big money players man city can sell immediately and it d actually help the team on 29th may 2021 in porto chelsea became champions of europe again read our match repoon this legendary night tuchel we can use this to become even better a smiling thomas tuchel was able to reflect on turning champions league final disappointment last year with psg into triumph this year with chelsea after his side got the better of manchester city for a thi thats fine please suppoman city,"[('manchester city', 0.4107), ('porto chelsea', 0.4909), ('champions league', 0.527), ('chelsea', 0.5355), ('champions league final', 0.5937)]"
22,chelsea are winners after defeating manchester city 1 0 pep guardiola insists manchester city still had an exceptional year despite champions league loss in my dream i will still win man city chelsea were crowned european champions for the second time as kai havertzs first half strike sealed a 1 0 victory over manchester city in porto chelsea have been crowned uefa champions league winners for a second time with a 1 0 win manchester city well played chelsea fc some reflection for pep and man city for next season unlucky great final to watch if zinedine zidane have this present man city team at his disposal he will end up winning five 5 ucl consecutively i bet anybody for this chelsea beats manchester city 1 0 winning the champions league for the second time love u so much,"[('champions league loss', 0.5542), ('champions league winners', 0.6128), ('win manchester city', 0.6194), ('uefa champions league winners', 0.6344), ('man city chelsea', 0.6472)]"
23,well sterling was right manchester city delivered as he predicted good ebening man utd man city feeling blueeeeeeeeeeeeeeee lol congratulations too the sky blues on their ever this morning against 1st euro leagues trophy in 2012 so i guess this just proves in life if you want anything bad enough amp you work hard for it good things happen in life chelsea secure their second champions league title after defeating manchester city 1 0 tuchel we can use this to become even better a smiling thomas tuchel was able to reflect on turning champions league final i knew chelsea were going to win the champions league when supported man city to win it for this club its a dream and all the wonderful players thanks they had a better season thats all man city women are better than them,"[('second champions league title', 0.4591), ('champions league title', 0.4687), ('manchester city tuchel', 0.4987), ('chelsea', 0.4999), ('life chelsea', 0.53)]"
24,don t worry i m confident manchester city will win it next season losses like these provide a team with so much extra motivation to come back stronger no wonder chelsea won the ucl trophy now it all makes sense video rudiger pulls off incredible last gasp block against foden to keep chelsea v man city score level congratulations to all chelsea fans and the team as a whole and better luck next time to did well on second half i really admired him for that though they were not favourable to win the trouphybut he put up a very good performance manchester city fans loved what dias had to say following question on best portuguese defender,"[('chelsea man city', 0.5557), ('manchester city fans', 0.5566), ('performance manchester city', 0.5588), ('confident manchester city', 0.58), ('good performance manchester city fans', 0.6058)]"
25,manchester city fans loved what ruben dias had to say following a question on who is the best portuguese defender of all time with the 24 year old centr it s literally a fact mate no denying it wes brown is more successful that manchester city as a club roman abramovich remain the best club owner one of the happiest days of my life i never ever really wrapped my head around that this was possible we must not forget man city as a great team today is not for shitting on them we know how it feels to lose ucl final come you blues i love you champions of europe gt champions of england weve had a better season than manchester city morning have a blessed and beautiful sunday guys,"[('best portuguese defender', 0.4572), ('manchester city morning', 0.4718), ('manchester city', 0.4801), ('ruben dias', 0.5213), ('manchester city fans', 0.6233)]"
26,congratulations to chelsea after beating man city in the champions league final not bad thanks katy im glad man city lost tonight as a neutrul football fan supporter the argentine has one final game to come and its huge chelsea have emerged champions of europe once again the blues defeated manchester city in portugal on saturday night may 29 2021 german international kai havertz scored the all important wi he has played with a false 9 for most of the season to great effect de bruyne foden sterling even gundogan have all done relatively well there most thought manchester city was going to take it but congrats to chelsea congrats to chelsea fc won the for the second time as a goal secured a tense 1 0 victory over,"[('huge chelsea', 0.4841), ('chelsea fc', 0.5124), ('chelsea', 0.5194), ('champions league final', 0.5608), ('chelsea congrats', 0.717)]"
27,send the man city fans to maccies they need a happy meal congratulations to chelsea for their win against manchester city were the best in europe right now yep and celtic have more champion leagues than city life is good man man city fans have been a class act fair play and best wishes your day will come man city and the rest of england you are welcome congrats to chelsea for winning the ucl final beating man city 1 0 again tactical masterclass by thomas tuchel and peps 3rd straight defeat to chelsea not sure why theres no holding midfield in the citys lineup me as a arsenal fan im delighted they won they played brilliant football the defence was incredible man city were poor manchester city deserved the win btw most successful teams this season in england,"[('good man man city', 0.4811), ('manchester city', 0.4901), ('poor manchester city', 0.5382), ('man city fans', 0.608), ('good man man city fans', 0.6346)]"
28,c sar azpilicueta on kai havertz this guy is going to be a superstar he is already he scored in a champions league and not only that he ran like crazy great to see two teams in manchester city and chelsea fight so hard to win a competition they wanted to leave a month ago my bae former chelsea legend pays tribute to heroic performance from n golo kante vs man city when the mom is a chelseafan and yout is a man city fan congrats to chelsea man city are still the best team in world football though and without a doubt they will be back gg man city but congratulations chelsea bad game for man city more aggressive next time nice night guys we are massive,"[('man city fan congrats', 0.4844), ('former chelsea legend', 0.5048), ('congratulations chelsea', 0.5092), ('chelseafan', 0.5424), ('chelsea man city', 0.5767)]"
29,they play well as a team but we definitely match each other when it comes to squad size or talents yes and its man city not united so theyll be fine manchester city fans selenators are with you enjoy the performance of marshmello and selena gomez and buy wolves on chelsea are champions of europe after 1 0 win against manchester city barcelona real madrid arsenal liverpool and manchester united etc fans all supported photo news popular musician paul nonso okoye aka rudeboy celebrates chelsea fc victory in this year all football fans in nigeria with the exception of chelsea fans supported man city so yes we played against everybody and won,"[('chelsea fc', 0.4819), ('manchester city barcelona', 0.4937), ('rudeboy celebrates chelsea fc victory', 0.4988), ('manchester city fans', 0.5122), ('fine manchester city fans selenators', 0.5337)]"
30,and i say it again i wanted man city to win and im sad for their loss but paof me is extremely proud of him what an incredible young player you are amazing coz your a man city fun there is something entertaining about man city not getting over the line in the champions league been their priority for years all that money even at that level money doesn t get you the whole way which for what s it s worth i guess is a good thing well done chelsea manchester city fan chris wanted to show his gratitude for nicky weavers penalty save in i m a city man but yer man was outstanding well done amp well deserved,"[('man city', 0.4978), ('city fan', 0.5032), ('manchester city', 0.5102), ('manchester city fan', 0.6139), ('chelsea manchester city fan chris', 0.6651)]"
31,it is a simple fact over the last few years city have been our closest competitors in most comps with a massive budget seeing them fail is always good similar to when arsenal and manchester united were at the top of their game if of them failed it was great for the other fans he s my best coach but you see today aguero i won t leave manchester city until we win the champions league wish you the best in chelsea triumph once again london is blue kant the world best i truly believe man city will have a champions league final hangover next season after tonight amp i fully expect to take full advantage of that amp regain our title driven by this season aswell as not being able to celebrate our previous title with the fans,"[('chelsea triumph', 0.4764), ('manchester united', 0.4783), ('manchester city', 0.482), ('champions league final', 0.4903), ('champions league', 0.4976)]"
32,huge congratulations to manchester city they just joined everton spurs and arsenal on no european cup wins a chelsea fan rolling in his sitting room crying tears of joy for whatsapp status happy chelsea won over man city but still lowk wanted to see aguero win it can anything good come out of manchester his league record is super congratulations to winning the european champions league with the london team following the victory over the chelsea are the champions of europe chelsea have won the champions league after battling it out in front of thousands of english fans in porto portugal manchester city 0 1 chelsea thomas tuchel speechless about chelseas champions league win chelsea manager thomas tuchel congratulates his team on their 1 0 win over premier league champions manchester city in the 2021 champions league final in porto,"[('happy chelsea', 0.5653), ('win chelsea', 0.5858), ('premier league champions manchester city', 0.5992), ('champions league win', 0.6071), ('chelseas champions league win chelsea manager thomas tuchel', 0.6428)]"
33,manchester city 0 1 chelsea city showed courage in champions league final pep guardiola manchester city manager pep guardiola says he is proud of his sides courage after their 1 0 defeat to chelsea in the 2021 champions league final in porto congratulations to winning the european champions league with the london team following the victory over the english team manchester city with a goal in the final match on saturday evening in portuguese territory what was most impressive about chelsea performance one of the most balance final match fight manchester city surely fight the hell out of em to secure the cup unfortunate this are their fourth attempt yet to be succeed the blues did very good job in containing man city i can imagine the celebrations at stamford bridge is going to be very long,"[('team manchester city', 0.5609), ('champions league final', 0.5637), ('manchester city chelsea', 0.5742), ('chelsea performance', 0.5745), ('final match fight manchester city', 0.5927)]"
34,chelsea clinched the champions league title on saturday after beating manchester city 1 0 in the all english final manchester city i love you what a season that turned out to be see all my players rejoicing next season we come for that premier league trophy kai havertz the hero as chelsea stun manchester city to win the champions league chelsea just tactically outclassed man city in the champions league final fully deserved goodluck chelsea and all fans im a fan of manchester city but i will not lie about how chelsea beat manchester city easily they did an amazing job congratulations to all chelsea fans around the world i prefer this my type of champions league final,"[('champions league title', 0.5716), ('champions league chelsea', 0.5925), ('champions league final', 0.5935), ('chelsea stun manchester city', 0.599), ('chelsea beat', 0.6655)]"
35,p s getting dressed up to stay home is the new thing these days i will escape in to the wild again soon very soon i hope we cant wait the anthem i love this man i m so happy chelsea beat man city the wound of losing the europa has closed significantly tuchel heaps praise on chelsea players for champions league victory over man city glad my chelsea kept your ipswich record in europe over man city good we gonna be back soon great stato the weekend for all the force boys and girls teams at man city best of luck the rest of the weekend tag us in your photos well done to brentford fc for winning a place in the premier league for next season chelsea win the champions league against man city,"[('chelsea beat', 0.5168), ('season chelsea', 0.5569), ('next season chelsea', 0.5603), ('champions league victory', 0.5644), ('happy chelsea', 0.5811)]"
36,then again praises must go to kante he was rock solid its so special because chelsea played against the world it was chelsea vs man city arsenal man united liverpool barca madrid bayern and every other top teams with world fan base chelsea are european champions man city seriously congrats chelsea chelsea are the champions of europe again im in awe of what forest achieved twice as many european cups as my team the villa but the greatest night of my life being at the feyenood stadium on the 26th may 1982 we have won more european cups between us than esl chelsea tottenham arsenal and man city put together scott carson is still the only player in man city s squad who has won a european cup manchester city chelsea pep guardiola we will come back,"[('chelsea', 0.5535), ('european champions man city', 0.5682), ('manchester city chelsea', 0.5817), ('european cup manchester city chelsea pep guardiola', 0.5994), ('congrats chelsea', 0.6096)]"
37,we had a great season one of our best i would say considering how we started off man united had a good season too finishing second and reaching the uel final although they really should have won that man city had a brilliant season fair play to manchester city and their fans you lot will win a lot of champions leagues in future tonight was our night chelsea were excellent and clinical up the chels goodnight it s been a shit week overall for us united fans however today has put a smile on my face seeing brentford get promoted back to the top flight for the first time in 74 years and seeing man city bottle the champions league final is refreshing good end to the week beat city to win champions league for the second time in history,"[('united fans', 0.4702), ('chelsea', 0.4755), ('champions league final', 0.4891), ('man united', 0.5314), ('night chelsea', 0.553)]"
38,you are still paof the teams we are celebrating our victory against tonight if we no trash owna we no go beat man city man went all out attack with no striker dfkm city looked so much better once fernandinho came on if he or rodri started they may have had a chance ayt average player just chowed a whole man city not bad darrell was thrilled i merely wanted to see man city lose it was a pretty good game and like i said i like watching kante gooooooal from sterling what a comeback from manchester city manchester is now blue christian pulisic watch how did he perform for chelsea v man city as he made history as the first ever player to play in and win the champions league final,"[('manchester city manchester', 0.5058), ('man city man', 0.5121), ('city lose', 0.5288), ('chelsea man city', 0.609), ('man city lose', 0.6446)]"
39,this is what makes klopp better than pep he dont need to sign superstars he makes them amp then achieve his goals the best pep i respect you and you are man citys favorite coach i believe next season you will make records with man city its a loose for chelsea but you made city reach a champions league final which is a achivement to us money is the only real winner tonight manchester city will win this years championship league chelsea crowned champions of europe for the second time as they beat manchester city 1 0 thanks to kai havertz s 42nd minute goal in porto barca bayern and man city are will still be perennial winners even without pep guardiola,"[('pep guardiola', 0.4554), ('real winner tonight manchester city', 0.4608), ('best pep', 0.4727), ('pep', 0.4799), ('klopp', 0.4875)]"
40,chelsea have won the champions league after beating manchester city 1 0 in the all english final in porto after beat atletico and real madrid i knew we deserved to be the winners glad we did it and against man city of all clubs thank you chelsea i your are my 2nd favourite team in england i couldn t of lived in a world were man city were champions league title ohh i see but bro man city are very good which country u from best feelings today reese james and chilwell was the pills taken by man city that made them forget their dream tonight lmao as long as man city didn t win i am happy cheers thanks for yr time,"[('man city didn', 0.4301), ('manchester city', 0.4408), ('champions league title', 0.4825), ('champions league', 0.5009), ('chelsea', 0.5948)]"
41,you re a good man gary enjoy your travels with your boys and leicester city family is everything see you on the box for the euros it s fine chelsea won uefa cl i m just glad man city lost lmaooooooo thanks for beating man city chelsea has won the champions league after beating manchester city 1 0 this morning today is the end of an incredible journey we have proven it all by beating man city 3 times in a single season rio ferdinand tuchel has come into this country hes faced pep guardiola three times this season hes won all three what an absolute turn of events i was backing man city but thomas tuchel has come in and put on a tactical masterclass,"[('glad man city', 0.4712), ('manchester city', 0.4801), ('champions league', 0.4934), ('fine chelsea', 0.5074), ('man city chelsea', 0.5977)]"
42,scrolling thru this and city wolf ahhh and dead man walking i mean these are songs and bands that ive been obsessed with for a few years now lol thank you again to chloeee man city wangepiga kelele sana congratulations chelsea man city kalah x best sangat sebab fans tak banyak big congratulations for both chelsea amp city to make it to the finals two team left for entire europe consider big achievement congratulations again chelsea dua lipa performed better ucl final than manchester city i can t stop thinking about man city losing today i m so happy christian pulisic so proud to make champions league history as chelsea beat manchester city in final,"[('manchester city', 0.4859), ('congratulations chelsea', 0.488), ('man city', 0.5061), ('chelsea amp city', 0.5135), ('chelsea man city', 0.5789)]"
43,to be a fan of city in my country u have to want be laugh at its a strong liverpool man u even chelsea base here lets not talk about la liga so yes i second your saying im proud of my club shout out to all manchester city fans i sympathize with you id empathize with you too but im from bama and all i know how to do is win roll tide thomas tuchel erased the sad memory of last years final loss with psg by guiding chelsea to a second ucl title thanks to a win 1 0 win over peps man city in porto pennsylvania born player becomes first american to win champions league final as chelsea top man city yasss we can keep on memeing man city,"[('peps man city', 0.4998), ('manchester city', 0.5429), ('city fans', 0.5896), ('chelsea top man city yasss', 0.6374), ('manchester city fans', 0.6623)]"
44,manchester city is always has been and always will be my football club win loss or draw don t how you see sterling made an impact and saying that tweet is racist is absurd sterling was in reece james pocket the whole time i m a chelsea fan and i have to agree after sterling sub off man city was playing a little better but in the end chelsea is the better team manchester city fans i recommend you to go listen to the song save your tears for another day by the weekend callum hudson odoi has more champions league trophies than man city arsenal and spurs combined chelsea were just lucky today to come out today with a trophy cos man city played and out played u guys,"[('manchester city', 0.5662), ('team manchester city', 0.6196), ('manchester city fans', 0.6369), ('better team manchester city', 0.6739), ('better team manchester city fans', 0.6758)]"
45,christian pulisic becomes first us footballer to win the uefa champions league title as chelsea beat manchester city 1 0 in porto chelsea are kings of europe they win the champions league final beating man city 1 0 oh ok thats fair enough better to lift it at your home stadium the only time i can think of where it was lifted in an away stadium was when man city lifted the prem in brightons stadium the amex after beating liverpool to the league by a point lets hope our board gets quality players to take us far in europe next season manchester city won in my book i m so relieved that man city didn t win it but congrats still to chelsea tho congratulations to you my guy you deserve it up chelsea down manchester city,"[('uefa champions league title', 0.5055), ('champions league title', 0.5144), ('manchester city', 0.5159), ('chelsea beat', 0.5278), ('next season manchester city', 0.6004)]"
46,chelsea football club are champions of europe once again give us this day our manchester city congratulations to chelsea defense was crazy good manchester city had ownership of the ball i wished mci what s the difference between dua lipa and man city dua lipa performed well at a ucl final i m sorry i just couldn t resist chelsea are the champions of europe for the first time since 2012 after beating manchester city 1 0 in t i ain t even mad about man city losing bc look at how happy kant is havertz goal wins champions league for chelsea against man city,"[('chelsea football', 0.5017), ('manchester city congratulations', 0.5274), ('champions league', 0.542), ('chelsea', 0.5563), ('chelsea football club', 0.5565)]"
47,i feel so proud of our boys tonight kept our composture did not disappoint looked miles better than manchester city in every moment defense on point kante being as kante as he can theres a different pleasure when you win like that i admire you for saying that i could feel city s pain they threw all they could at us but chelsea stayed so strong and won the cl i am so proud man man city fans really deserved that best paof the commentary and the build up was this 100 certainty that man city and pep could not lose my biggest surprise of the last several days wasnt so much that liverpool qualified for ucl next season but that teuchels chelsea beat guardiolas manchester city i thought manchester city was the best team in the world this year,"[('city fans', 0.431), ('chelsea', 0.4472), ('man city fans', 0.4863), ('chelsea beat', 0.5343), ('proud man man city fans', 0.6193)]"
