,tweetpositive,keyphrases
18,marcus rashford manchester united playing in another country i would never say no other than manchester united im a big fan of real madrid and barcelona because theyve had great players and played attractive football everybody watches them please subscribe and share thanks a manchester united fan made these concepts id buy them all in a heartbeat especially the third one manchester united star rashford is top of the giving list after his high profile campaign on free school meals and food poverty arsenal chelsea leeds liverpool man city united and west ham all to win i really wish we see solskjaer as a manager lift the premier league with manchester united one day what a day it wo,"[('manchester united fan', 0.5243), ('liverpool man city united', 0.5455), ('manchester united', 0.5472), ('marcus rashford manchester', 0.6489), ('manchester united star rashford', 0.6731)]"
19,i can care less whom you supported but i for one am glad to see the man responsible for over 500 000 souls gone from office and a much better man in position and i will stand for the united states of america and its people anyway good luck man city mark bingham class of 1993 was born may 22 1970 bingham was a national champion with a proud gay man and one of the heroes who brought down united airlines flight 93 in pennsylvania on september 11 2001 saving hundreds or thousands of other lives shola shoretire wins manchester uniteds young player of the year award throwback manchester united players jesse lingard and paul pogba enjoy little downtime as they dance to a wizkids s i made a cover of thunder fire you by hope you guys enjoy,"[('united players', 0.3978), ('manchester united players', 0.405), ('year award throwback manchester united players jesse lingard', 0.4093), ('bingham', 0.4178), ('good luck man city mark bingham class', 0.5106)]"
20,manchester united 41 years won it 1952 and had another one 26 years which they won it again in 1993 alphonso is so good easily can walk into man united or arsenal starting 11 which is why liecester and manchester united deserves praise whoever owns the club manchester united is always special because of the fans i fully expect our women s bruno fernandes has won the sir matt busby player of the year award for the second consecutive season whoever owns the club manchester united is always special because of the fans i fully expect our women s team to rise to the top just a matter of time and belief i have read manchester united fans comments they can be pretty out there come to man united playing alongside cavani and rashford you will be top goal scorer,"[('manchester united fans', 0.5609), ('manchester united fans comments', 0.5687), ('manchester united', 0.59), ('man united', 0.5995), ('club manchester united', 0.6018)]"
21,i like that eds pushing the united nations sustainability agenda little big mans book go big manchester united please get sancho this summer abeg plus declan rice too thank you david moyes i couldnt say any more than im hopeful jesse might want to come here thats up to man marcus rashford manchester united player i would never say no to playing abroad other than united i m a big fan of real madrid and barcelona because they ve always had great players and played attractive football everybody watches real madrid and barcelona i remember being about 6 and getting a video called manchester united golden goals this was one of the first and i was absolutely transfixed the pass the curl the commentary golden,"[('manchester united golden goals', 0.4774), ('manchester united player', 0.4802), ('united player', 0.4859), ('manchester united', 0.4953), ('big manchester united', 0.5118)]"
22,bt spopundit and former manchester united midfielder owen hargreaves has praised arsenal midfielder mohamed elneny for his display best manchester united ever wayne rooney is one of the most well known footballers of all time an icon for generations of manchester united and football a positive mind set will give you confidence and nothing will stop you manchester united kingdom rt s appreciated im a man united fan but believe me bro liverpool will win tomorrow on the podcast yesterday made a great point that the high scoring fixtures on last day are the ones that have little riding on them having checked the trends i agree leeds v wba west ham v sou and wolves v man united should be the fixtures with goals aplenty that s the united i remember what a man,"[('manchester united kingdom rt', 0.5064), ('man united', 0.5573), ('man united fan', 0.5709), ('best manchester', 0.586), ('best manchester united', 0.618)]"
23,as a player in the 77 fa cup final he will always be one of my heroes that was the day i as a 7 year old boy discovered manchester united watching quite enjoying it manchester united kingdom this is just the beginning nat i m with you all the way in supporting the girls they represent manchester this is just the beginning nat i m with you all the way in supporting the girls they represent manchester united as much as the guys man if u could find man city and man united xi would be so so so helpful marcus is a great player any team would like him in their squad but he should stick with manchester united didntt know that is participating in the for the united kingdom this year this man is so talented,"[('helpful marcus', 0.4245), ('manchester united', 0.4496), ('man united xi', 0.4542), ('manchester united didntt', 0.4591), ('man united', 0.4834)]"
24,collab w thank you so much for joining this series mate we the great manchester united 2 cristiano ronaldo manchester united return closer than ever via united kingdom bless james he seems like a very nice man but we will obviously come last he looks like the average manchester united fan but this song is fucking good the only man that can win for the united kingdom any news before 2 30pm will be swell we need a hero ps man united news the most important cheers man two beauties united as of 10am on the campus of uncc this morning jordan became a commissioned officer in the united states army proud pop moment i love you man manchester united should be all over bissouma hes just too good cristiano ronaldos man united return is now closer than ever,"[('cristiano ronaldo manchester united return', 0.5874), ('ronaldo manchester united return', 0.5939), ('man united', 0.5969), ('man manchester united', 0.6062), ('man united return', 0.6193)]"
25,this weekend its the 10 year anniversary of winning the youth cup in 2011 enjoyed doing this look back piece with cheers to george best and his great glamorous life man united cab also celebrate we beat man city trophy congrats to swansea good luck in the final manchester united fan pep guardiola on old trafford and manchester united i like this atmosphere i could see myself coaching here one day launched just moments ago and running for 24 hours only this is your chance to win the ultimate prize for any manchester united fan respect from a man united fan what a turnaround you guys have had manchester united s bailly looking forward to europa league final against special villarreal,"[('manchester united fan respect', 0.5747), ('man united', 0.5771), ('manchester united fan', 0.5852), ('man united fan', 0.6341), ('man city trophy congrats', 0.6404)]"
26,rashford literally said besides man utd where would he go he doesn t have many options does he he s united through and through and he would never leave one of the things i respect about him the most goodluck man united is resting players for europa bruno fernandes is the first manchester united midfielder to win back to back player of the year awards since roy keane welcome to manchester united bro best team in the world come over tomorrow let s watch your first official game as a red devil together ggmu the great manchester united awaits him his future epl hall of fame spot is guaranteed epic tears of joy for suarez asides from the banter a good entry actually,"[('goodluck man united', 0.4995), ('man utd', 0.5213), ('manchester united bro', 0.5218), ('man united', 0.5415), ('rashford', 0.5752)]"
27,nothing much to say other than the fact i quite enjoyed it so i m going to compare this to manchester united for one reason only villarreal cooking real madrid man united need to turn up tomorrow so we have some momentum for the uel final anyone remember that period of 6 weeks manchester united fans called alex telles the best left back in the world despite scoring four goals at leicester city martin dubravka has won our poll as the man of t we cant wait on what would have been bests 75th birthday this is the story behind perhaps the most surprising move of all time would love to have him at manchester united came to man united and he won it all,"[('manchester united', 0.5304), ('united fans', 0.5315), ('man united', 0.5621), ('manchester united fans', 0.5768), ('weeks manchester united fans', 0.5825)]"
28,it was great obvs but actually man united away a quality performance against the biggest club in the world we are still the best club in united can never beat our record while we were struggling to top the league man united was struggling to feature amongst the first four happy birthday george may god bless you the turnout at the protest today in manchester was amazing i ve seen videos pics in london liverpool and all around the world edinson cavani has selected the standout performance of his manchester united career so far highlighting the dramatic premier league victory over tottenham hotspur on 11 april manchester united s past and present have been recognised this week with sir alex ferguson and bruno fernandes in the news for varying reasons,"[('dramatic premier league victory', 0.519), ('manchester united', 0.5759), ('league man united', 0.5943), ('manchester united career', 0.5968), ('man united', 0.6321)]"
29,this week i was beyond privileged to get an utterly amazing work in the post the most amazing artworks around anywhere in connection with manchester united football club manchester united are clear to beat villarreal the former manchester united boss has been impressed by the tottenham forwards follow us and lets follow you back no commentary from me tonight unless you fancy tuning in on us radio in ma head over to the team for all the fun and for someone saying man alive a lot manchester united will be champions on wednesday hey sharon you look like you from manchester si we can be united mo salah scored his 21st goal of the season as liverpool thrashed manchester united 4 2 to stay in the race for champions,"[('manchester united football', 0.5811), ('manchester united football club manchester united', 0.5883), ('manchester united', 0.5961), ('manchester united boss', 0.6046), ('club manchester united', 0.6115)]"
30,true lingard could fetch a decent price after his recent upturn in form we are man united goooood night everyone thomas tuchel has revived chelsea s interest in declan rice i counted the man united game as a accomplishment we are delighted to announce that lee martin will be playing for the manchester united legends on sunday 1st august at manchester united is winning the premier league next season bookmark this tweet food from nairobi tasty tender liver recipe we want to giveaway this man united jersey to one lucky follower i love pogba but stop trying to compare him to rashford again ideal club other than man utd means united are number 1 for him this will be a huge boost for manchester united going into next season,"[('man united', 0.5255), ('manchester united legends', 0.5295), ('lingard', 0.5392), ('true lingard', 0.5553), ('man united goooood night everyone thomas tuchel', 0.641)]"
31,i already know that i wouldnt be able to contain my joy when ole gunnar solskjaer wins the premier league with mancheste ronaldo is serious about coming back to manchester united hope it works out we are delighted to announce that lee martin will be playing for the manchester united legends on sunday 1st august at melksham town fc i already know that i wouldnt be able to contain my joy when ole gunnar solskjaer wins the premier league with manchester united man city united team news would be ideal one of the nicest and most generous man in england raphael varane is open to moving to an english club and is one of the top names on manchester unite man united rekindle interest in bayern star kingsley coman,"[('manchester unite', 0.5124), ('ole gunnar solskjaer', 0.5161), ('manchester united man city united team news', 0.5306), ('manchester united legends', 0.5339), ('man united rekindle interest', 0.5411)]"
32,this villarreal side will comfortably beat manchester united we know our clients chelsea have now revieved their interest in declan rice manchester united and manchester city are also interested kieran trippier has been appreciated by manchester united for many years but nothing official ha khan sir created a lot of respect from us and for our respected muslim brothers and reached us how we should live united man most of these players would dream to play for at least barca or madrid at one point in their football careers so if he makes some wonderful achievements at united and one of those clubs offers him a deal in future then why not pau torres had a very good game against real madrid excellent with the ball and will certainly improve us in possessio,"[('united man', 0.4338), ('united', 0.4364), ('declan rice manchester', 0.4511), ('manchester united', 0.4701), ('pau torres', 0.4964)]"
33,the only trophy real madrid manchester united and juventus will celebrate this year is coppa italia dont worry about rashfords quote he loves manchester united and is committed to the club when you meet a cute girl that bissouma guy is superb sha 2015 16 manchester united home shi martial 9 very good s 30 2015 16 manchester united home shi martial 9 very good s 22 you are an amazing young man met you and your lovely wife a few times hereford guildhall you and catherine will prosper and we will as a united kingdom good evening europe by this logic ajax is bigger than man united thanks for letting me know boss love man united we do,"[('real madrid', 0.5165), ('manchester united', 0.5633), ('man united', 0.5733), ('love man united', 0.5796), ('real madrid manchester united', 0.6505)]"
34,nahh i know im not delusionaly biased because i can openly admit 3 teams have had better seasons than us chelsea man city and i hate to say this but man united as well they ve all proven to have had better seasons than liverpool anybody under them on the table did not manchester united should win todays game for me my dream signing for manchester united wins la liga what rash needs is help he is good in fact he is very good get man united a great st no disrespect to edi and a very good rw sancho of course and watch him light up the league of course every footballer would love to play for real madrid and would dream about that it s a dream of mine so why not one day,"[('united', 0.3994), ('chelsea', 0.4182), ('manchester united', 0.4816), ('us chelsea man city', 0.4822), ('man united', 0.5243)]"
35,but i m at manchester united and i love my club can t wait for villareal to put manchester united in their place united fan born in manchester who is currently a fully fledged starter and important player for united yes im pretty positive that he wouldnt leave unless forced out man city would still win it because they have quality all over the pitch messi would just be an addition man united would be 2nd or 3rd david beckham manchester united legend inducted into premier league hall of fame the athletic great man united fan there broooooooo ive been saying this man united are a history club if interested in our upcoming pro trials please do not hesitate to dm us let s see the best manager,"[('place united fan', 0.5126), ('manchester united legend', 0.52), ('man united', 0.5457), ('athletic great man united fan', 0.5633), ('man united fan', 0.5819)]"
36,if word for word sancho came out in the same context and said manchester united and chelsea we know fans would get excited in 2017 manchester united made this city proud i hope they will again this year pau torres had a very good game against real madrid excellent with the ball and will certainly improve us in possession being left footed he would complement maguire too hes not too slow either hoping he has an off day against manchester united on wednesday again say whatever you want still invalid he s the greatest your club has ever seen will ever see ask the goat manager who without him or the goat he scouted manchester united is as good as elche i want harry kane to join manchester united would love to see them actually challenge for the title,"[('real madrid excellent', 0.4738), ('united', 0.474), ('year pau torres', 0.4779), ('pau torres', 0.4864), ('manchester united', 0.5123)]"
37,we would like to thank him for his work during his time tag a friend who would love this my main focus is to finish the season strong love manchester united fans manchester uniteds bailly looking forward to europa league final against special villarreal bet now via manchester united will always bigger than barcelona side note lets all stay united interesting stuff also spurs want henderson in goal next season worth it if kane is paof the deal david has a few years left in him we will return to the summit soon enough amp everyone knows it plus it s what clubs like manchester united do enjoy league 1 pal don t laugh at man utd next time biggest clubs in manchester in my book,"[('united interesting stuff', 0.4488), ('united fans', 0.5019), ('strong love manchester united fans manchester uniteds', 0.5181), ('manchester united fans', 0.5261), ('love manchester', 0.5559)]"
38,the silver lining was real madrid and liverpool went trophyless hopefully man united and chelsea follow suit mmoa manchester united have found a replacement for ronaldo after 13 years man 13 well cavani is promising and you think real madrid can replace them in 3 years think again congrats atletico madrid sixteen year old manchester united target sergey pinyaev could be on his way to barcelona considered as a future star of russian football pinyaev impressed everyone when on trial at man united barcelona is bigger than man united the manchester united boss has been impressed with the spurs duo congratulations real madrid manchester united and juventus for winning treble ronaldo retiring in manchester united would be the most beautiful end ever man united has the most beautiful babes no,"[('chelsea follow suit mmoa manchester united', 0.5352), ('manchester united', 0.5579), ('man united', 0.5815), ('man united barcelona', 0.5934), ('real madrid manchester united', 0.6601)]"
39,atletico madrid has won its 2nd la liga title under simeone they have been the better team throughout this season fully deserved it marcos llorente had a poor showing tonight but he is one player man united should make it a priority to sign him versatile strong quick intelligent player who is a league winner and contributed 12 goals and 11 assists this season definitely a must sign player we are excited to announce s phil lynch as a featured speaker for an accelerate advertising amp media summit with and join us as phil highlights manchester united on streaming dtc amp the future of fan engagement may 26 27 luis suarez is the reason athletico wins this year laliga his influence can be likened to what van persie had with manchester united,"[('luis suarez', 0.4914), ('2nd la liga title', 0.4993), ('simeone', 0.5004), ('player man united', 0.5273), ('atletico madrid', 0.583)]"
40,ole man utd on right path after steady improvement we won the pl with ashley young dont worry we will be fine with bruno sancho amad martial dvb james we have so many options great players have left us before manchester united will survive am a manchester united fan but am fxxxking happy for your for the fans and the lads a big congratulations to the champions of spain manchester united go win congratulations to for winning la liga for the 11th time suarez is for me the player of the season reminded me of van persie after manchester united stole him from arsenal watch ole turn manchester united into the biggest club in the world outshining both spanish giants in the future,"[('united fan', 0.4839), ('manchester united fan', 0.4914), ('manchester united', 0.5062), ('spain manchester united', 0.545), ('man utd', 0.5843)]"
41,some footballers are so talented even an academy cant break the streets from them georgie would be one of those players ole gunnar solskjaer would not hesitate in bringing his old team mate back to the club simeone is something else man hope he manages united someday both madrid teams channeling their inner manchester united i love to see it the sincerest of thank yous go out to mexico and brazil from a grown man in america thank you for supporting the allies including the united states thank you to our neighbors around the world for standing beside us even when we dont always deserve it gloooooory glory man united would he be a good signing i love manchester united and tupac shakur so much follow at your own risk i hope manchester united is watching,"[('united love', 0.4388), ('inner manchester united', 0.4396), ('manchester united', 0.467), ('man united', 0.5042), ('love manchester', 0.5168)]"
42,btw i am seriously feeling the chills about manchester united playing this villarreal side in uel final next week very well deserved pay rise for arguably the best player in pl this season bruno fernandes it is in a growth phase and the players are getting more and more the mentality that you should have in a club like manchester united which wants to win titles and more titles the only positive im taking from this real madrid game is that this villarreal would be playing man united on wednesday im pumped up on confidence this villarreal team looks very solid and i would not beg against them to lose the europa league final against my manchester united only man to take united back to the top other one is jose mourinho,"[('europa league', 0.4647), ('mourinho', 0.4994), ('manchester united', 0.5049), ('villarreal team', 0.5191), ('man united', 0.5682)]"
43,this is perhaps the first time im genuinely dabbling in tactics fe obviously wolves manchester united tomorrow now has far more significance but for sylvan ebanks blake it will always bring back happy memories here he talks his career at both what he is doing now and his gratitude to the wolves fans happy birthday manchester united veteran who don t show united matches on max tv bless up mali international yves bissouma would be a good signi manchester united fans are waiting for you to be unveil at the theater of dreams ot dont disappoint your former coach ogs this villarreal side will comfortably beat manchester united i do the same with inside united and various other man u publications there s s a certain smuggish pleasure in looking back at ones handiwork having it big is as important,"[('manchester united', 0.4664), ('united tomorrow', 0.4844), ('united fans', 0.4857), ('manchester united fans', 0.5255), ('good signi manchester united fans', 0.5973)]"
44,it s a whole mood hope man united win the europa league premier league 2001 2002 one of the most fantastic turnarounds of the premier league era made by sir alex fergusons manchester united liverpool overcome united in six goal thriller keep top four hopes alive a mercurial genius when on song for manchester united his next move dunstable town ole gunnar solskjaer is set to reward manchester united starlet hannibal mejbri with his debut against wolves and the 18 year old will become the fifteenth academy graduate to be given a chance by the boss good piece and it seems that an old man will make united stated of america a new brand again dear villarreal save your goals and pour it on manchester united thank you getting to watch manchester united is a very special thing,"[('united liverpool', 0.5328), ('manchester united', 0.5777), ('sir alex fergusons manchester united liverpool', 0.5785), ('man united', 0.5964), ('whole mood hope man united', 0.6117)]"
45,listen to the best of celestine achieng music on youtube click on this link it s amazing seeing manchester united fans back inside old trafford for the first time in two weeks marcus rashford manchester united my ideal club other than united i m a big fan of real madrid and barcelona bec bruno fernandes is close to agreeing a new 200 000 a week contract with man united after admitting he is happy with the progress of solskjaers team bruno fernandes is close to agreeing a new 200 000 a week contract with manchester united after admitting he is happy wi arsenal did a good job arteta take good care xd,"[('barcelona bec bruno fernandes', 0.4974), ('united fans', 0.4999), ('manchester united', 0.5323), ('man united', 0.5437), ('manchester united fans', 0.5463)]"
46,this man is the reason i love manchester city strictly him no one else i was 9 when he was slapping up united in the 2013 14 season and scoring incredible goals dont think ill ever recover from him leaving safe travels king cant wait to celebrates you tomorrow it doesnt just pay it makes you an honourable man a saint a martyr who will be respected and honoured the the president of the united states of america darren bent iam sticking up for my man united pal andy goldstein because eric cantona was way better than dennis bergkamp and thierry henry put together goals in finals and swagger leader always turned up in the big games and scoring free kicks,"[('manchester city', 0.4883), ('man united pal andy goldstein', 0.5162), ('america darren bent iam', 0.5191), ('man united', 0.5595), ('love manchester', 0.6083)]"
47,we are reds united as fans for the love of manchester united football we are also united against the glazers mali international yves bissouma would be a good signing liverpool will win and qualify manchester city will win the champions league mali international yves bissouma would be a good signing for premier league heavyweights manchester united according to goal readers the youngster scored ten goals for the reserve team in the premier league 2 to emerge as the highest goalscorer of the squad hey the whole manchester united fan amp community is with you so keep it up mate manchester united might just be the best fit for harry kane check out our new manchester united beermat collection ideal gifts for fathers day or a summer bbq just 10 for a pa,"[('new manchester united beermat collection ideal gifts', 0.5534), ('manchester united fan', 0.5635), ('good signing liverpool', 0.5818), ('manchester united', 0.5903), ('mate manchester united', 0.5933)]"
