,tweetnegative,keyphrases
10,united fans boycotted an epl fixture that was postponed no one is making any news about point deduction since its chelsea people would write for clickbait i really do miss chelsea chelsea clinton actually searched her own name and came across some dude she didnt know calling her ugly on twitter and she was like im gonna respond to this i remember this gist well he tried buying then arsenal fans and share owners ran gist about how they don t wanna be the next chelsea loool how he s bad for football and blah blah bare people quoting it and replying to it so i cba especially if it hits chelsea twitter lol real madrid have inherited the behavior of chelsea players and their fans by celebrating nothing muslims who suppoand defend chelsea will always be weird to me,"[('chelsea', 0.4208), ('united fans', 0.4608), ('defend chelsea', 0.4932), ('chelsea twitter', 0.5025), ('chelsea people', 0.5117)]"
11,if chelsea fan talk this one about their players now we no go hear word really don t understand why david luiz is getting some kind of cult hero send off as if he s been with us all his career thats not true the ones who are anti semitic is the ones who attack jews like many in pro palestine demonstations have done and to add to that to stand with the jewish community in the uk when chelsea is a english club is paof their responsible for their community,"[('pro palestine demonstations', 0.3802), ('chelsea', 0.383), ('anti semitic', 0.4455), ('chelsea fan', 0.4622), ('david luiz', 0.5002)]"
12,yep fake cunning her dad used a female in the wh amp her mom lets not forget benghazi amp destroying of emails cunning doesnt come to mind unless not getting locked up for her crimes is what you mean if chelseas cunning like them shes in for a lot of headaches dont pick up another piece of cane chelsea dont condemning israel and supporting palestine is not antisemitism shame on you chelsea fc what a nonsense statement to make considering abramovic supports the illegal settlers in occupied palestine anyway back to more important matters give chelsea a fcking slapping for us tomz the most protected people on gods green earth any criticism of israel and it becomes an anti semtitic issue,"[('fake cunning', 0.3491), ('cane chelsea', 0.3646), ('chelsea fc', 0.389), ('chelseas', 0.4148), ('chelsea', 0.4386)]"
13,when you hear such talk just know that football amateurs are talking people because of being fans dont think well with fact before posting i have side effects with my blocker injections even though the endocrinologist says its not possible and one of them is oddly specific dreams chelsea football club is such an embarrassment heritage i guess every club has its demons but chelsea they really shouldve sat this one out man football is strange bayern really lost a champions league final at home to chelsea imagine the scenes of winning a champions league at home when i die today i will still suppo i was chelsea fan now i hate the club what happened to us this season if it were chelsea you would be languishing at the mid table give us a break,"[('chelsea', 0.5032), ('chelsea imagine', 0.5264), ('chelsea football club', 0.5277), ('chelsea fan', 0.5667), ('specific dreams chelsea football club', 0.608)]"
14,no other fucking club has either so why tf should chelsea double standards man how about we dont charge women who have stillbirths with murder by as to chelsea clinton feeling sorry fo bill gates how tone deaf and immune to irony can these globalist s toadies be hazard in 7 seasons at chelsea missed 21 games due to injury that averages to around 3 games a season as a chelsea fc fan my whole personal objection to this statement is that it only represents the owner of t hating chelsea must have beckons when tottenham denied us the opportunity of sig but you wont see a palestine tweet because of abramovich check all of chelseas past statements all included anti semitis i am a big fan of chelsea but now i cant respect them anymore,"[('palestine tweet', 0.3612), ('chelsea fc', 0.5349), ('chelseas', 0.5498), ('chelsea', 0.5591), ('chelsea fc fan', 0.5853)]"
15,as a chelsea fc fan my whole personal objection to this statement is that it only represents the owner of the club only and as an arabian i suppo the champions of laliga were beaten mercilessly by chelsea farmers league indeed lmao but you wont see a palestine tweet because of abramovich check all of chelseas past statements all included anti semitism but not islamophobia this football club is a disease and i hope they liquidate chelsea can t afford them mfers get one pair of chelsea boots and staacting brand fuckin new and man did he look pretty ill i did he thought he was never going to play again also chelsea handler i think it was had her ears go numb no way in hell im having this sh it injected into my boys or myself,"[('chelseas', 0.4359), ('chelsea', 0.4586), ('chelsea fc', 0.4716), ('chelsea farmers league', 0.4844), ('chelsea fc fan', 0.5573)]"
16,chelsea will be trophyless too don t loud it chelsea fan god forbid chelsea suppokilling children and women in palestin by defending israel and israel war crimes and they don t say anything to suppothe people facing deat and boom everyday by israel from today i am not a chelsea fan anymore hanan chelsea i dont have an attitude im just tired of hearing about how weak i am and how im a shitty partner its not helping if anything its making shit 100 x worse if a bank account entered into a ppp loan application can not be verified through this additional step our company policy does not allow us to continue processing it further we are unable to provide additional information there is no alternate way to verify your account,"[('ppp loan application', 0.3683), ('chelsea fan god', 0.4294), ('hanan chelsea', 0.4492), ('chelsea fan', 0.4555), ('chelsea', 0.4852)]"
17,i was never one of those abusive amp disrespectful wenger out people this is actually so sad shouldve never left chelsea but it was his boyhood dream so never thought i would see chelsea manning advocating for lesser of two evil ism my mind is blown honestly tbh i see where your coming from when we lose we lose shit and say the derby thinseason i knew we were losing first 10 mins even chelsea da cup semi we showed nothing chelsea go figure youre coming at me and giving me attitude when youre the reason were even in this situation palace is the worst team chelsea have faced this season and you guys won 7 0 last time it ll be an easy win better fkn not be,"[('chelsea da cup semi', 0.4417), ('nothing chelsea', 0.4639), ('chelsea', 0.4747), ('abusive amp disrespectful wenger', 0.5335), ('worst team chelsea', 0.5526)]"
18,drama tomorrow villa gets chelsea in a choke hold but leicester still lose to spurs liverpool make top 4 city beat everton and arsenal i can never tell what happens with them they are mad over there unpredictable bastards whats your prediction hanan chelsea and bitching about it all day isnt going to change shit now is it i already apologized and took responsibility for fucking things up for us today either accept it and we can move on and try to regroup for tomorrow or just bitch some more choice is yours jewish scripture literally rejects the idea of an israel screw chelsea for this tired of giving all of me for people who only give me half of them,"[('hanan chelsea', 0.3986), ('spurs liverpool', 0.4009), ('chelsea', 0.4799), ('prediction hanan chelsea', 0.4873), ('drama tomorrow villa', 0.5598)]"
19,chelsea fc should also stand with the uks muslim community and muslim communities across the world in the face of rising islamophonic racist xenophobic and genocidal attacks this hatred and intimidation towards the muslim community is unacceptable and must stop the comments are why i hate chelsea fans on ft twitter i hope not got someone saying to me that chelsea deserved to lose ill follow chelsea cause she looks like my last 20 gfs chelsea please hate text me amp tell me how much i suck chelsea so sick of being partnered with a weak link i wish this was an individual game and i was in charge of my own fate having someone drag you down and flat out not even give af is the worlds most frustrating thing im fucking sick of losing,"[('gfs chelsea', 0.4566), ('chelsea', 0.4906), ('chelsea fc', 0.5261), ('chelsea fans', 0.5493), ('ill follow chelsea', 0.5535)]"
20,say no to genocide say no to racism against palestiniens i am chelsea fan but its look like i would regret it chelsea s post got nothing to do with israel or palestine it has to do with innocent jews who have nothing to do with the conflict being attacked on the street for being jewish why is it easier to believe in aliens than systemic racism in the us its too heartbreaking when your club is run by zionists and clearly suppothe abuse of palestinian muslims amp christians i can t believe this is chelsea page ima be pissed if chelsea get tchouameni joining fans after chelsea decided only jewish are being hated any tips,"[('systemic racism', 0.3954), ('innocent jews', 0.4019), ('chelsea page', 0.4107), ('chelsea', 0.4688), ('chelsea fan', 0.4826)]"
21,chelsea so fucking pissed if i actually had a partner who pulled their weight and wasnt left to pick up slack do all of the work id feel like shitty about this loss a big club like chelsea should not announce such things there are fans who do not like this it may be fans who stand with palestine the club should not interfere in these matters the club may hate later chelsea de var ju ett b west ham innan ryssen tog ver fuck them p engelskt spr k he is the worst chelsea player hands down if anybody says no they either didn t see it and know its about chelsea or there lying everybody who watched it or knows ball knows it was a disgrace,"[('disgrace', 0.3341), ('chelsea player', 0.416), ('chelsea', 0.4771), ('worst chelsea player', 0.511), ('worst chelsea', 0.5362)]"
22,it is a tragedy you could send liverpool chelsea manchester city but you send counties league musicians songs every year germany not different you have to take it serious if you want to have a chance those bloody chelsea fans damn their eye cant believe this club shows more respect to chelsea legends than arsenal legends shameful and i still dont hate chelsea because this club is far bigger than a zionist prick of an owner who isn t here chelsea trophyless for 2 seasons wtf did you just described chelseas season in less than 50 words youre forever goated man was it a disgrace listened noce job guys chelsea twitter is gonna have a melt down when our big signings this summer are along the lines of tchouameni or kamara and not haaland lukaku or rice,"[('chelsea', 0.5301), ('chelsea legends', 0.547), ('chelseas season', 0.5791), ('chelsea fans', 0.591), ('bloody chelsea fans', 0.6158)]"
23,why do some chelsea players have an agenda with us there isn t even a rivalry trying to create one for nothing so weird what fans want doesnt matter though we dont have any power on who owns the club why should i or other chelsea fans be ridiculed for having an owner with questionable background chelsea fans are like any other human beings u think we like what owners do in their free time they were seething at the contemptuous gesture it was the talk of the dressing room in the build up the whole squad after this tweet i announce that i hate everything related to chelsea go to hell come on manchester city we are against any kind of hate but in the first place there were acts of violence and hatred against the pale,"[('hatred', 0.413), ('chelsea players', 0.4506), ('chelsea', 0.5023), ('chelsea fans', 0.6069), ('questionable background chelsea fans', 0.6294)]"
24,for the forced sheikh jarrah evictions he is not going to suppo free palestine teams with the worst fan base in each of the top 5 leagues chelsea fc boycott same would happen to chelsea if they buy rice for a big fee which it will have to be same questions will be asked about rice like they were about pogba and that wouldn t put chelsea in a positive situation which is not what the board want chelsea is loosing everything ucl and top4 because of this stupid statement the primary example i can think of is when they banned the chelsea fans who directed islamaphobic chants at mo salah besides that no there hasn t been a big campaign,"[('chelsea fc', 0.4245), ('chelsea', 0.4334), ('free palestine teams', 0.4577), ('chelsea fans', 0.4955), ('leagues chelsea fc boycott', 0.6323)]"
25,missed connection you used the atm before me at the cvs in chelsea and you have 730k in your checking account you d thats not your business stay away from chelsea simon youre a biased journalist i cant rate you stories anymore and tt will disappoint you tomorrow we as well stand with the palestinian communities in gaza westbank and in exile allover the world against zionist apartheid which unfortunately is supported by chelsea owner abramovich yeah it s absurdly overstated amp out of context requesting for rice didn t get frank sa shame on you we as chelsea s arab fans do not accept this thing you must know that the palestinians are being deliberately expelled from their homes and being bombed by the israeli occupation free palestine i hate chelsea more than i hate liverpool and city,"[('chelsea simon', 0.4162), ('palestinian communities', 0.4304), ('gaza westbank', 0.4688), ('chelsea owner', 0.5003), ('chelsea', 0.5182)]"
26,the street aint safe bro chelsea are not going to take chances ooo i didn t know this where was chelsea community when children were been killed by the jewish and made them homeless and parentless so lets be humans not racist of any kind and make a community which can stand for the rights of everyone no matter his religion like your a chelsea fan you dont even know what competition theyre playing in ffs lmfao can t believe partey left and atletico won the league makes you think this life no balance your in the wrong pa i am sorry if chelsea get a points deduction for poor player conduct then amp exact same bricking it because im worried these bottlers will wreck chelseas future elvis costello amp the attractions i dont want to go to chelsea via,"[('chelseas', 0.5661), ('chelsea', 0.5742), ('chelsea community', 0.622), ('bro chelsea', 0.6361), ('safe bro chelsea', 0.73)]"
27,then what say yes to terrorism say yes to force eviction of palestinians say yes to killing innocent civilians elders women and children say no to antisemitism is terrorism these people want chelsea out of top 4 so bad how is it possible to deduct only chelsea and leave leicester out i love chelsea but abramovich has unfortunately funded the displacement of palestinians from east i don t care if chelsea wins but fuck pulishit we dont want them for god sake chelsea is producing good talent and let me remind u chelsea flops are in final of champions league so hw abt the best players where are they nw kkkkkkkkk and i was wondering why the only muslim north african in chelsea is completely silent this could be the reason why man city s goat,"[('muslim north african', 0.3849), ('champions league', 0.4168), ('palestinians', 0.4219), ('chelsea', 0.5322), ('god sake chelsea', 0.5683)]"
28,liverpool s goat never won a prem and ate 6 on his last game mount amp kante aren t creative aren t press resistant not really great goalscorers rice poor ball progressor for a low block team that s a class midfield at chelsea nah yeah that true those officials don t like you re not rated on chelsea ft so to clarify you no longer suppochelsea because you hate jews no other explanation for this these european clubs and organizations who shows themselves neutral and humanity sympathizer are gradually coming in real shape and getting exposing ive always hated chelsea not anymore fuck europe we may have just got 0 points but next week two english teams will win european trophies united and chelsea,"[('english teams', 0.4035), ('european trophies united', 0.4506), ('chelsea ft', 0.4545), ('chelsea', 0.481), ('liverpool', 0.4965)]"
29,lo que si esta mal es lo horrible que juega lo mas que plante los partidos de ucl vs chelsea y s male los cambios terribles que hizo we need to get chelsea arsenal man utd man city spurs and liverpool together in a room and make our own super eurovision we dont need this shit you ve acc sold your soul to chelsea twitter thats the thing the risks are appearing as clinically indicated the response to predictions fulfilled is disproportionate australia need look at other countries where az and other vx efficacy is trending the same and stop focussing on the inevitable anomalies vx here suck,"[('inevitable anomalies', 0.3426), ('chelsea twitter', 0.365), ('risks', 0.3735), ('disproportionate australia', 0.3864), ('vx efficacy', 0.398)]"
30,but its very dressing to know that roman abramovich donated 100m 2 elad an organisation which is responsible 4 ethnically cleansing palestinians from their jerusalem homes dont take my word 4 it read the bbc report lincoln city boss michael on why he allowed sean roughan to go on trial at chelsea opportunities like that don t come round very often we re not going to send sean out here and there but when chelsea come knocking it s difficult for me to say to sean you re not going u dey fuck yourself lack of self awareness zouma doesn t stafor chelsea tf so the fonz hates chelsea i will never suppoa football club that stands against justice amp against humanity free palestine shame on you chelsea,"[('chelsea tf', 0.4544), ('palestine shame', 0.4647), ('humanity free palestine shame', 0.4888), ('chelsea opportunities', 0.5115), ('chelsea', 0.5229)]"
31,i dont even think that whoever wrote this post is truly convinced while he is watching what is happening in palestine shame on you again ive always hated chelsea now i hate them even more am no more a chelsea fan again fck fc chelsea they lie all this is to make liverpool qualify its a distraction did chelsea played with ghosts manifesting liverpool or chelsea to lose tomorrow and miss out on top four chelseafc you just lost many supporters what about all those innocent children amp civilians killed by israeli jews zionist in gaza never seen a statement regarding that anti zionism is not been anti semitic as a fan of chelsea fc we have better expectations really disappointed i will no longer suppochelsea fuck chelsea chelsea doesn t want you either 2,"[('palestine shame', 0.5032), ('israeli jews zionist', 0.5046), ('anti zionism', 0.5163), ('fuck chelsea', 0.5419), ('chelsea fan', 0.546)]"
32,apafrom this black jersey every other chelseas jersey since yokohama has been trash chelsea manning was attacked by police with riot gear and pepper spray at pride this is fake news obvious campaign against chelsea how is our net spend 180mil then thats like what we spent on everyone we bought then selling lukaku would put us down where chelsea is its completely flawed unless chelsea now also call out the horrific war crimes committed by israeli settlers then this is absolutely shocking from chelsea you say no hatred isn t hatred killing innocent children invading their homes and stealing their land the champions league final is between chelsea a team owned by a russian zionist who bankrolls zionist settlement projects and manchester city owned by the traitorous state the uae ffs can they both lose,"[('chelsea team', 0.4692), ('trash chelsea manning', 0.4826), ('chelseas', 0.497), ('chelsea', 0.5018), ('chelseas jersey', 0.6004)]"
33,i don t see how i m not because i m pointing out that chelsea s history is rotten and your owner even more so we all use iphones and androids which are made using slave labor that doesn t mean we re excused for other crimes the crimes of abramovic are supporting a brutal oppressor directly how about we dont charge women who have stillbirths with murder this is an obvious and an absolute agenda against chelsea they should do what ever that they want to do ft chelsea fall to defeat in the fuck chelsea fc and fuck the jewish community just another reason to hate u kept shut when jews invaded the palestinian homes took them out put jews in killed their children ruined their lives but u just feel sorry for jews,"[('chelsea', 0.4653), ('ft chelsea', 0.471), ('fuck chelsea fc', 0.527), ('chelsea history', 0.5352), ('fuck chelsea', 0.5798)]"
34,u r just a very big murderer zionist club where did arsenal go wrong william left chelsea only to be sold as a rice stew whys it so difficult for you to comprehend this is just shockingly bad journalism rice should be careful with chelsea his cousin drinkwater was so frustrated by the blues he got drunk with chelsea rice may end up as pudding in blues so its only chelsea and not both teams pathetic fuck off chelsea if we sell him there be a riot in the east end fuck you chelsea s owner you are stupid man utd even gave him a leg up last week fielding their 2nd xi chelsea shouldnt have made top 4 last season i m flopping so hard lately so i want to find new moots please this,"[('2nd xi chelsea', 0.4421), ('stupid man utd', 0.4576), ('big murderer zionist club', 0.4701), ('chelsea', 0.5212), ('chelsea owner', 0.538)]"
35,what a bad season arsenal sound i just prefer my players to at least look like they give a fuck about my club carlo was accused of being too soft with his players at chelsea hopefully the same doesnt happen here because you are a chelsea fan moo hate team yen and bro he destroyed chelsea on london in the r16 that year after that he got injured thats why messi didnt play the rest of the tournament net spend is some bullshit chelsea only 100mil this cant be real can it did chelsea really say this i remember last week chelsea handler made a video about losing her hearing after the shot not sure if it is permanent for her,"[('chelsea', 0.4673), ('last week chelsea handler', 0.4693), ('chelsea fan', 0.5276), ('chelsea fan moo hate team yen', 0.5551), ('bullshit chelsea', 0.5906)]"
36,are you two dumb united beat barca in the ucl in 2008 and then beat chelsea in the final 14 year olds man chelsea is considering being anti occupation being antisemitism chelsea fc supports the terrorist contry i s r a e l 50 million dollars who you think you kidnapped chelse unfortunelly the chelsea boss is actively funding ethnic cleansing of palestinians man city and chelsea should refuse to take the field in the cl final in protest whats happening in palestinine is awful but its not chelseas responsibility to do so and i cant think of any other club whove spoken up about it boring football since march 2020 we add views and they cry chelsea chelsea chelsea you are never positive about anything chelsea fc its embarrassing,"[('chelsea', 0.5726), ('chelsea fc', 0.5738), ('man chelsea', 0.5931), ('year olds man chelsea', 0.5984), ('antisemitism chelsea fc', 0.6777)]"
37,i don t think there is a more vile and disgusting club than chelsea football club racist scum low life degenerate shameful disgusting club if liverpool ever tweeted something like that i would stop supporting them fuck that and then why is everyone commenting chelsea posted this to call out anti semantic behavior which has become increasingly violent all over the world yet this comment section is saying but palestine yeah fuck chelsea city also arent any better their owners i mean fuck ff chelsea won a europa league at chelsea yall had no love for him roman is half jewish when england refused to grant him the visa he applied with a 100m donation to a foundation focused on kicking palestinians out of their land fuck you chelsea same reason you hate chelsea oh its happening,"[('shameful disgusting club', 0.5731), ('chelsea football club', 0.5751), ('fuck chelsea', 0.6323), ('palestine yeah fuck chelsea city', 0.6846), ('chelsea football club racist scum', 0.7204)]"
38,embarrassing organisation not surprised you tweeted this since you re owned by a zionist chelsea fans don i am a diehard supporter of chelsea fc i don t want my club to be owned by someone who finances genocide say no to chelsea i ll literally be sat in a bar toilet can t see straight and will check my emails like no one is emailing you chelsea at his time we regularly conceded 5 goals against chelsea and liverpool the answer is chelsea fuckin clup they want to frastrate chelsea players i think there campaigning aganist us me i would never play in this country and certainly not for utd chelsea ciry liverpool he s a chelsea legend btw none of this spazpi shouts that guy stinks chelsea are done out here,"[('chelsea', 0.5352), ('chelsea fans', 0.5387), ('chelsea fc', 0.5403), ('zionist chelsea fans don', 0.6593), ('zionist chelsea fans', 0.6681)]"
39,i bet the jewish community of england does not want to have anything to do with chelsea and their criminal behaviour looking at the pictures of hazard what the hell can chelsea do to help as much as i hate that he left when in my opinion we needed him to stay you cant kick a man when his down and clearly he looks totally miserable and unhappy so what can we do as fans club i dont know such equivocation just because one thing is wrong in a global context literally every business manufactures from china doesn t make the rest of the things chelsea does less bad use logic pls for what hahahahaha its nw makes sence that they hate chelsea they make us lose vs leicester they revoke our goal,"[('fans club', 0.3053), ('leicester', 0.3343), ('hazard', 0.4566), ('chelsea', 0.5353), ('things chelsea', 0.5354)]"
40,as much as i dislike chelsea this is bollocks this is what used to happen most games and what modern football is missing hua cheng cursing at his phone which doesnt catch signal his chelsea boots getting mud all over them and all the wasps manchester united is losing but it s chelsea fans that are bleeding up chelsea fuck lille up atletico fuck milan fuck napoli and especially especially fuck liverpool lose the champions league all i said was chelsea is a shit team anyway can i explain your tweet you meant to say i suppoisrael against the palestinian even if they killing the civilian i thought the sposuppothe peace and making people life enjoyable that is meaning nothing to do between chelsea and the sports,"[('fuck liverpool', 0.4582), ('atletico fuck milan fuck napoli', 0.5105), ('chelsea', 0.5298), ('chelsea fans', 0.5908), ('chelsea fuck', 0.5936)]"
41,why epl reffs var officials hate chelsea but us chelsea fans we knw there tryng to to make chelsea out of top 4 thats why they do poor reffring if actually posted this it would rank as one of the stupidest of all time honestly arsenal aint exactly clean like that either they obviously havent come out as public as chelsea but its clear they tremble whenever someone like el neny or zil tried to speak up against these issues its a shame honestly these clubs only care about money no morals if you choose to make it about that instead of supporting the jewish community then you re paof the problem you are an antisemite think long and hard about it you related religion to government,"[('epl reffs var officials', 0.4045), ('poor reffring', 0.422), ('chelsea', 0.513), ('us chelsea fans', 0.566), ('chelsea fans', 0.5846)]"
42,same way mourinho said hed never manage spurs or how fabregas would never go to chelsea the sports full of liars 2 days ago was so confident for tomorrow now i just can t stop thinking about missing out on cl football and lukaku rice whoever just because we couldn t win one game so we re all just forgetting the stinkers he dropped against chelsea then and i doesnt understand why you think you always have too answer tika and chelsea questions they isnt your biological mother u doesnt have too give them no explanation see dorian u be pissing me off cussed them out how u does me and they always on someones page some chelsea fans actually have mid table team mentality they should be supporting watford at best im officially no longer a chelsea fan,"[('chelsea', 0.4666), ('way mourinho', 0.4907), ('chelsea questions', 0.523), ('chelsea fan', 0.5328), ('chelsea fans', 0.56)]"
43,apafrom the racism spitting and biting of course its a chelsea fan lol i no longer have same passion n love for chelsea for this post palestine are been killed ruthlessly bt u chose to side the j chelsea got eliminated in champions league in 2011 in the semi final against barcelona why because the referee sucked ass but guess what it doesnt matter they won the next champions league after that aiding and abetting an incompetent government i deserve to have a choice i am finding this preachy divisive nonsense unbearable have your vaccine if you choose to and then stfu they can piss off all the chelsea fans fuck chelsea and fuck jewish an arsenal legend not chelsea because they are bastards,"[('chelsea', 0.5077), ('chelsea fans', 0.5851), ('chelsea fan', 0.5923), ('chelsea fan lol', 0.6083), ('fuck chelsea', 0.6102)]"
44,i dont agree with that price tag even though declan rice is a good player and also tammy abraham should not be paof the deal we fucking need the guy without tammy we wouldnt be playing ucl does the english club chelsea have lost their mind talking about unas who do not exist if you want to clarify some things talk about palestine because it is the only country in the didn t win the cl with chelsea in fact missed crucial penalty in 08 just another plastic wannabe fan who knows nothing if chelsea fall out of top 4 turrrible weekend for you bub chelsea must sued epl reffs var officials for that poor reffring chelsea fan admires violent racist,"[('club chelsea', 0.4904), ('english club chelsea', 0.4936), ('chelsea fan', 0.5003), ('bub chelsea', 0.5031), ('chelsea', 0.5053)]"
45,stupidity ignorance and terrorism are united in the head of chelsea s management which came up with idea of this brilliant screwed up post anti zionism is not anti semitism sports stand for anti racism and this post is exactly the opposite of it is your dembele even productive even timo they called wasteful is more productive plus is mount not better than trincao and braithwaite lets not even start that chelsea go too mend us fuck chelsea chelsea s shit shame on you chelsea and god bless palestine true they make chelsea lose they think us chelsea fans dont see what there planing nw to hell with fa as a chelsea channel we re not representing any political matters and purely just funding people in need ooooh chelsea fans beatin themselves up rn,"[('chelsea', 0.5166), ('chelsea fans', 0.5184), ('us chelsea fans', 0.529), ('need ooooh chelsea fans', 0.563), ('fuck chelsea', 0.566)]"
