,tweetpositive,keyphrases
10,beautiful service for a celebration of life for my mom and our aston villa family friends we have lost last year and thi beautiful service for a celebration of life for my mom and our aston villa family friends we have lost last year and this year but now we have gained as angels heits a big thankyou from all of our to the aston villa foundation and rev jon grant utv we all know liverpool and leicester will win their games good luck to conor hourihane who is going back for another crack at the championship playoff final at wembley for swansea,"[('liverpool', 0.4873), ('aston villa family', 0.5199), ('aston villa foundation', 0.5318), ('aston villa family friends', 0.5393), ('aston villa', 0.5416)]"
11,ah ben this has made me shed a tear you absolutely deserve to be there when you see those annoyed not being there tomorrow need to be in your shoes humbling and the rest of the family i know you will do your thing stunning goal sees second team book place at championship playoff final have won their last 3 away matches against aston villa last winning 4 in a row at villa park between 1995 well luke what we have here original 2018 19 away shiin xl extremely sought after promotion winning away shiworn by the likes of jack grealish and john mcginn throughout an impressive campaign that saw the villans promoted back to the yaya tour s goal against aston villa is still my favourite non aguero goal of all time this was when we were very decent,"[('villans', 0.3997), ('villa', 0.4004), ('stunning goal', 0.4417), ('aston villa', 0.46), ('favourite non aguero goal', 0.62)]"
12,sporting springfield family please help us wish our teams good luck that are competing in the president cup final today chelsea visit aston villa to hang on to a top four finish it s simple it s a must win there is a good possibility we beat man city liverpool leicester everton real madrid etc they are way bigger dan villa aston villa good team big game big players enjoy villa park if youre going whos arsed that kieran trippier and kyle walker have both won their domestic leagues all saw trent put a decent cross in against aston villa and thats all that matters thank you so much andrew i agree aston villa will demand our best so that we have to earn,"[('villa aston villa', 0.47), ('springfield family', 0.482), ('aston villa', 0.4849), ('man city liverpool leicester everton', 0.5085), ('final today chelsea visit aston villa', 0.5595)]"
13,my perfect ending to the top four race and pl season is for liverpool and leicester to take care of business and aston villa do the lords work you with your logic aston villa is having a better season than both everton and liverpool going from almost relegated to 11th place in the league one spot higher than everton finished last season wow those boys at villa had a great season way better than everton or liverpool bro it s all good we ll at least play ucl but y all won t cause aston villa and city will do it for us thank you so much andrew i agree aston villa will demand our best so that we have to earn that top 4 position i appreciate all of your support i m very grateful,"[('aston', 0.4612), ('liverpool', 0.5012), ('liverpool bro', 0.5162), ('logic aston villa', 0.5576), ('aston villa', 0.5668)]"
14,chelsea news thomas tuchel sends a strong aston villa message ahead of via not jealous at all of the people who ve got tickets for tomorrow how i want this weekend to be i was at villa leisure centre not quite rimini but b6 does have much to offer aston hall the historic witton tram museum and dont forget the mighty villa park every fan should cheer clap and make themselves heard from whistle to whistle long before and long after no matter the result show deano the boys and the whole villa family how much we have missed them centre backs with the best aerial duel win this season,"[('aston hall', 0.4697), ('villa', 0.4957), ('aston villa', 0.5796), ('strong aston villa message', 0.598), ('chelsea news thomas tuchel', 0.6228)]"
15,a massive thank you to all the teams involved in getting villa park ready for tomorrow s game safely with fans so proud to be a paof this we re almost done and think it s time for a sneaky beer tomorrow is the day aston villa will send chelsea out of the top 4 race i really can t wait to make jest of my chelsea fr wishing aston villa liverpool and leicester all win tomorrow no specific reason just wishing have an amazing time both of you enjoy every moment i ll give you a wave from k2 up the villa aston villa vs chelsea match preview up now lets get that win liverpool will win and qualify manchester city will win the champions league,"[('win liverpool', 0.5255), ('villa aston villa', 0.5401), ('aston villa', 0.548), ('aston villa liverpool', 0.569), ('day aston villa', 0.5692)]"
16,as says we got the best years out of mon did good a job at aston villa took them years to recover from his departure definitely done as a manager now wes edens incredible 1 6 billion blueprint to transform aston villa tomorrow is the day aston villa will send chelsea out of the top 4 race i really can t wait to make jest of my chelsea friends tomorrow when they lose may well be the egyptian king s final farewell tomorrow been a true professional since he s been at villa for the 10 000 making the trip tomorrow give this man the applause he s deserves thank you aston villa for adding john howell to holt enders in the sky this got me hope you enjoy the day whatever the result,"[('villa', 0.4543), ('aston', 0.4882), ('aston villa', 0.5764), ('aston villa tomorrow', 0.6003), ('day aston villa', 0.6046)]"
17,every game we play is like a final we will go into this game like a final and we will give everything i hope they win and give you a proper good day out tomorrow pal will be cheering for you as i m sure all of football will be you guys look after casey and em tomorrow make sure they have the time of their lives they both deserve it i m sure will be looking down with a huge smile from up high thanks for watching likes and rts are always appreciated lovely day for it premier league for top 4 tomorrow could be interesting,"[('lovely day', 0.2976), ('hope', 0.3129), ('proper good day', 0.3278), ('tomorrow', 0.3432), ('tomorrow pal', 0.4295)]"
18,james if you read this please give your mum and dad my love i first met them at away game aston villa in the pub saw them supporting you at every away game cheers steve last game of the season tomorrow so happy its not a season defining game after the last 3 years we need this aston villa are actually better than barca this season agendas aside thank you for making aston villa the club we all know and love again yep be interesting to see who goes in for with villa looking to push on to the next level keep an eye on account we are winning against aston villa tom,"[('barca', 0.4688), ('aston villa tom', 0.4857), ('villa', 0.4938), ('aston villa', 0.5684), ('game aston villa', 0.577)]"
19,in incredible fans another club that experienced bad ownership that hopefully they will overcome and thrive like aston villa did i m old enough to remember we when they won fa cup and jim montgomery had the game of his goalkeeping life with some incredible saves pat mcmahon a fringe player in jock steins great celtic side of the late 1960s had a decent spell with aston villa in the 70s all the best player of the season with ollie slightly behind emi has been superb an excellent sign of things to come at aston villa i want this drama pleaseeee sporting springfield family please help us wish our teams good luck that are competing in the president cup final today 07 stoke 05 psg and 04 aston villa you have the entire club cheering you on good luck,"[('villa', 0.4267), ('incredible fans', 0.434), ('aston', 0.4489), ('great celtic side', 0.4781), ('aston villa', 0.5508)]"
20,but but but van dijk is the greatest thing since sliced bread and salah is messi congrats and best wishes in the final from an fan who wants a dean smith derby next season kai havertz is fit and ready to play against aston villa tomorrow but but but van dijk is the greatest thing since sliced bread and salah is messi surely you should have beat aston villa totally agree and if this is in relation to buendia then people against it need to realise hell be one of the best players in the prem at a top half club let alone championship signing him does show ambition and would probably be the best player we can attract right now more tomorrow hoping the team get a result and have more of this,"[('next season kai havertz', 0.3825), ('aston villa tomorrow', 0.414), ('van dijk', 0.4619), ('messi congrats', 0.5026), ('messi', 0.5123)]"
21,have an amazing day guys don t forget your boots i think you re pencilled in for the last ten and a backup rb lb and i ll be happy a tammy abraham would just be the cherry on the cake its great we wont have elmo or taylor on the bench next season we need better back up full backs we also need two quality wingers on our bench ans a better striker than wesley who should go also a cam enjoy your first game in front of the fans tomorrow you deserve the cheers you re going to get from them brentford have got better since smith left el ghazi has a great technique when in a non pressured environment arnaut danjuma would be a good signing for most sides in the pl,"[('signing', 0.3258), ('wingers', 0.3433), ('quality wingers', 0.3467), ('good signing', 0.4295), ('brentford', 0.4345)]"
22,all of that in one season at home lol u guys actually think he is good manager lol chelsea boss thomas tuchel has revealed his admiration for former chelsea captain john terry ahead of their clash again chelsea boss thomas tuchel has revealed his admiration for former chelsea captain john terry ahead of their clash against aston villa on 23rd may 2021 thomas tuchel reveals admiration for john terry ahead of villa clash id be sipping my favorite beer while watching the games tomorrow and laughing at clubs fighting for top 4 especially when aston villa takes the lead in stoppage time with liverpool and leicester winning at the other end now i just need you to say that aston villa are going to win tomorrow,"[('thomas tuchel', 0.4614), ('good manager', 0.4619), ('tuchel', 0.4793), ('chelsea boss thomas tuchel', 0.6127), ('good manager lol chelsea boss thomas tuchel', 0.7311)]"
23,this ur kidney and long that always want to lose hope they will still be fine fine by tomorrow when chelsea defeat aston villa and by next week saturday they give man city beat of their life and win champions league for second time do have a nice weekend the championship is some league i don t envy the supporters but the most entertaining league out the top 4 tiers nail biter for fans though a draw would be awesome but if u give wi id love him at villa if i have to get vaccinated there was only one place i was going to go hats off to all involved superbly organised efficient and friendly,"[('entertaining league', 0.3944), ('villa', 0.4593), ('chelsea', 0.48), ('aston villa', 0.5057), ('champions league', 0.5145)]"
24,against aston villa united clinched another league title rooney was deployed at cm in the match and boy did he show his class his lofted pass for van persie s wonderful volley was inch perfect a beautiful goal made by united s best players that season to clinch the title when are the most fun exciting enjoyable matches to watch when arent involved in them whats toneys route to the pl going to be ffs that s pulling at the heastrings gutted about sunday so monday will have to do but first game next season will be special just me who is looking forward to the fa youth cup final more than the final game of the season i love them both dearly but just so we re clear,"[('aston villa', 0.4871), ('fa youth cup', 0.4891), ('youth cup final', 0.5151), ('league title rooney', 0.537), ('aston villa united', 0.5547)]"
25,it won t feel the same tomorrow but i can t wait to be back home newcastle also getting mega wealthy owners and will appoint a top manager the blues visit villa park in the final league game of this season are unbeaten in their last 7 league games a makes total sense surely every click on the link above helps aston villa have finally got the best out of john mcginn as scot looks to bulldoze england at euros love the playoffs so so so glad we are not having to deal with this stress though,"[('aston', 0.3549), ('final league game', 0.3717), ('aston villa', 0.4474), ('newcastle', 0.4695), ('home newcastle', 0.5348)]"
26,so ive heard from someone who is quite close to jack grealishs dad that jack isnt leaving villa park at all this season hes apparently quite involved with the youth squad and does alot for aston villa outside the pitch as long as there is progress hes happy sometimes i feel like people forget just how good this guy was crossing finishing free kicks driving forward the man simply had it all aston villa is below us so its an upgrade a draw would be awesome but if u give win den i wrote a piece last year about this being my favourite game at villa park and,"[('grealishs dad', 0.3733), ('aston', 0.4177), ('villa', 0.5116), ('villa park', 0.5187), ('aston villa', 0.573)]"
27,full back david hancock is an aston villa fan not a man utd arsenal chelsea spurs or reading supporter like the rest of the binfield squad who are clearly glory hunters nicely set up for a big second half great listen for us neutrals si in hasbury up the bins reaffirming their commitment to supporting an environment welcoming to all ollie watkins of aston villa is top class with age on his side he s fast good link up play and eyes for goals ollie watkins of aston villa will do wonders in this chelsea team his movements and link up play is top class too i would rather buy ollie watkins cheap than spend huge money on these guys i d take ivan toney at villa if they don t go up he s much better than wesley,"[('villa fan', 0.457), ('ollie watkins', 0.465), ('goals ollie watkins', 0.4902), ('aston villa', 0.4975), ('aston villa fan', 0.5082)]"
28,good luck conor who can forget the assist in the play off final against derby well played elmo good luck in your next venture well lets get our fingers crossed liverpool will surely win crystal palace then based on leicester form they can beat tottenham i dont see chelsea defeating aston villa a draw with aston villa will see chelsea off as we reach the end of the season i ll be posting some of my articles from the past year give them a read and please share fans here s one of my favourites an interview with on his love for the claret and blue can t wait to hear actual villa fans on the tv tomorrow,"[('actual villa fans', 0.4531), ('liverpool', 0.4549), ('villa', 0.4584), ('villa fans', 0.459), ('aston villa', 0.5134)]"
29,the only way tommorow can be a perfect day in football is if leicester won 4 3 with kane amp son scoring liverpool winning 5 0 via a salah hattrick and chelsea drawing 1 1 at aston villa 4th biggest club in england have a brilliant day hope the boys pull out a performance for you tomorrow mate will be thinking of you and wishing you all the best enjoy your day i wrote a piece last year about this being my favourite game at villa park and what it meant to me feel free to have a read might bring back some memories such an important last game against aston villa if we win then we qualify for the champions league let s retweet this tweet for and to have an amazing game tomorrow,"[('champions league', 0.4211), ('tomorrow mate', 0.4244), ('liverpool', 0.4276), ('amazing game tomorrow', 0.4385), ('aston villa', 0.461)]"
30,this gets better every time i watch it watch chelsea boss tuchel says victory at aston villa will help players for porto via ben being following your twitter story your positivity and outlook is truly an inspiration hope you have a lovely day tomorrow because arsenal are better than aston villa another reason love proper chelsea stay strong ben thinking of you and hope that our beloved villa boys do the business for you whatever happens savour every moment the whole family are with you chelsea will be aiming to seal a top four finish with victory o please look after he is one of our own and tomorrow s game will be more important to him than any win draw or defeat is please make it special for him and,"[('proper chelsea', 0.4352), ('villa', 0.4496), ('beloved villa boys', 0.4632), ('aston villa', 0.4933), ('chelsea boss tuchel', 0.5165)]"
31,chelsea will be aiming to seal a top four finish with victory over aston villa on the final day of the 2020 21 english premier league season my new favourite picture found the ticket stub in my dads coat pocket of the last game he ever went to before he passed away villa won 3 1 makes me happy the last time he went to villa park he saw them win will treasure it forever heits what a moment ollie watkins believes his performance this season has justified his price tag thanks for your dm,"[('premier league season', 0.44), ('ollie watkins', 0.4403), ('english premier league season', 0.4648), ('chelsea', 0.4848), ('aston villa', 0.5124)]"
32,win lose or draw tomorrow it ll be my last ever game at villa park i m just happy that i ll get to see my beloved aston villa live one last time with my beloved wife amp best friend thank you so much for giving me this opportunity my friend thank you x aston villa have won 15 premier league matches this season 6 more than they won last season 9 this is the biggest rise confirms he is fit and ready to play tomorrow big thanks to and who have been kind enough to let me write for them this season it s been a pleasure looking forward to much more next term predictions for tomorrow fans i m going 2 1 villa finishing with a flourish after a season of real progress,"[('tomorrow fans', 0.4588), ('villa park', 0.4645), ('villa', 0.5376), ('beloved aston villa', 0.5521), ('aston villa', 0.5715)]"
33,fancy more chat once again we go over our weekly roundups individually focusing on amp my team will be winning terry dreams of managing chelsea since retiring from football in 2018 the former chelsea captain has been an assistant coach under dean smith at aston villa since wishing you every success at aston villa and as 2021 is the 100th anniversary of womens football being bann win lose or draw tomorrow we finish 11th an obvious improvement on last season heading in the right direction although im obviously frustrated at how we have performed the 2nd half of the season hopefully a good send off for the lads tomorrow and an excting summer yeah it might be rushing him but if he is training well it means he is good,"[('assistant coach', 0.3311), ('lads tomorrow', 0.3904), ('terry dreams', 0.397), ('terry', 0.409), ('former chelsea captain', 0.4253)]"
34,that aston villa match is a must win imo a final like would love to see tuchel select the best absolutely the best apafrom ngolo of course wouldnt want anything to happen to him perfect thank you one of the more interesting pieces i ve wrote in my journalism career rodri this season hes helped us win several games especially the aston villa one when he snatched the ball from a def and played a 1 2 with bernado chelsea are unbeaten in 6 of their last 7 away games at villa park the blues visit villa park in the final league game of this season are unbeaten in their last 7 league games against aston villa can the lads make it 8 tomorrow lets get it,"[('tuchel', 0.395), ('final league game', 0.4477), ('villa', 0.4744), ('aston villa', 0.5112), ('aston villa match', 0.587)]"
35,next weeks big match revisited on is showing west ham v aston villa fa cup 6th round watched that from the west side for anyone who doesn t know it has a very good ending been one of the best bargains in our recent history a true pro who is always there when needed assisted some very important goals like the el ghazi one in the play off final and the trezegeut goal vs leicester deserves a good send off by the villa crowd on sunday tomorrow aston villa will do chelsea good chelsea to europa can t wait to be back there next season difficult to say if he will ever become a top flight manager but he is certainly doing it the right way for me aston villa lets bring home the 3 points,"[('aston villa', 0.5748), ('villa lets', 0.5756), ('tomorrow aston villa', 0.6262), ('aston villa lets', 0.6429), ('west ham aston villa', 0.6745)]"
36,anyone who loves their family and aston villa to boot must be well worth loving timo werners runs can help chelsea to top four finish and the holte end rises to the man they call the scottish cafu absolute goosebumps every time my substitutions tomorrow would be to see jpb and the pair of elmo and taylor no idea when the last time was when we hosted a testimonial but i would love to see a send off to these two servants of the club a big paof our promotion and did their jobs without a peep massive win at aston villa on sunday getting tickets for the game tomorrow has me feeling like a kid on christmas eve,"[('aston', 0.395), ('villa', 0.4006), ('scottish cafu absolute goosebumps', 0.4168), ('chelsea', 0.4407), ('aston villa', 0.5008)]"
37,i got well done thats the top four guaranteed in the chelsea v aston villa quiz open the app and try it yourself beating wolves 4 1 in a 5 30 saturday kick off in the championship 3 years back epic paddy bamfords hat trick goal against aston villa surrounded by claret and blue defenders finds the tightest of angles and dinks it in wonderful either way chuffed with how our season went final wk amp 1 839 in england pleased as punch even though was 1st in october my big play is auba in as captain for fernandes good luck all amp hopefully we will be in our stadiums next season my captain is elite i don t think he would get in the top 4 5 sides but he is certainly a brilliant player,"[('villa', 0.3645), ('brilliant player', 0.3939), ('aston villa quiz', 0.4157), ('aston villa', 0.4217), ('epic paddy bamfords hat trick goal', 0.47)]"
38,can the make it a grand weekend remember back in the mid seventies taking penalties for school during half time at meadow lane scored 1 from 3 we were given a match ticket for the main stand notts were playing carlisle and had ian ross on loan from aston villa he scored a great goal in a 2 1 victory what a strike steven bergwijn opens the scoring with an exceptional finish that ri an astonishing 26 goals en route to the final talking about cleansheets who has played more games mendy has played 30 ederson and martinez has played 37 games yet he is still the second gk with the most cleansheet before tuchel chelsea were 9 on table aston villa were among top 5 weve both have our good moments,"[('villa', 0.425), ('penalties', 0.4258), ('tuchel chelsea', 0.4464), ('aston villa', 0.473), ('table aston villa', 0.497)]"
39,villa vs ajax their fans were awesome then another 1 was the 1st game back in the prem against everton electric both stuck in my mind for me two villa legends there is a top man great photos new aston villa manager carla ward believes the recent flurry of managerial changes at wsl clubs is a sign of the strength of the league aston villa have won 15 premier league matches this season 6 more than they won last season 9 this is the biggest rise in victories in consecutive premier league seasons for villa since they won 11 in 1994 95 and then 18 in 1995 96 improving thank you for getting us up to 1 500 followers the growth on this channel has been far more than expected so quickly lets hit the road to 2k,"[('new aston villa manager carla ward', 0.5921), ('villa', 0.6), ('villa legends', 0.6175), ('aston villa', 0.6478), ('league aston villa', 0.6824)]"
40,it s a super super sunday this weekend dean smith hails huge jack grealish boost for aston villa and england would love a hummel return for if youre luck enough to have a ticket for tomorrows game enjoy if the game doesnt go our way dont boo were better than that it will be some players first taste of the vp atmosphere as well as some players last been a great season let them know that the legend that is is going to be the first outfield player in a decade to play every game in a season tomorrow and not yet at 100k followers go follow,"[('aston villa', 0.4043), ('season tomorrow', 0.41), ('tomorrows game', 0.4198), ('weekend dean smith', 0.4715), ('super super sunday', 0.5352)]"
41,crazy stream again last night we managed to get european football with aston villa in only our 2nd season in charge bare in mind when i took over they were bottom with 3 points after 17 games and a huge shoutout to for the raid kai havertz confirms he is fit and ready to play tomorrow for against aston villa i feel good i was lucky congratulations to dean smith on his win as aston villa boss in general chelsea have been quite good at it but man aston villa will have a word about that at 40 years amp 4 days brad friedel became villas oldest 1st team player when he kept a clean sheet against his former club liverpool,"[('former club liverpool', 0.4916), ('villa', 0.5061), ('aston villa', 0.5649), ('aston villa boss', 0.5865), ('man aston villa', 0.6189)]"
42,approaching our final game of the season i am very proud of the team i truly believe we can challenge for europe next season brilliant from all the football family nunos best players heading for the door at the moulinex this summer thomas tuchel be weary of aston villa so as to avoid any denial of chelsea qualifying for the top 4 let your players be aggressive clinical at the attack though mindful of the champions league on the 29th may this saturday good luck in the 2 matches amen what an aston villa legend i was only 2 at the time so great doing the research and chatting to fans about what to include on our 81 edition the more you learnt about that team the more you realised what an incredible achievement it was,"[('villa', 0.416), ('chelsea', 0.4232), ('aston villa', 0.4931), ('aston villa legend', 0.4935), ('champions league', 0.4987)]"
43,absolutely loved putting them together big wins this game week a stunning villa performance debutant zat knight headed us in front at the staof the 2nd half amp gabby agbonlahor made sure 2 minutes from the end ashley young was superb that day a dream home debut for boyhood villa fan he got our 3rd goal to round off a comfortable home win frank sinclair scored an og after 9 mins and dwight yorke had added a second chelsea have to win this surely no matter how decent aston villa are with the inclusion of jack grealish aston villa are no pushovers and can surprise chelsea if they lose focus again tuchel would have to field his strongest best player ruben diaz best manager pep guardiola best signing ruben diaz,"[('villa', 0.5514), ('aston villa', 0.5705), ('stunning villa performance', 0.5881), ('decent aston villa', 0.6188), ('villa performance', 0.6586)]"
44,memorable moments city unbeaten run amp aston villa 7 2 against liverpool i eventually got a good news yesterday theres power in confession ill keep making the positive ones for me and my family thank you mr aston villa listen the best music now raisonne aston villa on it s very tight liverpool ok sublime form leicester have a tough game chelsea have a tough game as well cannot underestimate aston villa our captain terry is leading them 14 ollie watkins is now the joint highest scoring englishman in a premier league season for aston villa with 14 goals along we had to beat aston villa last season to ensure us for the top 4 qualification so i believe we will do it again good morning aston villa fans clean sheet home yes,"[('mr aston villa', 0.5763), ('aston villa', 0.5813), ('good morning aston villa fans clean sheet home', 0.6149), ('memorable moments city unbeaten', 0.6243), ('aston villa fans', 0.6269)]"
45,to celebrate the final day of the season heres a matchday poster design for feedback is highly appreciated and any rts and likes are to thank you we had such a great time cusm aston villa will be back for more games listening to the holtecast and it never even occurred to me that ryan mason is younger than garett bale which is somehow just absolutely hilarious anyway fans you should listen to the pod underrated easily our most improved this year and if it wasnt for martinez he surely would be player of the season neck 3 on the shirts will be made history today when chelsea finish aston villa in the top three premier league with three goals in the match for the neck 3 company,"[('chelsea finish', 0.437), ('villa', 0.439), ('aston villa', 0.4709), ('finish aston villa', 0.5273), ('great time cusm aston villa', 0.5667)]"
46,thomas tuchel hopes chelsea see the best version of timo werner against aston villa on sunday which would be timely aston villa 7 2 with the best ch in the werld fit amp playing also less injuries amp more rest days than any other the day will come one day dreams do come true potentially the greatest player to have ever played for villa we just unfortunately never got to see the extent of his talent it would be great if we could get this trending for us lot and do something the same similar gonna join in with the fun made this because after reflecting it s clear to see how much better we are on the ball wit thanks for the good times ross,"[('villa', 0.3857), ('aston villa', 0.4173), ('timely aston villa', 0.4826), ('thomas tuchel', 0.4964), ('tuchel', 0.4968)]"
47,i ve been one of the critics of his performances of late but i wish him all the best in the future some very nice words here still one of my favourite goals maybe because its always got that tinge of what might have been would have really loved to have seen more of nilis at villa and i personally feel we played really well against villa luck wasnt just on our side excellent preview of aston villa chelsea with and and to chat about the topics below in emi cash konsa mings and targett i genuinely believe we have a top 6 defensive unit midfield is the main area for improvement and to supplement jack and watkins in the forward areas hopefully traore and anwar continue their improvements also,"[('aston villa chelsea', 0.4232), ('villa', 0.4258), ('villa chelsea', 0.4285), ('aston villa', 0.4294), ('villa luck', 0.5602)]"
48,i wasnt convinced at first thought he let himself down in afew aspects of play but this season he has been unreal was close to getting my supporters player class season we certainly wont be lying down we will be going all out to win the game dean smith warns chelsea to expect a scrap on sunday as welcome back supporters and aim to finish the season in style i hope we can get buendia and pereira from west brom and pedro neto if we can t get buendia but i like to see buendia at aston villa,"[('chelsea', 0.3376), ('aston villa', 0.3389), ('villa', 0.3555), ('supporters player class season', 0.3598), ('pereira', 0.3753)]"
49,as transfer window opens monday pl status secure and team has had finger on pulse and players marked for months im looking forward to 180 turn from last years end of window trudge to sign players and a raft of press releases in the coming week tuchel also said chelsea will see the best of timo werner at villa park redknapp loves him hi tony nice to meet you i also love football aston villa i cannot draw would love this guy at tottenham hotspur vs aston villa is the biggest game at this hour longshot but if we show a bit of ambition i think we should be in for karim adeyemi from rb salzburg 19 years old plenty of flair beats men for fun and is only going to get better would love him at the villa,"[('week tuchel', 0.3921), ('aston villa', 0.4182), ('villa', 0.4251), ('football aston villa', 0.4473), ('karim adeyemi', 0.4787)]"
