,tweetnegative,keyphrases
11,benzema s goal is as useless as van de beek in manchester united 3korsi aga what do we do about manchester united fans stopping a match once and almost twice looool these man united fans are mugs the glazers don t even live in this country do you think they give a fuck if your twitter name is glazers out this is the united states the orange man and his koolaid drinking gop half wits have created it s probably lost on him who thinks football revolves around man united reps the man who single handedly lost manchester united a shot at the premier league by scoring 2 own goals and giving away a crucial retarded free kick single handedly lost us 7 points despite playing in lt 10 games,"[('manchester united', 0.4519), ('man united', 0.5332), ('united fans', 0.5379), ('manchester united fans', 0.5498), ('man united fans', 0.6094)]"
12,kane isnt good enough for city too slow for liverpool that leaves man united man 800 united states dabloons dont sound like much per month to most but thats some life changin cash here for a 21 year old dipshit like me police in the us state of louisiana have released footage showing the violent arrest two years ago of a black man who was dragged out of his car shackled and beaten renewing calls for an end to police violence against black people in the united states the way the wolves do not play as a team ur man united is useless petty comparison both teams lost the league to their city rivals,"[('team ur man united', 0.4654), ('liverpool', 0.4665), ('kane', 0.4902), ('man united man', 0.5086), ('man united', 0.5253)]"
13,a 24 year old man was arrested friday on a murder for hire charge after he allegedly attempted to hire a hitman to kill a woman he briefly dated hate is a strong word but he isnt a united supporter he only cares about the fame and money he spreads agenda and hate and basically is a proper c thanks to him united supporters get more divided everything that i hate in the modern manchester united football fan full of yourself this is why nobody likes man united fans,"[('united supporters', 0.5246), ('united supporter', 0.5337), ('united fans', 0.5664), ('modern manchester united football fan', 0.614), ('man united fans', 0.6234)]"
14,did you even read the article you re telling me packers is marketable with puke green and a bland g on the helmet manchester united is one of the biggest brands in the world bland the chargers have bad ass logos and uniforms amp couldn t sell out a 20 000 soccer stadium thats not the only thing they are forfeiting manchester united supporters will make them pay big time nah you just dont know ball obviously and it shows david de gea is dog and never on his day except the 5 pfa prem team of the yr appearances and 3 man united play of the seasons he won tht during a dead era blah blah doesnt make him less baller those seasons both of us know it is not possible in manchester united,"[('manchester united', 0.3716), ('man united', 0.3771), ('man united play', 0.4019), ('manchester united supporters', 0.4108), ('helmet manchester united', 0.4426)]"
15,bisouma might go for even lower than 40m and i cant see why man united shouldnt be running for him men he is a baller rashy s quote was so stupid man he got so many united fans suddenly turning on him manchester united fans dont deserve any pussy i swear manchester united wont win wolve tomorrow im a man united fan and i dont understand why there is need to boycott them do you expect them to say they suppoantisemitism what the is like man united playing football against a non league side winning 8 0 and still getting 0 points it s a joke thing chelsea will becomes manchester united if we paid 90m for rice we will be setting a bad precedence in years to come,"[('united fan', 0.4866), ('united fans', 0.5041), ('man united', 0.5084), ('manchester united fans', 0.5151), ('man united fan', 0.5532)]"
16,police said on saturday they arrested a man who allegedly destroyed a crucifix and burned an american flag at church in brooklyn soucek worth 50 million bowen worth 25 million rice 100 million formals 30 that s just 4 players you talk shit mate rice don t wanna go man united anyway if you laugh you re shaming your team my uncle nearly chased me out because of this goal i hate man united so much very delusional fans they want to protest the owner but at the same time want to back the manager whos also the paof the problem the owners yes man oles a very shady person and its surprising how thick united fans are don t come you cannot be a big fan of both real madrid and barcelona,"[('delusional fans', 0.4289), ('united', 0.4427), ('man united', 0.5434), ('thick united fans', 0.5829), ('united fans', 0.5909)]"
17,you have started again once united loses out to get them you will claim they are not fit to play for manchester with this slow game u cant beat manchester united i m all for protests and all but making other peoples cars damaged is just wrong problem is that there will always be a bad person and that will be the main news not focusing on the reason they are protesting same happened at man united protest im only angry about how hypocrites pundits in uk are silent because its rashford and not pogba let s be honest you haven t had a lot of competition this year the league is shit teams over the last 5 years that finished 2nd have scored 10 20 more goals than united this season boring boring man united,"[('united', 0.4321), ('manchester', 0.4567), ('manchester united', 0.5297), ('man united', 0.553), ('man united protest', 0.5841)]"
18,of course bent has said that he hates all things manchester united getting a bit boring now fella the mountain near goma erupted for the first time since 2002 spewing dangerous spoke into the air manchester united alex ferguson very much regrets the 2011 champions league final thoughts on this shambles of an article ste why is adolf trump still a free man trump lead a violent insurrection to overturn our free and fair election and overturn our united states government people died and were severely injured if this was putin would it be acceptable then why trump the craziest person i ever met on twitter is someone who read a conspiracy theory that the man who set up the action committee to create a united stated of europe was pretending it was just about trade and believed it,"[('adolf trump', 0.3892), ('manchester united alex ferguson', 0.3982), ('free man trump lead', 0.4048), ('manchester united', 0.4083), ('air manchester united alex ferguson', 0.414)]"
19,how can you be a fan of both then are rivals ffs its like saying hes a big fan of manchester united and liverpool literally his only good performance came against man united i dont know why theyre so keen to draw attention to this it was about israel and the zionsm and the war crimes that theyre committing then he made his debut for the season against getafe in a poor performance the big 6 in order of how deluded they are haaland is the obvious choice the guy is a football robot he won t go to chelsea and i can t see man united being able to afford him levy doesn t like doing business with them either since berbatov was kidnapped by them i can see him staying but it s the wrong choice for him,"[('rivals', 0.3497), ('united', 0.3872), ('liverpool', 0.4065), ('manchester united', 0.4256), ('man united', 0.5053)]"
20,the sick man in the united states plays with politics to resist chinas inactivated vaccines and the sick man in the united states can only use dangerous vaccines that he has made indiscriminately and can cause tumors on the cell surface 1800s what are you talking about the united states recognizes their involvement in the indian wars c mon man you re smarter than that are we not all united in our hatred of the man with no hate this not a fan of manchester united sir alex football bloody hell the chinese are unwilling to contribute to the environment of the sick man in the united states and you sick man in the united states are nothing,"[('wars', 0.2343), ('sick man', 0.2353), ('chinas', 0.2736), ('dangerous vaccines', 0.4254), ('vaccines', 0.455)]"
21,when my stepson was in little league i sat out near left field because i couldn t stand listening to the other parents mf acting like everton manchester city manchester united var new offside rules do not exist a city united man fuck chelsea it can be manchester united or arsenal but arsenal as you can see fans are dropping out who said he is washed up man is literally psg s alltime topscorer wtaf man as if his talent is going to disapper just because he joined man united on a free hello sick man in the united states look at the great science and technology of the chinese you can t learn one one is the people s liberation army of the communist party and the other is just a primary school graduate a suffering manchester united fan,"[('manchester united', 0.5264), ('city united man fuck chelsea', 0.5598), ('man united', 0.5664), ('united fan', 0.5795), ('manchester united fan', 0.6249)]"
22,song 9 united kingdom trying to be an upbeat poundshop rag n bone man and failing because he can t sing has no stage presence and is singing a fucking awful abortion 8 10 yeah exactly everyone went nuts when arsenal manchester united and even you guys ended their specific droughts said a man united fan whose team didnt win a league since saf lmao let alone play in champions league the coutook the house from the man who built it with his own money on the pretext that he was built without a permit then placed a settler who came from the united states in it just because he is jewish you fkin suppomanchester united u stupid shit,"[('arsenal manchester', 0.4179), ('manchester united', 0.4451), ('man united', 0.4889), ('united fan', 0.4891), ('man united fan', 0.5356)]"
23,theyve posted this every year man same thing can be said about every other pl club including united they dont wanna get involved in politics ffs association with failure god curse the day when finishing 2nd became an achievement for manchester united i remember going manchester united away in the 80 s police were driving straight at us in their vans and they let the dogs loose one dog had a fellas calf firmly in his jaws wouldn t happen today why are most man united fans obsessed with manchester city naha jonny wouldn t survive he always need to rants especially manchester united they have broken my man,"[('manchester city', 0.4597), ('manchester united', 0.5081), ('man united', 0.5832), ('united fans', 0.5907), ('man united fans', 0.6722)]"
24,marcus rashfords opinion on youtube well its sh theres that mark goldenbridge guy who is the united main guy on there he talks a load of rubbish dont he called dj the welsh messi hes more like the welsh beb man death numbers are heavily under reported lakhs of people have died not just may this pandemic itself is poorly managed unprepared lockdowns limited funds released to manage it only on paper amp a pm cares fund that is not transparent no care for the common man a massive fines means no transfer market for man united mate i dont want that man yall are just not behaving like a united fandom man united haters barcelona selling luis suarez was their biggest mistake can only be compared to arsenal selling van persie to manchester un,"[('welsh messi', 0.4504), ('marcus rashfords opinion', 0.5026), ('man united', 0.5058), ('united fandom man united haters barcelona', 0.523), ('man united mate', 0.5448)]"
25,atletico madrid wanted to increase thomas partey s salary but he said no and decided to move to arsenal liverpool and manchester united came calling ghanaian witches and wizards are wicked absolutely hideous in everything way also wins worst clothes this man is not a singer united kingdom cant even control his breath correctly the big problem with manchester uniteds stadium united kingdom the most briish man ive ever seen whoever doesnt want to stay at manchester united can literally fuck off just shut up man united started this whole over priced english think when they signed maguire for 80m which is ironic because that s where this man should be prison not running for a spot to run the united states government,"[('manchester uniteds stadium', 0.4346), ('manchester uniteds', 0.4513), ('manchester uniteds stadium united kingdom', 0.4586), ('manchester united', 0.4739), ('man united', 0.5229)]"
26,family man struggles to keep his family happy and united when his son is suddenly diagnosed with sickle cell disease he must raise funds to care for his sick child i have disrespected paul pogba way too much and i will continue to do so i will also disrespect rashford aka mr real madrid or barcelona rashford the club my club manchester united has given you everything that you have everything no loyalty non whatsoever after watching sir alex ferguson never give in anyone with any kind of iq immediately comes to the conclusion that ole is not manchester united manager material far from it and nor are half the squad they all lack an all or nothing winning mentality,"[('sir alex ferguson', 0.4246), ('mr real madrid', 0.431), ('manchester united', 0.4538), ('club manchester united', 0.5217), ('manchester united manager material', 0.5493)]"
27,my brother absolutely hates man united and i mean proper hates them ask him who is favourite ever player is and he always said george best i would never say no lol rashford then go you dont have to say it in public youre just as toxic as others within the club that would like to move from manchester united i cant believe it if man united were a serious club sancho should already be here wouldn t be surprised if we have another shit window man we united fans really are the most deluded i really thought we had more trophies than chelsea this season for a second there apparently one of those colors prefers to keep you all divided for the sake of political expediency,"[('chelsea', 0.4436), ('united', 0.4552), ('manchester united', 0.5094), ('man united', 0.5718), ('united fans', 0.5865)]"
28,theres fans out there who think manchester united have a chance to compete under a puppet who was fired from the championship studies prove without question that the above is the most deluded line ever spoken in sports history hahahaa chale i now see say you man united fans suffer keep ei barca shaaa oo it s actually scary to see how barca could easily become like arsenal or man united maybe not in the next 2 yrs when messi leaves we need to do lot to get to that level when rooney left united they were done when sanchez and ozil started on the downward slope united were done i got really upset when he said trump was the government if one man ever become the government of the united states that will be the death of democracy,"[('barca', 0.3853), ('manchester united', 0.4354), ('man united', 0.5033), ('united fans', 0.5387), ('man united fans', 0.5992)]"
29,manchester united without maguire will lose to this villarreal team they were forcibly sterilizing people that is why mexico will never return to the united states that is what the nazis did to the jews i colach and eveir know god talk me and a good man why would a milan fan want manchester united to falter beef amp such desires are not acceptable to a united fan villarreal fans should suppovillarreal amp milan fans should be more concerned about their standing in the the league this is why manchester united is the smallest club in manchester god forbid pogba says something like this manchester united fans and legends will crucify him hypocrites you had one chance to suppoa football team and you turned down manchester united disgrace,"[('manchester united', 0.5075), ('united fan', 0.5579), ('united fans', 0.5593), ('manchester united fans', 0.6171), ('manchester united disgrace', 0.6803)]"
30,i am a manchester united fan but when somewhere said mbappe is better than benzema i felt insulted 4 liverpool theyll never be title challengers again till they get rid of chris morgan in the physio room what is wrong with chelsea fans amp manchester united fans thinking they can get rice for 40 50m is rice a 100m player no is he worth 100m to west ham yes either pay the money or move on if you re a member of the united states armed forces never forget that this man thinks you are soft and weak so many manchester united fans watched that match because of villarreal now we are low key terrified it wont be easy mehn can t believe he compared manchester united with fucking tottenham unpopular opnion i dont like manchester united either,"[('united fans', 0.5666), ('manchester united fan', 0.575), ('manchester united fans', 0.6088), ('many manchester united fans', 0.6238), ('chelsea fans amp manchester united fans', 0.6315)]"
31,man im sure you know that the united states does not deal directly with the palestinians and why dont fox news consider bullies im sure you know what they are fucking eurovision is on and twitter wants me to follow manchester united as a topic no mention of utd quel suprise the agenda against manchester united is incredible from all you lot wouldn t think the club existed according to some tv media outlets from my honest opinion as a man united fan i think manchester united without maguire will lose to this villarreal team man how many more mf do you need vdb is not even getting a sniff of the starting 11 think united have bigger problems to address than a mf,"[('united', 0.4538), ('think united', 0.4829), ('united fan', 0.498), ('man united', 0.5147), ('man united fan', 0.5361)]"
32,sometimes i think about how paul ryan speaker of the house amp a man who ran to be vice president of the united states saw the writing on the wall when trump became president and chose to run away like a coward rather than work to protect the country amp stop the madman true gop in that case manchester united are underdogs too its like saying theres nothing special about psg barcelona manchester united etc who qualify for a champions league every season and fail to win it one day youll understand soccer when youre grown,"[('united', 0.3828), ('champions league', 0.3829), ('psg barcelona manchester united', 0.4164), ('manchester united', 0.456), ('case manchester united', 0.4578)]"
33,your maths is still wrong all these excuses just cos you cant stomach the fact that bruno isnt complete so we are blaming his teammates and the team system for bruno losing too many balls and being dribbled so much all hail manchester united fans have tried and failed to sign the man in the past we re manchester fucking united are you dumb itll just be a manchester united thing to blow 90m on a declan rice they never learn liverpool kariri njama robelewandowski diego simeone shame ethiopian spokesman our fans really need to learn how to read man are you lot blind to the pawhere he literally said united was his ideal club you guys said hes shit he cant play and other stuff so why on earth are u angry ffs,"[('hail manchester united fans', 0.428), ('manchester united fans', 0.4375), ('manchester fucking united', 0.4422), ('excuses', 0.445), ('united fans', 0.448)]"
34,marcus has more npg a this season than anyone in manchester both city and united his not good enough leave my alone please this is the man you go after you had terrible ideas bias n agenda but this is just vile shame on you so what you are trying to say is that he wasted his time playing for tottenham hotspur bu bruh you guys got knocked out by your ex manager and stuck around 8 10 place in the league for most of the season and you are worrying about man united ucl lol these chelsea fans are starting to be as delusional as man united i dont think they made arsenal v chelsea el final 18 19 free looks like man united promoting bullshit to me,"[('chelsea', 0.3284), ('chelsea fans', 0.3899), ('man united', 0.4498), ('marcus', 0.4769), ('man united ucl lol', 0.4936)]"
35,are you even a manchester united fan if you dont hate chelsea so what you are trying to say is that he wasted his time playing for tottenham hotspur but well sha harry kane should leave that club and come to manchester united i think they have english agenda like lampard you were always proposing sacking coaches since valverde everytime we were losing but the thing about sacking too often is it will never bring stability to the team manchester united is the closest example of it and they persisted to ole after that why do you have to mention manchester united to endorse your top 10 you sound really stupid lol our worst seasons are seasons man united fans can only dream of btw,"[('united fan', 0.4906), ('man united', 0.4921), ('united fans', 0.4996), ('manchester united fan', 0.5131), ('man united fans', 0.5591)]"
36,e be like hating chelsea is one of the criteria of being a manchester united fan kane will never join man united he s going to join the citizens he is only inconsistent and that comes from having to switch wings all the time i would be more worried about kim jong un nuking my house or being abducted by aliens than rashford leaving man united man united are trophyless for three seasons now but their fans are also laughing at real madrid he should have said he wants to stay at manchester united until he retires what he is saying is unsettling and if we lose it s because of him man united haven t won a title since 2017,"[('man united', 0.5547), ('united fan', 0.5675), ('man united man united', 0.5825), ('manchester united fan', 0.6089), ('manchester united fan kane', 0.6899)]"
37,i really doubt a 23 year old who is the face of manchester united wants to leave anytime soon especially when we have progressed the best since saf it s a sloppy quote you know what the media is like rashford is media trained four years since the horrific tragedy of the manchester arena bombing four years since 22 people never got the opportunity to sing and dance again idiots like you have no business being a manchester united fan every one of those rifles outside of his door is carried by a man who also left his wife and children and his farm to fight for freedom from their oppressors united by a shared hatred for tyranny and radical libertarian political ideology 4 5 anthony martial may be facing an impossible manchester united challenge,"[('united challenge', 0.374), ('impossible manchester united challenge', 0.4174), ('united fan', 0.4235), ('manchester united fan', 0.4635), ('rashford', 0.4782)]"
38,we dey play like manchester united without messi utterly useless and clueless nooooo holly all my frustration is lumped in one chris lil bitch ass gets no outs from me sorry i came off like that but i do not condone men hes not a man yet hurting women in any capacity thx for responding to my comment ahahahhaahhahahaahhahahahahaahahhahahahahahahahaha man ur team lost to a sheffield united got to say that robbie and chris are totally disrespecting caller devon and his totally correct views on manchester united you are both snorting at his views i usually enjoy 606 but today the pair are being a pair of twats loving players is different from loving club i hate manchester united with passion but still like rooney and greenwood i wont be happy if he leave manchester united,"[('united', 0.3971), ('manchester', 0.4108), ('sheffield united', 0.4233), ('rooney', 0.4251), ('manchester united', 0.4385)]"
39,so according to mr ropers logic we should do away with the union jack because it gets waved by bigoted islamophobes at every far right march amp i as a muslim man in the united kingdom am threatened by it how stupid does that sound manchester united too is going trophyless this season man united and city facing possible 15million fines over super league fiasco and man united are still tired i never understand why clubs choose to strengthen a direct rival similar to arsenal selling rvp to man united once upon a time trey youre literally a man united fan who gassed you barca in their worst season in recent years has won more trophies than your club who are in their best form since 17 18 my days these united fans so deluded,"[('manchester united', 0.4861), ('united fans', 0.5335), ('united fan', 0.5345), ('man united', 0.593), ('man united fan', 0.6013)]"
40,messi uses man united to clean his ass manchester united slow cbs i am literally bored of stories like jadon sancho is intersted or would like to sign for man utd united interested or are in good position or have increased confidence for sancho and shit like that we have been seeing them for 2 years now ffs these irritate me so bad enough man united are next to go trophyless man united fans hate ambition ffs 4 sell dembele coutinho lenglet firpo and the other flops more stories like atletico leicester monaco the more i hate manchester united not manchester united fan laughing y all spent 1bn to finish below your city rivals for 8 seasons why man why this is not manchester united mangaliso rashford wants to leave incompetent management of manchester united man united will destroy them,"[('manchester united mangaliso rashford', 0.5381), ('man united', 0.541), ('trophyless man united fans', 0.5494), ('man utd united interested', 0.5849), ('man united fans', 0.5878)]"
41,so sad aki barcelona is actually one of the most worst run club ever behind man united federer lost golden state warriors lost madrid lost the league not a good weekend at all please manchester united and juventus you must win tomorrow or else ill die of anxiety man united talking about decline madrid just made it harder for man united s europa league charge lmao villarreal finished the league in 7th fergie actually messed the game up from the onset why have giggs in that lineup playing against a young and vibrant barcelona side united were already a man down with him go back to the clips and you ll see that each time giggs was beaten he never bothered to try again i fear roma pass villareal,"[('europa league', 0.4553), ('worst run club', 0.4616), ('roma pass villareal', 0.4672), ('vibrant barcelona side united', 0.4718), ('sad aki barcelona', 0.5488)]"
42,a lot of people visit your borough spending hard earned cash watching manchester united surely they have a right to feel safe it s no secret old trafford stadium roof has leaked for years or the fact the stadium has an issue with rodent infestation and food is from my honest opinion as a man united fan i think manchester united without maguire will lose to this villarreal team this is scary yeah i get it for maybe the foreign players but not if you re a manchester kid playing for united simply can t get my head around it please sc this if raphael varane signs for man united he will flop compared to the expectations of the fans he s not that good guys man united is in trouble man united and foolishness,"[('trafford', 0.5101), ('manchester united', 0.539), ('man united', 0.5805), ('united fan', 0.5843), ('man united fan', 0.6533)]"
43,i don t live manchester correct but you also don t know my family history or anything about why suppounited and i don t need to spend my evening justifying my team as say enjoy league 1 irony is my husbands actually sunderland fan dear manchester united fans lots of manchester united fans want ndidi over rice or any other dm but united is not showing any sign of going for him im sick of this club man manchester united must be very careful this villarreal team under unai emery are a very corny and dangerous side to play against we dont want rice in man united even a derika of rice for nigeria is n350 derika haba how can supporting the team be a bad thing the anniversary of a terrorist attack in manchester murdering children ignored,"[('united fans', 0.5289), ('man manchester united', 0.5364), ('club man manchester united', 0.5707), ('manchester united fans', 0.5995), ('dear manchester united fans lots', 0.6277)]"
44,the anniversary of a brutal murder we let the board and wenger get away with selling rvp to man united this club is not serious the anniversary of a brutal murder of a british soldier on the streets of britain forgotten but the death of a guy in the united states with zero connection to norwich big display remembered oh so you reckon giving a manager 5months in charge with one transfer window is enough for him to show his full potential same happened to ole at manchester united very different situation but i think the amount of time people are giving him is pathetic try managing urselves manchester united should worry about this team we know man united cant finish this deal before the last two weeks of the window,"[('manchester', 0.3956), ('manchester united', 0.4356), ('wenger', 0.4596), ('urselves manchester united', 0.5004), ('man united', 0.5061)]"
45,two set a fans annoy mi man united and barca fans annoying bad let s go athletico hahaha the few madrid fans dem loud too some lone loud voices he destroyed manchester united after his team contending goal of the tournament from scholes in the previous quarter final i wish you the worst i hope you donkeys will produce this perfomance against manchester united if this is the villareal team we are facing in the europa league final i am so worried about manchester united they look so compact and tidy at the back easily keeping real madrid in check this shit giving me manchester city vs manchester united 2012 vibe split cam aguero game winning goal vs rooney disappointment look,"[('united', 0.4362), ('manchester united', 0.4759), ('man united', 0.5469), ('madrid fans', 0.567), ('barca fans', 0.5755)]"
46,3rd person pov i hated that feeling for the red devils and im prolly about to be on that shoe soon lol im the ceo of the world and i am paying rent so im a bit tight on the budget and i dont want to be a manchester united states and i dont want to be here cares about 2 things his cushy sky sports contract and unsettling players and coaches who dont work for manchester united unfortunately it will be tainted as that money will kee manchester united will miss their captain in the uefa europa league final manchester united are floundering with the europa league final looming from filling the harry maguire void to getting more out of fred the five big problems ole gunnar solskjaer must fix now solskjaers wasnt happy with those man united players,"[('final manchester united', 0.4955), ('manchester united', 0.512), ('man united', 0.519), ('kee manchester united', 0.532), ('man united players', 0.5408)]"
47,this villarreal looks threatening manchester united should be cautious haba now man united aint smiling man who was around the table of the nations who negotiated after the war russia the united kingdom and america all three not eu members so dont say that we the western powers sold you out the uk sold you and didnt even let you attend the victory parade the us and russia now we a different set of rats and roaddents manchester united shouldn t underrate villarreal o those boys are hungry man united fan from wales please shutup kane would never choose man united when theres a spot in manchester city you are only day dreaming,"[('united fan', 0.5602), ('hungry man united fan', 0.5643), ('roaddents manchester united shouldn', 0.6141), ('man united', 0.6166), ('man united fan', 0.6186)]"
48,looking like no one wants to win la liga with both madrid teams still losing in the 2nd half its a bit similar to the 1994 95 premier league season when blackburn lost on the last day to liverpool but still won the league coz man united failed to beat west ham what the hell can we at least get teams like arsenal and man united relegated none of them want him psg and man united said they arent interested in him theres nowhere for him to go in europe how can someone choose a europa league finalist over a champion league finalist only in ur dreams manchester united fans are a serious joke,"[('man united', 0.5374), ('europa league', 0.5384), ('europa league finalist', 0.5725), ('ur dreams manchester united fans', 0.5731), ('league coz man united', 0.5747)]"
49,umtitis story has to be one of the saddest in our clubs history the guy played a good season for us and started acting cocky in that summer used manchester uniteds offer to make us pay even more now hes just another chygrynskiy life comes at you fast really now that both atletico and real madrid know theyre all losing who is going to do the manchester united he and the mayor of san francisco were assassinated 11 months later by a disgruntled city employee the entirety of the 2021 republican party supports a man who pardoned convicted war criminals so now manchester united players are supporting a terror organisation sir alex ferguson reveals his biggest transfer regret at manchester united,"[('sir alex ferguson', 0.5123), ('manchester uniteds', 0.5129), ('manchester united', 0.5264), ('terror organisation sir alex ferguson', 0.5288), ('manchester united players', 0.5369)]"
